Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,88750,79231,77722,82974
"Revenue 88750 79231 77722 82974  Other Revenue, Total - - - -","Revenue 88750 79231 77722 82974  Other Revenue, Total - - - -","Revenue 88750 79231 77722 82974  Other Revenue, Total - - - -","Revenue 88750 79231 77722 82974  Other Revenue, Total - - - -","Revenue 88750 79231 77722 82974  Other Revenue, Total - - - -"
Revenue,88750,79231,77722,82974
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",61506,53666,55711,56595
Gross Profit,27244,25565,22011,26379
Total Operating Expenses,81623,73651,78546,89590
"Selling/General/Admin. Expenses, Total 20117 19723 17312 17662  Research & Development - - 3094 3089  Depreciation / Amortization 3718 - 237 320  Interest Expense (Income) - Net Operating -132 - - -  Unusual Expense (Income) - 260 2191 11923  Other Operating Expenses, Total -3359 2 1 1","Selling/General/Admin. Expenses, Total 20117 19723 17312 17662  Research & Development - - 3094 3089  Depreciation / Amortization 3718 - 237 320  Interest Expense (Income) - Net Operating -132 - - -  Unusual Expense (Income) - 260 2191 11923  Other Operating Expenses, Total -3359 2 1 1","Selling/General/Admin. Expenses, Total 20117 19723 17312 17662  Research & Development - - 3094 3089  Depreciation / Amortization 3718 - 237 320  Interest Expense (Income) - Net Operating -132 - - -  Unusual Expense (Income) - 260 2191 11923  Other Operating Expenses, Total -3359 2 1 1","Selling/General/Admin. Expenses, Total 20117 19723 17312 17662  Research & Development - - 3094 3089  Depreciation / Amortization 3718 - 237 320  Interest Expense (Income) - Net Operating -132 - - -  Unusual Expense (Income) - 260 2191 11923  Other Operating Expenses, Total -3359 2 1 1","Selling/General/Admin. Expenses, Total 20117 19723 17312 17662  Research & Development - - 3094 3089  Depreciation / Amortization 3718 - 237 320  Interest Expense (Income) - Net Operating -132 - - -  Unusual Expense (Income) - 260 2191 11923  Other Operating Expenses, Total -3359 2 1 1"
"Selling/General/Admin. Expenses, Total",20117,19723,17312,17662
Research & Development,-,-,3094,3089
Depreciation / Amortization,3718,-,237,320
Interest Expense (Income) - Net Operating,-132,-,-,-
Unusual Expense (Income),-,260,2191,11923
"Other Operating Expenses, Total",-3359,2,1,1
Operating Income,7127,5580,-824,-6616
"Interest Income (Expense), Net Non-Operating",-,14629,568,-420
Gain (Loss) on Sale of Assets,184,-,-4,1
"Other, Net",-914,104,253,56
Net Income Before Taxes,7857,20313,-7,-6979
Provision for Income Taxes,1440,-1285,1603,1904
Net Income After Taxes,6417,21598,-1610,-8883
Minority Interest,26,-16,-8,-49
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,6414,21582,-1618,-8932
Total Extraordinary Items,-,-,-,-
Net Income,6414,21582,-1618,-8932
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,6414,21582,-1618,-8933
Dilution Adjustment,-,-,-,-
Diluted Net Income,6414,21582,-1618,-8933
Diluted Weighted Average Shares,32.81,32.8,32.79,32.79
Diluted EPS Excluding Extraordinary Items,195.51,657.97,-49.34,-272.46
DPS - Common Stock Primary Issue,-,46,42,42
Diluted Normalized EPS,147.04,663.13,-5.83,-36.1
