Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,3429519,2871705,2269346,2399465
"Revenue 3429519 2871705 2269346 2399465  Other Revenue, Total - - - -","Revenue 3429519 2871705 2269346 2399465  Other Revenue, Total - - - -","Revenue 3429519 2871705 2269346 2399465  Other Revenue, Total - - - -","Revenue 3429519 2871705 2269346 2399465  Other Revenue, Total - - - -","Revenue 3429519 2871705 2269346 2399465  Other Revenue, Total - - - -"
Revenue,3429519,2871705,2269346,2399465
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1432643,1221684,1123653,1106249
Gross Profit,1996876,1650021,1145693,1293216
Total Operating Expenses,3085214,2492775,2092335,2181128
"Selling/General/Admin. Expenses, Total 1603242 1131734 867663 934068  Research & Development 168900 85000 74400 -  Depreciation / Amortization 1 2 119991 111312  Interest Expense (Income) - Net Operating -4936 -4326 -3944 -  Unusual Expense (Income) - - 13930 29868  Other Operating Expenses, Total -166321 -78639 -89428 -369","Selling/General/Admin. Expenses, Total 1603242 1131734 867663 934068  Research & Development 168900 85000 74400 -  Depreciation / Amortization 1 2 119991 111312  Interest Expense (Income) - Net Operating -4936 -4326 -3944 -  Unusual Expense (Income) - - 13930 29868  Other Operating Expenses, Total -166321 -78639 -89428 -369","Selling/General/Admin. Expenses, Total 1603242 1131734 867663 934068  Research & Development 168900 85000 74400 -  Depreciation / Amortization 1 2 119991 111312  Interest Expense (Income) - Net Operating -4936 -4326 -3944 -  Unusual Expense (Income) - - 13930 29868  Other Operating Expenses, Total -166321 -78639 -89428 -369","Selling/General/Admin. Expenses, Total 1603242 1131734 867663 934068  Research & Development 168900 85000 74400 -  Depreciation / Amortization 1 2 119991 111312  Interest Expense (Income) - Net Operating -4936 -4326 -3944 -  Unusual Expense (Income) - - 13930 29868  Other Operating Expenses, Total -166321 -78639 -89428 -369","Selling/General/Admin. Expenses, Total 1603242 1131734 867663 934068  Research & Development 168900 85000 74400 -  Depreciation / Amortization 1 2 119991 111312  Interest Expense (Income) - Net Operating -4936 -4326 -3944 -  Unusual Expense (Income) - - 13930 29868  Other Operating Expenses, Total -166321 -78639 -89428 -369"
"Selling/General/Admin. Expenses, Total",1603242,1131734,867663,934068
Research & Development,168900,85000,74400,-
Depreciation / Amortization,1,2,119991,111312
Interest Expense (Income) - Net Operating,-4936,-4326,-3944,-
Unusual Expense (Income),-,-,13930,29868
"Other Operating Expenses, Total",-166321,-78639,-89428,-369
Operating Income,-,378930,177011,218337
"Interest Income (Expense), Net Non-Operating",-,3819,5420,7811
Gain (Loss) on Sale of Assets,-,-,-4462,-
"Other, Net",-23462,-3818,12972,1
Net Income Before Taxes,367767,382748,168501,226149
Provision for Income Taxes,96096,85026,36812,44899
Net Income After Taxes,271671,297722,131689,181250
Minority Interest,13939,12518,9717,-1369
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,296833,131393,179881
Total Extraordinary Items,-,-,-,-
Net Income,269799,296833,131393,179881
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,269799,296833,131393,179880
Dilution Adjustment,6.28,2.91,-0.34,-
Diluted Net Income,269792.72,296830.09,131393.34,179880
Diluted Weighted Average Shares,1611.28,1641.49,1648.6,1664.52
Diluted EPS Excluding Extraordinary Items,167.44,180.83,79.7,108.07
DPS - Common Stock Primary Issue,22,21,20,30
Diluted Normalized EPS,141.49,145.19,68.98,122.45
