Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,36838,33448,30509.59,29047.34
"Revenue 36838 33448 30509.59 29047.34  Other Revenue, Total - - - -","Revenue 36838 33448 30509.59 29047.34  Other Revenue, Total - - - -","Revenue 36838 33448 30509.59 29047.34  Other Revenue, Total - - - -","Revenue 36838 33448 30509.59 29047.34  Other Revenue, Total - - - -","Revenue 36838 33448 30509.59 29047.34  Other Revenue, Total - - - -"
Revenue,36838,33448,30509.59,29047.34
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",25882,23170,21408.51,20462.91
Gross Profit,10956,10278,9101.08,8584.43
Total Operating Expenses,31781,28566,27088.88,25515.99
"Selling/General/Admin. Expenses, Total 5899 4485 4361.71 4151.38  Research & Development - 824 712.36 717.23  Depreciation / Amortization 950 1070 87.11 74.61  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 144.28 519.18 109.86  Other Operating Expenses, Total -829 -982 - -","Selling/General/Admin. Expenses, Total 5899 4485 4361.71 4151.38  Research & Development - 824 712.36 717.23  Depreciation / Amortization 950 1070 87.11 74.61  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 144.28 519.18 109.86  Other Operating Expenses, Total -829 -982 - -","Selling/General/Admin. Expenses, Total 5899 4485 4361.71 4151.38  Research & Development - 824 712.36 717.23  Depreciation / Amortization 950 1070 87.11 74.61  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 144.28 519.18 109.86  Other Operating Expenses, Total -829 -982 - -","Selling/General/Admin. Expenses, Total 5899 4485 4361.71 4151.38  Research & Development - 824 712.36 717.23  Depreciation / Amortization 950 1070 87.11 74.61  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 144.28 519.18 109.86  Other Operating Expenses, Total -829 -982 - -","Selling/General/Admin. Expenses, Total 5899 4485 4361.71 4151.38  Research & Development - 824 712.36 717.23  Depreciation / Amortization 950 1070 87.11 74.61  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 144.28 519.18 109.86  Other Operating Expenses, Total -829 -982 - -"
"Selling/General/Admin. Expenses, Total",5899,4485,4361.71,4151.38
Research & Development,-,824,712.36,717.23
Depreciation / Amortization,950,1070,87.11,74.61
Interest Expense (Income) - Net Operating,-1,-1,-,-
Unusual Expense (Income),-,144.28,519.18,109.86
"Other Operating Expenses, Total",-829,-982,-,-
Operating Income,5057,4882,3420.71,3531.35
"Interest Income (Expense), Net Non-Operating",-,204.64,260.75,244.99
Gain (Loss) on Sale of Assets,277,35,312.06,0.21
"Other, Net",-861,-169,28.17,34.02
Net Income Before Taxes,5641,5016,4021.7,3810.57
Provision for Income Taxes,1477,1454,1181.02,1098.95
Net Income After Taxes,4164,3562,2840.68,2711.62
Minority Interest,834,828,-81.79,-90.48
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4079,3472,2758.89,2621.14
Total Extraordinary Items,-,-,-,-
Net Income,4079,3472,2758.89,2621.14
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,4079,3472,2758.88,2621.14
Dilution Adjustment,-,-,-,-
Diluted Net Income,4079,3472,2758.88,2621.14
Diluted Weighted Average Shares,23.39,23.73,23.75,23.75
Diluted EPS Excluding Extraordinary Items,174.4,146.31,116.18,110.38
DPS - Common Stock Primary Issue,57,54,35,33
Diluted Normalized EPS,140.32,131.21,122.34,113.66
