Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,77101,79657,79165,82450
"Revenue 77101 79657 79165 82450  Other Revenue, Total - - - -","Revenue 77101 79657 79165 82450  Other Revenue, Total - - - -","Revenue 77101 79657 79165 82450  Other Revenue, Total - - - -","Revenue 77101 79657 79165 82450  Other Revenue, Total - - - -","Revenue 77101 79657 79165 82450  Other Revenue, Total - - - -"
Revenue,77101,79657,79165,82450
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",51201,48909,44803,46803
Gross Profit,25900,30748,34362,35647
Total Operating Expenses,73875,74388,72728,75190
"Selling/General/Admin. Expenses, Total 22674 25479 27925 27158  Research & Development - - - -  Depreciation / Amortization 3722 3500 3314 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 13 2381 1229  Other Operating Expenses, Total -3722 -3500 -3314 -","Selling/General/Admin. Expenses, Total 22674 25479 27925 27158  Research & Development - - - -  Depreciation / Amortization 3722 3500 3314 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 13 2381 1229  Other Operating Expenses, Total -3722 -3500 -3314 -","Selling/General/Admin. Expenses, Total 22674 25479 27925 27158  Research & Development - - - -  Depreciation / Amortization 3722 3500 3314 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 13 2381 1229  Other Operating Expenses, Total -3722 -3500 -3314 -","Selling/General/Admin. Expenses, Total 22674 25479 27925 27158  Research & Development - - - -  Depreciation / Amortization 3722 3500 3314 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 13 2381 1229  Other Operating Expenses, Total -3722 -3500 -3314 -","Selling/General/Admin. Expenses, Total 22674 25479 27925 27158  Research & Development - - - -  Depreciation / Amortization 3722 3500 3314 -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 13 2381 1229  Other Operating Expenses, Total -3722 -3500 -3314 -"
"Selling/General/Admin. Expenses, Total",22674,25479,27925,27158
Research & Development,-,-,-,-
Depreciation / Amortization,3722,3500,3314,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,13,2381,1229
"Other Operating Expenses, Total",-3722,-3500,-3314,-
Operating Income,3226,5269,6437,7260
"Interest Income (Expense), Net Non-Operating",-,114,337,651
Gain (Loss) on Sale of Assets,-36,56,-177,-
"Other, Net",-217,-178,2062,85
Net Income Before Taxes,3479,5391,4552,7996
Provision for Income Taxes,1081,1152,1610,2924
Net Income After Taxes,2398,4239,2942,5072
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2398,4239,2942,5072
Total Extraordinary Items,-,-,-,-
Net Income,2398,4239,2942,5072
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,2398,4239,2942,5072
Dilution Adjustment,-,-,-,-
Diluted Net Income,2398,4239,2942,5072
Diluted Weighted Average Shares,28.64,27.53,27.02,26.99
Diluted EPS Excluding Extraordinary Items,83.74,153.96,108.87,187.91
DPS - Common Stock Primary Issue,-,50,80,80
Diluted Normalized EPS,77.41,121.4,160.34,219.28
