Period Ending:,202231/10,202131/10,202031/10,201931/10
Total Revenue,290254,251102,268904,317438
"Revenue 290254 251102 268904 317438  Other Revenue, Total - - - -","Revenue 290254 251102 268904 317438  Other Revenue, Total - - - -","Revenue 290254 251102 268904 317438  Other Revenue, Total - - - -","Revenue 290254 251102 268904 317438  Other Revenue, Total - - - -","Revenue 290254 251102 268904 317438  Other Revenue, Total - - - -"
Revenue,290254,251102,268904,317438
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",219660,210367,232556,239346
Gross Profit,70594,40735,36348,78092
Total Operating Expenses,269581,259113,299257,297336
"Selling/General/Admin. Expenses, Total 49921 48733 39749 50961  Research & Development - - - -  Depreciation / Amortization 30274 33681 -4691 4809  Interest Expense (Income) - Net Operating -3321 - - -  Unusual Expense (Income) - -212 31642 2220  Other Operating Expenses, Total -26953 -30127 1 -","Selling/General/Admin. Expenses, Total 49921 48733 39749 50961  Research & Development - - - -  Depreciation / Amortization 30274 33681 -4691 4809  Interest Expense (Income) - Net Operating -3321 - - -  Unusual Expense (Income) - -212 31642 2220  Other Operating Expenses, Total -26953 -30127 1 -","Selling/General/Admin. Expenses, Total 49921 48733 39749 50961  Research & Development - - - -  Depreciation / Amortization 30274 33681 -4691 4809  Interest Expense (Income) - Net Operating -3321 - - -  Unusual Expense (Income) - -212 31642 2220  Other Operating Expenses, Total -26953 -30127 1 -","Selling/General/Admin. Expenses, Total 49921 48733 39749 50961  Research & Development - - - -  Depreciation / Amortization 30274 33681 -4691 4809  Interest Expense (Income) - Net Operating -3321 - - -  Unusual Expense (Income) - -212 31642 2220  Other Operating Expenses, Total -26953 -30127 1 -","Selling/General/Admin. Expenses, Total 49921 48733 39749 50961  Research & Development - - - -  Depreciation / Amortization 30274 33681 -4691 4809  Interest Expense (Income) - Net Operating -3321 - - -  Unusual Expense (Income) - -212 31642 2220  Other Operating Expenses, Total -26953 -30127 1 -"
"Selling/General/Admin. Expenses, Total",49921,48733,39749,50961
Research & Development,-,-,-,-
Depreciation / Amortization,30274,33681,-4691,4809
Interest Expense (Income) - Net Operating,-3321,-,-,-
Unusual Expense (Income),-,-212,31642,2220
"Other Operating Expenses, Total",-26953,-30127,1,-
Operating Income,20673,-8011,-30353,20102
"Interest Income (Expense), Net Non-Operating",-,-3753,-2045,-723
Gain (Loss) on Sale of Assets,-428,-706,18,-
"Other, Net",6478,2645,-276,-34
Net Income Before Taxes,14623,-9950,-32656,19345
Provision for Income Taxes,12146,1708,-2308,6774
Net Income After Taxes,2477,-11658,-30348,12571
Minority Interest,-,-,231,-222
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2477,-11658,-30117,12349
Total Extraordinary Items,-,-,-,-
Net Income,2477,-11658,-30117,12349
Total Adjustments to Net Income,-,-,1,-1
Income Available to Common Excluding Extraordinary Items,2477,-11658,-30116,12348
Dilution Adjustment,0.742,-,-,-
Diluted Net Income,2476.26,-11658,-30116,12348
Diluted Weighted Average Shares,171.84,154.51,154.48,164.03
Diluted EPS Excluding Extraordinary Items,14.41,-75.45,-194.95,75.28
DPS - Common Stock Primary Issue,-,-,-,70
Diluted Normalized EPS,59.07,-80.31,-47.8,98.88
