Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,60461,56607,55181,52542
"Revenue 60461 56607 55181 52542  Other Revenue, Total - - - -","Revenue 60461 56607 55181 52542  Other Revenue, Total - - - -","Revenue 60461 56607 55181 52542  Other Revenue, Total - - - -","Revenue 60461 56607 55181 52542  Other Revenue, Total - - - -","Revenue 60461 56607 55181 52542  Other Revenue, Total - - - -"
Revenue,60461,56607,55181,52542
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",31876,30255,29798,28525
Gross Profit,28585,26352,25383,24017
Total Operating Expenses,55352,51811,51580,51848
"Selling/General/Admin. Expenses, Total 23476 17958 21773 17596  Research & Development - 3598 - 4913  Depreciation / Amortization 3127 2885 - -  Interest Expense (Income) - Net Operating -50 -56 - -  Unusual Expense (Income) - 8142 8 813  Other Operating Expenses, Total -3077 -2829 1 1","Selling/General/Admin. Expenses, Total 23476 17958 21773 17596  Research & Development - 3598 - 4913  Depreciation / Amortization 3127 2885 - -  Interest Expense (Income) - Net Operating -50 -56 - -  Unusual Expense (Income) - 8142 8 813  Other Operating Expenses, Total -3077 -2829 1 1","Selling/General/Admin. Expenses, Total 23476 17958 21773 17596  Research & Development - 3598 - 4913  Depreciation / Amortization 3127 2885 - -  Interest Expense (Income) - Net Operating -50 -56 - -  Unusual Expense (Income) - 8142 8 813  Other Operating Expenses, Total -3077 -2829 1 1","Selling/General/Admin. Expenses, Total 23476 17958 21773 17596  Research & Development - 3598 - 4913  Depreciation / Amortization 3127 2885 - -  Interest Expense (Income) - Net Operating -50 -56 - -  Unusual Expense (Income) - 8142 8 813  Other Operating Expenses, Total -3077 -2829 1 1","Selling/General/Admin. Expenses, Total 23476 17958 21773 17596  Research & Development - 3598 - 4913  Depreciation / Amortization 3127 2885 - -  Interest Expense (Income) - Net Operating -50 -56 - -  Unusual Expense (Income) - 8142 8 813  Other Operating Expenses, Total -3077 -2829 1 1"
"Selling/General/Admin. Expenses, Total",23476,17958,21773,17596
Research & Development,-,3598,-,4913
Depreciation / Amortization,3127,2885,-,-
Interest Expense (Income) - Net Operating,-50,-56,-,-
Unusual Expense (Income),-,8142,8,813
"Other Operating Expenses, Total",-3077,-2829,1,1
Operating Income,5109,4796,3601,694
"Interest Income (Expense), Net Non-Operating",-,202,216,164
Gain (Loss) on Sale of Assets,72,8231,-,-
"Other, Net",-319,-9598,-242,43
Net Income Before Taxes,5356,6163,3575,901
Provision for Income Taxes,1118,1873,861,252
Net Income After Taxes,4238,4290,2714,649
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4238,4290,2714,649
Total Extraordinary Items,-,-,-,-
Net Income,4238,4290,2714,649
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,4238,4290,2713,649
Dilution Adjustment,-,-,-,-
Diluted Net Income,4238,4290,2713,649
Diluted Weighted Average Shares,28.24,28.37,28.35,28.29
Diluted EPS Excluding Extraordinary Items,150.07,151.22,95.69,22.94
DPS - Common Stock Primary Issue,-,15,14,14
Diluted Normalized EPS,116.95,108.46,95.9,43.64
