Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,86075,77320,68907,75094
"Revenue 86075 77320 68907 75094  Other Revenue, Total - - - -","Revenue 86075 77320 68907 75094  Other Revenue, Total - - - -","Revenue 86075 77320 68907 75094  Other Revenue, Total - - - -","Revenue 86075 77320 68907 75094  Other Revenue, Total - - - -","Revenue 86075 77320 68907 75094  Other Revenue, Total - - - -"
Revenue,86075,77320,68907,75094
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",70188,64076,56035,61086
Gross Profit,15887,13244,12872,14008
Total Operating Expenses,76077,69717,61405,66992
"Selling/General/Admin. Expenses, Total 5889 5492 5240 5389  Research & Development - 485 313 305  Depreciation / Amortization 2505 2514 137 115  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 371 -8 401  Other Operating Expenses, Total -2504 -2849 1 1","Selling/General/Admin. Expenses, Total 5889 5492 5240 5389  Research & Development - 485 313 305  Depreciation / Amortization 2505 2514 137 115  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 371 -8 401  Other Operating Expenses, Total -2504 -2849 1 1","Selling/General/Admin. Expenses, Total 5889 5492 5240 5389  Research & Development - 485 313 305  Depreciation / Amortization 2505 2514 137 115  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 371 -8 401  Other Operating Expenses, Total -2504 -2849 1 1","Selling/General/Admin. Expenses, Total 5889 5492 5240 5389  Research & Development - 485 313 305  Depreciation / Amortization 2505 2514 137 115  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 371 -8 401  Other Operating Expenses, Total -2504 -2849 1 1","Selling/General/Admin. Expenses, Total 5889 5492 5240 5389  Research & Development - 485 313 305  Depreciation / Amortization 2505 2514 137 115  Interest Expense (Income) - Net Operating -1 -1 - -  Unusual Expense (Income) - 371 -8 401  Other Operating Expenses, Total -2504 -2849 1 1"
"Selling/General/Admin. Expenses, Total",5889,5492,5240,5389
Research & Development,-,485,313,305
Depreciation / Amortization,2505,2514,137,115
Interest Expense (Income) - Net Operating,-1,-1,-,-
Unusual Expense (Income),-,371,-8,401
"Other Operating Expenses, Total",-2504,-2849,1,1
Operating Income,9998,7603,7502,8102
"Interest Income (Expense), Net Non-Operating",-,640,465,231
Gain (Loss) on Sale of Assets,785,-5,-13,-3
"Other, Net",-2496,-388,85,89
Net Income Before Taxes,11709,7996,8039,8419
Provision for Income Taxes,3396,2588,2551,2668
Net Income After Taxes,8313,5408,5488,5751
Minority Interest,1635,1545,-113,-135
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,8201,5322,5375,5616
Total Extraordinary Items,-,-,-,-
Net Income,8201,5322,5375,5616
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,8201,5322,5375,5614
Dilution Adjustment,-,-,-,-
Diluted Net Income,8201,5322,5375,5614
Diluted Weighted Average Shares,18.4,18.88,19.17,19.42
Diluted EPS Excluding Extraordinary Items,445.7,281.92,280.33,289.11
DPS - Common Stock Primary Issue,72,44,43,40
Diluted Normalized EPS,364.16,272.63,280.51,303.32
