Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,538026,467937,393568,412826
"Revenue 538026 467937 393568 412826  Other Revenue, Total - - - -","Revenue 538026 467937 393568 412826  Other Revenue, Total - - - -","Revenue 538026 467937 393568 412826  Other Revenue, Total - - - -","Revenue 538026 467937 393568 412826  Other Revenue, Total - - - -","Revenue 538026 467937 393568 412826  Other Revenue, Total - - - -"
Revenue,538026,467937,393568,412826
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",392214,329329,282136,301774
Gross Profit,145812,138608,111432,111052
Total Operating Expenses,490517,417239,366729,401038
"Selling/General/Admin. Expenses, Total 98303 68243 61141 61078  Research & Development - 19667 18567 20328  Depreciation / Amortization 31516 27490 - -  Interest Expense (Income) - Net Operating -1433 -1361 - -  Unusual Expense (Income) - 12885 4884 17856  Other Operating Expenses, Total -30083 -26129 1 2","Selling/General/Admin. Expenses, Total 98303 68243 61141 61078  Research & Development - 19667 18567 20328  Depreciation / Amortization 31516 27490 - -  Interest Expense (Income) - Net Operating -1433 -1361 - -  Unusual Expense (Income) - 12885 4884 17856  Other Operating Expenses, Total -30083 -26129 1 2","Selling/General/Admin. Expenses, Total 98303 68243 61141 61078  Research & Development - 19667 18567 20328  Depreciation / Amortization 31516 27490 - -  Interest Expense (Income) - Net Operating -1433 -1361 - -  Unusual Expense (Income) - 12885 4884 17856  Other Operating Expenses, Total -30083 -26129 1 2","Selling/General/Admin. Expenses, Total 98303 68243 61141 61078  Research & Development - 19667 18567 20328  Depreciation / Amortization 31516 27490 - -  Interest Expense (Income) - Net Operating -1433 -1361 - -  Unusual Expense (Income) - 12885 4884 17856  Other Operating Expenses, Total -30083 -26129 1 2","Selling/General/Admin. Expenses, Total 98303 68243 61141 61078  Research & Development - 19667 18567 20328  Depreciation / Amortization 31516 27490 - -  Interest Expense (Income) - Net Operating -1433 -1361 - -  Unusual Expense (Income) - 12885 4884 17856  Other Operating Expenses, Total -30083 -26129 1 2"
"Selling/General/Admin. Expenses, Total",98303,68243,61141,61078
Research & Development,-,19667,18567,20328
Depreciation / Amortization,31516,27490,-,-
Interest Expense (Income) - Net Operating,-1433,-1361,-,-
Unusual Expense (Income),-,12885,4884,17856
"Other Operating Expenses, Total",-30083,-26129,1,2
Operating Income,47509,50698,26839,11788
"Interest Income (Expense), Net Non-Operating",-,6845,5685,4344
Gain (Loss) on Sale of Assets,4456,1877,60,115
"Other, Net",-11912,2539,456,409
Net Income Before Taxes,54965,46282,33040,16656
Provision for Income Taxes,13325,14229,10605,5215
Net Income After Taxes,41640,32053,22435,11441
Minority Interest,15225,7526,-2722,-6462
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,40682,31254,19713,4979
Total Extraordinary Items,-,-,-,-
Net Income,40682,31254,19713,4979
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,40682,31254,19713,4978
Dilution Adjustment,-,-,-,-
Diluted Net Income,40682,31254,19713,4978
Diluted Weighted Average Shares,292.96,300.12,302.45,321.38
Diluted EPS Excluding Extraordinary Items,138.87,104.14,65.18,15.49
DPS - Common Stock Primary Issue,38,34,32,32
Diluted Normalized EPS,108.83,116.65,79.58,55.66
