Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,15007,16166,14742.55,12574.15
"Revenue 15007 16166.84 14742.55 12574.15  Other Revenue, Total - - - -","Revenue 15007 16166.84 14742.55 12574.15  Other Revenue, Total - - - -","Revenue 15007 16166.84 14742.55 12574.15  Other Revenue, Total - - - -","Revenue 15007 16166.84 14742.55 12574.15  Other Revenue, Total - - - -","Revenue 15007 16166.84 14742.55 12574.15  Other Revenue, Total - - - -"
Revenue,15007,16166.84,14742.55,12574.15
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",11425,13410.56,12416.38,10538
Gross Profit,3582,2755,2326.18,2036.15
Total Operating Expenses,13943,15445,14045.55,11932.09
"Selling/General/Admin. Expenses, Total 2518 2034.7 1627.79 1384.89  Research & Development - - - -  Depreciation / Amortization 43 - 1.38 9.2  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 12.84 - -  Other Operating Expenses, Total -7 -20 - -","Selling/General/Admin. Expenses, Total 2518 2034.7 1627.79 1384.89  Research & Development - - - -  Depreciation / Amortization 43 - 1.38 9.2  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 12.84 - -  Other Operating Expenses, Total -7 -20 - -","Selling/General/Admin. Expenses, Total 2518 2034.7 1627.79 1384.89  Research & Development - - - -  Depreciation / Amortization 43 - 1.38 9.2  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 12.84 - -  Other Operating Expenses, Total -7 -20 - -","Selling/General/Admin. Expenses, Total 2518 2034.7 1627.79 1384.89  Research & Development - - - -  Depreciation / Amortization 43 - 1.38 9.2  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 12.84 - -  Other Operating Expenses, Total -7 -20 - -","Selling/General/Admin. Expenses, Total 2518 2034.7 1627.79 1384.89  Research & Development - - - -  Depreciation / Amortization 43 - 1.38 9.2  Interest Expense (Income) - Net Operating -19 - - -  Unusual Expense (Income) - 12.84 - -  Other Operating Expenses, Total -7 -20 - -"
"Selling/General/Admin. Expenses, Total",2518,2034.7,1627.79,1384.89
Research & Development,-,-,-,-
Depreciation / Amortization,43,-,1.38,9.2
Interest Expense (Income) - Net Operating,-19,-,-,-
Unusual Expense (Income),-,12.84,-,-
"Other Operating Expenses, Total",-7,-20,-,-
Operating Income,1064,721,697.01,642.06
"Interest Income (Expense), Net Non-Operating",-,-19.47,-46,-3.73
Gain (Loss) on Sale of Assets,-,45,-,365.58
"Other, Net",34,-22,31.84,-1.96
Net Income Before Taxes,-,698.95,682.84,1001.95
Provision for Income Taxes,272,277,285.87,300.03
Net Income After Taxes,758,421,396.97,701.93
Minority Interest,300,244,-51.13,-47.35
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,702,382,345.84,654.58
Total Extraordinary Items,-,-,-,-
Net Income,702,382,345.84,654.58
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,702,382,345.84,654.58
Dilution Adjustment,-,-,-,-
Diluted Net Income,702,382.35,345.84,654.58
Diluted Weighted Average Shares,9.18,9.18,9.19,9.19
Diluted EPS Excluding Extraordinary Items,76.43,41.63,37.65,71.26
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,63.99,44.14,37.8,44.38
