Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,85277,60103,75265.74,61951.87
"Revenue 81803 60103 75265.74 61951.87  Other Revenue, Total 3474 2407 - -","Revenue 81803 60103 75265.74 61951.87  Other Revenue, Total 3474 2407 - -","Revenue 81803 60103 75265.74 61951.87  Other Revenue, Total 3474 2407 - -","Revenue 81803 60103 75265.74 61951.87  Other Revenue, Total 3474 2407 - -","Revenue 81803 60103 75265.74 61951.87  Other Revenue, Total 3474 2407 - -"
Revenue,81803,60103,75265.74,61951.87
"Other Revenue, Total",3474,2407,-,-
"Cost of Revenue, Total",75743,53434,68002.92,54281.99
Gross Profit,9534,6669,7262.82,7669.88
Total Operating Expenses,81345,57922,72495.22,58910.05
"Selling/General/Admin. Expenses, Total 5602 4274 4120.23 4192.08  Research & Development - - - 66.94  Depreciation / Amortization 891 - 372.06 366.86  Interest Expense (Income) - Net Operating -42 - - -  Unusual Expense (Income) - 213 - 2.17  Other Operating Expenses, Total -849 1 - -","Selling/General/Admin. Expenses, Total 5602 4274 4120.23 4192.08  Research & Development - - - 66.94  Depreciation / Amortization 891 - 372.06 366.86  Interest Expense (Income) - Net Operating -42 - - -  Unusual Expense (Income) - 213 - 2.17  Other Operating Expenses, Total -849 1 - -","Selling/General/Admin. Expenses, Total 5602 4274 4120.23 4192.08  Research & Development - - - 66.94  Depreciation / Amortization 891 - 372.06 366.86  Interest Expense (Income) - Net Operating -42 - - -  Unusual Expense (Income) - 213 - 2.17  Other Operating Expenses, Total -849 1 - -","Selling/General/Admin. Expenses, Total 5602 4274 4120.23 4192.08  Research & Development - - - 66.94  Depreciation / Amortization 891 - 372.06 366.86  Interest Expense (Income) - Net Operating -42 - - -  Unusual Expense (Income) - 213 - 2.17  Other Operating Expenses, Total -849 1 - -","Selling/General/Admin. Expenses, Total 5602 4274 4120.23 4192.08  Research & Development - - - 66.94  Depreciation / Amortization 891 - 372.06 366.86  Interest Expense (Income) - Net Operating -42 - - -  Unusual Expense (Income) - 213 - 2.17  Other Operating Expenses, Total -849 1 - -"
"Selling/General/Admin. Expenses, Total",5602,4274,4120.23,4192.08
Research & Development,-,-,-,66.94
Depreciation / Amortization,891,-,372.06,366.86
Interest Expense (Income) - Net Operating,-42,-,-,-
Unusual Expense (Income),-,213,-,2.17
"Other Operating Expenses, Total",-849,1,-,-
Operating Income,3932,2181,2770.52,3041.82
"Interest Income (Expense), Net Non-Operating",-,529,80.14,44.92
Gain (Loss) on Sale of Assets,33,-4,-7.92,-0.39
"Other, Net",605,64,111.25,118.37
Net Income Before Taxes,3294,2770,2953.99,3204.72
Provision for Income Taxes,1280,1010,1138.01,1034.27
Net Income After Taxes,2014,1760,1815.98,2170.45
Minority Interest,543,-20,-11.51,-17.61
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1988,1740,1804.47,2152.83
Total Extraordinary Items,-,-,-,-
Net Income,1988,1740,1804.47,2152.83
Total Adjustments to Net Income,-,-1,-0,-0
Income Available to Common Excluding Extraordinary Items,1988,1739,1804.47,2152.83
Dilution Adjustment,-,-,-,-
Diluted Net Income,1988,1739,1804.47,2152.83
Diluted Weighted Average Shares,6.07,6.2,6.21,6.26
Diluted EPS Excluding Extraordinary Items,327.75,280.41,290.71,343.96
DPS - Common Stock Primary Issue,-,100,100,100
Diluted Normalized EPS,444.66,302.64,291.5,344.23
