Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Revenue,58347,50702,52795.69,51399.07
"Revenue 58347 50702 52795.69 51399.07  Other Revenue, Total - - - -","Revenue 58347 50702 52795.69 51399.07  Other Revenue, Total - - - -","Revenue 58347 50702 52795.69 51399.07  Other Revenue, Total - - - -","Revenue 58347 50702 52795.69 51399.07  Other Revenue, Total - - - -","Revenue 58347 50702 52795.69 51399.07  Other Revenue, Total - - - -"
Revenue,58347,50702,52795.69,51399.07
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",36066,31077,32580.15,32061.82
Gross Profit,22281,19625,20215.55,19337.25
Total Operating Expenses,57348,49033,51662.2,50959.82
"Selling/General/Admin. Expenses, Total 21282 17956 18446.84 18620.31  Research & Development - - - -  Depreciation / Amortization 571 375 - -  Interest Expense (Income) - Net Operating -10 -4 - -  Unusual Expense (Income) - 6.98 635.21 277.69  Other Operating Expenses, Total -561 -371 - -","Selling/General/Admin. Expenses, Total 21282 17956 18446.84 18620.31  Research & Development - - - -  Depreciation / Amortization 571 375 - -  Interest Expense (Income) - Net Operating -10 -4 - -  Unusual Expense (Income) - 6.98 635.21 277.69  Other Operating Expenses, Total -561 -371 - -","Selling/General/Admin. Expenses, Total 21282 17956 18446.84 18620.31  Research & Development - - - -  Depreciation / Amortization 571 375 - -  Interest Expense (Income) - Net Operating -10 -4 - -  Unusual Expense (Income) - 6.98 635.21 277.69  Other Operating Expenses, Total -561 -371 - -","Selling/General/Admin. Expenses, Total 21282 17956 18446.84 18620.31  Research & Development - - - -  Depreciation / Amortization 571 375 - -  Interest Expense (Income) - Net Operating -10 -4 - -  Unusual Expense (Income) - 6.98 635.21 277.69  Other Operating Expenses, Total -561 -371 - -","Selling/General/Admin. Expenses, Total 21282 17956 18446.84 18620.31  Research & Development - - - -  Depreciation / Amortization 571 375 - -  Interest Expense (Income) - Net Operating -10 -4 - -  Unusual Expense (Income) - 6.98 635.21 277.69  Other Operating Expenses, Total -561 -371 - -"
"Selling/General/Admin. Expenses, Total",21282,17956,18446.84,18620.31
Research & Development,-,-,-,-
Depreciation / Amortization,571,375,-,-
Interest Expense (Income) - Net Operating,-10,-4,-,-
Unusual Expense (Income),-,6.98,635.21,277.69
"Other Operating Expenses, Total",-561,-371,-,-
Operating Income,999,1669,1133.5,439.25
"Interest Income (Expense), Net Non-Operating",-,-69.07,-64.32,-28.59
Gain (Loss) on Sale of Assets,-,6,0.36,-
"Other, Net",24,78,26.76,-32.31
Net Income Before Taxes,975,1585,1096.3,378.36
Provision for Income Taxes,194,620,321.92,406.76
Net Income After Taxes,781,965,774.38,-28.41
Minority Interest,-,-,-,98.98
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,781,965,774.38,70.57
Total Extraordinary Items,-,-,-,-
Net Income,781,965,774.38,70.57
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,781,965,774.38,70.57
Dilution Adjustment,-,-,-,-
Diluted Net Income,781,965,774.38,70.57
Diluted Weighted Average Shares,13.51,13.4,13.4,13.42
Diluted EPS Excluding Extraordinary Items,57.82,72.03,57.8,5.26
DPS - Common Stock Primary Issue,15,22,15,10
Diluted Normalized EPS,53.16,73.94,91.7,19.07
