Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,97914,87623,71825,77646
"Revenue 97914 87623 71825 77646  Other Revenue, Total - - - -","Revenue 97914 87623 71825 77646  Other Revenue, Total - - - -","Revenue 97914 87623 71825 77646  Other Revenue, Total - - - -","Revenue 97914 87623 71825 77646  Other Revenue, Total - - - -","Revenue 97914 87623 71825 77646  Other Revenue, Total - - - -"
Revenue,97914,87623,71825,77646
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,59595,51473,55396
Gross Profit,33741,28028,20352,22250
Total Operating Expenses,92193,85354,74627,99002
"Selling/General/Admin. Expenses, Total 28020 20267 17768 19914  Research & Development - 4050 4002 4898  Depreciation / Amortization 1895 1877 914 842  Interest Expense (Income) - Net Operating -64 -58 - -  Unusual Expense (Income) - 179 470 17952  Other Operating Expenses, Total -1406 -377 - -","Selling/General/Admin. Expenses, Total 28020 20267 17768 19914  Research & Development - 4050 4002 4898  Depreciation / Amortization 1895 1877 914 842  Interest Expense (Income) - Net Operating -64 -58 - -  Unusual Expense (Income) - 179 470 17952  Other Operating Expenses, Total -1406 -377 - -","Selling/General/Admin. Expenses, Total 28020 20267 17768 19914  Research & Development - 4050 4002 4898  Depreciation / Amortization 1895 1877 914 842  Interest Expense (Income) - Net Operating -64 -58 - -  Unusual Expense (Income) - 179 470 17952  Other Operating Expenses, Total -1406 -377 - -","Selling/General/Admin. Expenses, Total 28020 20267 17768 19914  Research & Development - 4050 4002 4898  Depreciation / Amortization 1895 1877 914 842  Interest Expense (Income) - Net Operating -64 -58 - -  Unusual Expense (Income) - 179 470 17952  Other Operating Expenses, Total -1406 -377 - -","Selling/General/Admin. Expenses, Total 28020 20267 17768 19914  Research & Development - 4050 4002 4898  Depreciation / Amortization 1895 1877 914 842  Interest Expense (Income) - Net Operating -64 -58 - -  Unusual Expense (Income) - 179 470 17952  Other Operating Expenses, Total -1406 -377 - -"
"Selling/General/Admin. Expenses, Total",28020,20267,17768,19914
Research & Development,-,4050,4002,4898
Depreciation / Amortization,1895,1877,914,842
Interest Expense (Income) - Net Operating,-64,-58,-,-
Unusual Expense (Income),-,179,470,17952
"Other Operating Expenses, Total",-1406,-377,-,-
Operating Income,5721,2269,-2802,-21356
"Interest Income (Expense), Net Non-Operating",-,898,718,115
Gain (Loss) on Sale of Assets,11,3588,5,-4
"Other, Net",-893,-8307,557,69
Net Income Before Taxes,6603,6988,-1522,-21176
Provision for Income Taxes,813,804,543,4299
Net Income After Taxes,5790,6184,-2065,-25475
Minority Interest,168,95,-2,2
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5716,6158,-2067,-25473
Total Extraordinary Items,-,-,-,-
Net Income,-,6158,-2067,-25473
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,5716,6158,-2068,-25473
Dilution Adjustment,-,-,-,-
Diluted Net Income,5716,6158,-2068,-25473
Diluted Weighted Average Shares,54.52,55.65,55.92,56.59
Diluted EPS Excluding Extraordinary Items,104.84,110.66,-36.98,-450.1
DPS - Common Stock Primary Issue,-,56,20,30
Diluted Normalized EPS,-,37.8,-21.13,-233.36
