Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,54811,45866,34846,37517
"Revenue - 45866 34846 37517  Other Revenue, Total - - - -","Revenue - 45866 34846 37517  Other Revenue, Total - - - -","Revenue - 45866 34846 37517  Other Revenue, Total - - - -","Revenue - 45866 34846 37517  Other Revenue, Total - - - -","Revenue - 45866 34846 37517  Other Revenue, Total - - - -"
Revenue,-,45866,34846,37517
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",26811,21981,16302,17285
Gross Profit,28000,23885,18544,20232
Total Operating Expenses,48507,41347,32908,34691
"Selling/General/Admin. Expenses, Total 18321 16150 13696 14615  Research & Development 3382 3103 2749 2761  Depreciation / Amortization 1622 - - -  Interest Expense (Income) - Net Operating -55 - - -  Unusual Expense (Income) - 111 160 30  Other Operating Expenses, Total -1567 2 1 -","Selling/General/Admin. Expenses, Total 18321 16150 13696 14615  Research & Development 3382 3103 2749 2761  Depreciation / Amortization 1622 - - -  Interest Expense (Income) - Net Operating -55 - - -  Unusual Expense (Income) - 111 160 30  Other Operating Expenses, Total -1567 2 1 -","Selling/General/Admin. Expenses, Total 18321 16150 13696 14615  Research & Development 3382 3103 2749 2761  Depreciation / Amortization 1622 - - -  Interest Expense (Income) - Net Operating -55 - - -  Unusual Expense (Income) - 111 160 30  Other Operating Expenses, Total -1567 2 1 -","Selling/General/Admin. Expenses, Total 18321 16150 13696 14615  Research & Development 3382 3103 2749 2761  Depreciation / Amortization 1622 - - -  Interest Expense (Income) - Net Operating -55 - - -  Unusual Expense (Income) - 111 160 30  Other Operating Expenses, Total -1567 2 1 -","Selling/General/Admin. Expenses, Total 18321 16150 13696 14615  Research & Development 3382 3103 2749 2761  Depreciation / Amortization 1622 - - -  Interest Expense (Income) - Net Operating -55 - - -  Unusual Expense (Income) - 111 160 30  Other Operating Expenses, Total -1567 2 1 -"
"Selling/General/Admin. Expenses, Total",18321,16150,13696,14615
Research & Development,3382,3103,2749,2761
Depreciation / Amortization,1622,-,-,-
Interest Expense (Income) - Net Operating,-55,-,-,-
Unusual Expense (Income),-,111,160,30
"Other Operating Expenses, Total",-1567,2,1,-
Operating Income,6304,4519,1938,2826
"Interest Income (Expense), Net Non-Operating",-,271,-59,-57
Gain (Loss) on Sale of Assets,-50,3,3,158
"Other, Net",-219,238,137,77
Net Income Before Taxes,6573,5031,2019,3004
Provision for Income Taxes,1821,1265,623,807
Net Income After Taxes,4752,3766,1396,2197
Minority Interest,13,-3,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4752,3763,1396,2197
Total Extraordinary Items,-,-,-,-
Net Income,4752,3763,1396,2197
Total Adjustments to Net Income,-,-1,-1,-
Income Available to Common Excluding Extraordinary Items,4752,3762,1395,2197
Dilution Adjustment,-0.801,-,-,-
Diluted Net Income,4752.8,3762,1395,2197
Diluted Weighted Average Shares,35.77,36.32,36.32,36.7
Diluted EPS Excluding Extraordinary Items,132.86,103.58,38.41,59.86
DPS - Common Stock Primary Issue,36,30,30,30
Diluted Normalized EPS,122.68,111.4,47.46,63.41
