Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,35438,31449,30018,36525
"Revenue 35438 31449 30018 36525  Other Revenue, Total - - - -","Revenue 35438 31449 30018 36525  Other Revenue, Total - - - -","Revenue 35438 31449 30018 36525  Other Revenue, Total - - - -","Revenue 35438 31449 30018 36525  Other Revenue, Total - - - -","Revenue 35438 31449 30018 36525  Other Revenue, Total - - - -"
Revenue,35438,31449,30018,36525
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",28847,24884,23756,29462
Gross Profit,6591,6565,6262,7063
Total Operating Expenses,33832,29691,29550,35187
"Selling/General/Admin. Expenses, Total 4985 4972 4242 4660  Research & Development - - 602 790  Depreciation / Amortization 1070 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -165 948 274  Other Operating Expenses, Total -1070 - 2 1","Selling/General/Admin. Expenses, Total 4985 4972 4242 4660  Research & Development - - 602 790  Depreciation / Amortization 1070 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -165 948 274  Other Operating Expenses, Total -1070 - 2 1","Selling/General/Admin. Expenses, Total 4985 4972 4242 4660  Research & Development - - 602 790  Depreciation / Amortization 1070 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -165 948 274  Other Operating Expenses, Total -1070 - 2 1","Selling/General/Admin. Expenses, Total 4985 4972 4242 4660  Research & Development - - 602 790  Depreciation / Amortization 1070 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -165 948 274  Other Operating Expenses, Total -1070 - 2 1","Selling/General/Admin. Expenses, Total 4985 4972 4242 4660  Research & Development - - 602 790  Depreciation / Amortization 1070 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -165 948 274  Other Operating Expenses, Total -1070 - 2 1"
"Selling/General/Admin. Expenses, Total",4985,4972,4242,4660
Research & Development,-,-,602,790
Depreciation / Amortization,1070,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-165,948,274
"Other Operating Expenses, Total",-1070,-,2,1
Operating Income,1606,1758,468,1338
"Interest Income (Expense), Net Non-Operating",-,1039,436,528
Gain (Loss) on Sale of Assets,-138,148,866,-
"Other, Net",262,-6,47,71
Net Income Before Taxes,1482,2939,1817,1937
Provision for Income Taxes,362,755,11,558
Net Income After Taxes,1120,2184,1806,1379
Minority Interest,126,-,4,-3
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1118,2184,1810,1376
Total Extraordinary Items,-,-,-,-
Net Income,1118,2184,1810,1376
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,1118,2184,1810,1375
Dilution Adjustment,-,-,-,-
Diluted Net Income,1118,2184,1810,1375
Diluted Weighted Average Shares,40.15,41.8,42.72,42.9
Diluted EPS Excluding Extraordinary Items,27.85,52.25,42.37,32.05
DPS - Common Stock Primary Issue,20,18,16,15
Diluted Normalized EPS,26.13,46.95,44.54,36.85
