Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,6836.27,5482,4158.86,2790.82
"Revenue 6836.27 5482 4158.86 2790.82  Other Revenue, Total - - - -","Revenue 6836.27 5482 4158.86 2790.82  Other Revenue, Total - - - -","Revenue 6836.27 5482 4158.86 2790.82  Other Revenue, Total - - - -","Revenue 6836.27 5482 4158.86 2790.82  Other Revenue, Total - - - -","Revenue 6836.27 5482 4158.86 2790.82  Other Revenue, Total - - - -"
Revenue,6836.27,5482,4158.86,2790.82
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",4204.27,2908,2194.35,1410.25
Gross Profit,2632,2574,1964.52,1380.57
Total Operating Expenses,6722.8,4607,3439.24,2327.87
"Selling/General/Admin. Expenses, Total 2518.53 1699 1205.01 857.23  Research & Development - - - -  Depreciation / Amortization 760.3 574 - -  Interest Expense (Income) - Net Operating -232.74 -11 - -  Unusual Expense (Income) - 0.92 39.88 60.38  Other Operating Expenses, Total -527.57 -563 - -","Selling/General/Admin. Expenses, Total 2518.53 1699 1205.01 857.23  Research & Development - - - -  Depreciation / Amortization 760.3 574 - -  Interest Expense (Income) - Net Operating -232.74 -11 - -  Unusual Expense (Income) - 0.92 39.88 60.38  Other Operating Expenses, Total -527.57 -563 - -","Selling/General/Admin. Expenses, Total 2518.53 1699 1205.01 857.23  Research & Development - - - -  Depreciation / Amortization 760.3 574 - -  Interest Expense (Income) - Net Operating -232.74 -11 - -  Unusual Expense (Income) - 0.92 39.88 60.38  Other Operating Expenses, Total -527.57 -563 - -","Selling/General/Admin. Expenses, Total 2518.53 1699 1205.01 857.23  Research & Development - - - -  Depreciation / Amortization 760.3 574 - -  Interest Expense (Income) - Net Operating -232.74 -11 - -  Unusual Expense (Income) - 0.92 39.88 60.38  Other Operating Expenses, Total -527.57 -563 - -","Selling/General/Admin. Expenses, Total 2518.53 1699 1205.01 857.23  Research & Development - - - -  Depreciation / Amortization 760.3 574 - -  Interest Expense (Income) - Net Operating -232.74 -11 - -  Unusual Expense (Income) - 0.92 39.88 60.38  Other Operating Expenses, Total -527.57 -563 - -"
"Selling/General/Admin. Expenses, Total",2518.53,1699,1205.01,857.23
Research & Development,-,-,-,-
Depreciation / Amortization,760.3,574,-,-
Interest Expense (Income) - Net Operating,-232.74,-11,-,-
Unusual Expense (Income),-,0.92,39.88,60.38
"Other Operating Expenses, Total",-527.57,-563,-,-
Operating Income,113.47,875,719.62,462.95
"Interest Income (Expense), Net Non-Operating",-,-8.26,26.16,33.59
Gain (Loss) on Sale of Assets,1732.11,1,0.09,-
"Other, Net",-2864.65,45,-5.15,-2.41
Net Income Before Taxes,1246.01,829,740.72,494.13
Provision for Income Taxes,506.88,105,133.99,27.74
Net Income After Taxes,739.13,724,606.73,466.39
Minority Interest,91.52,100,-42.23,-18.82
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,726.38,696,564.5,447.57
Total Extraordinary Items,-,-,-,-
Net Income,726.38,696,564.5,447.57
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,726.38,696,564.5,447.57
Dilution Adjustment,-0.057,0.038,-,-
Diluted Net Income,726.44,695.96,564.5,447.57
Diluted Weighted Average Shares,15.17,15,14.07,13.64
Diluted EPS Excluding Extraordinary Items,47.9,46.4,40.12,32.82
DPS - Common Stock Primary Issue,26,24,18,-
Diluted Normalized EPS,-5.86,32.64,48.4,38.7
