Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,9758,10090,7890.3,5897.87
"Revenue 9758 10090.81 7890.3 5897.87  Other Revenue, Total - - - -","Revenue 9758 10090.81 7890.3 5897.87  Other Revenue, Total - - - -","Revenue 9758 10090.81 7890.3 5897.87  Other Revenue, Total - - - -","Revenue 9758 10090.81 7890.3 5897.87  Other Revenue, Total - - - -","Revenue 9758 10090.81 7890.3 5897.87  Other Revenue, Total - - - -"
Revenue,9758,10090.81,7890.3,5897.87
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",6771,7248.89,4947.48,2919.59
Gross Profit,2987,2841.92,2942.82,2978.28
Total Operating Expenses,9992,15719.45,7152.27,4880.21
"Selling/General/Admin. Expenses, Total 3221 3267.86 2253.81 1960.62  Research & Development - - - -  Depreciation / Amortization 680 - - -  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - 5202.7 -49.02 -9.99  Other Operating Expenses, Total -635 - - -","Selling/General/Admin. Expenses, Total 3221 3267.86 2253.81 1960.62  Research & Development - - - -  Depreciation / Amortization 680 - - -  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - 5202.7 -49.02 -9.99  Other Operating Expenses, Total -635 - - -","Selling/General/Admin. Expenses, Total 3221 3267.86 2253.81 1960.62  Research & Development - - - -  Depreciation / Amortization 680 - - -  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - 5202.7 -49.02 -9.99  Other Operating Expenses, Total -635 - - -","Selling/General/Admin. Expenses, Total 3221 3267.86 2253.81 1960.62  Research & Development - - - -  Depreciation / Amortization 680 - - -  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - 5202.7 -49.02 -9.99  Other Operating Expenses, Total -635 - - -","Selling/General/Admin. Expenses, Total 3221 3267.86 2253.81 1960.62  Research & Development - - - -  Depreciation / Amortization 680 - - -  Interest Expense (Income) - Net Operating -45 - - -  Unusual Expense (Income) - 5202.7 -49.02 -9.99  Other Operating Expenses, Total -635 - - -"
"Selling/General/Admin. Expenses, Total",3221,3267.86,2253.81,1960.62
Research & Development,-,-,-,-
Depreciation / Amortization,680,-,-,-
Interest Expense (Income) - Net Operating,-45,-,-,-
Unusual Expense (Income),-,5202.7,-49.02,-9.99
"Other Operating Expenses, Total",-635,-,-,-
Operating Income,-234,-5628.64,738.03,1017.66
"Interest Income (Expense), Net Non-Operating",-,-9.99,-31.84,-41.87
Gain (Loss) on Sale of Assets,419,-,-,-
"Other, Net",134,904.26,-114.77,-233.06
Net Income Before Taxes,-787,-4734.36,591.42,742.74
Provision for Income Taxes,15,566.16,225.19,359.8
Net Income After Taxes,-802,-5300.53,366.23,382.94
Minority Interest,135,45.47,12.13,6.67
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-818,-5255.05,378.36,389.61
Total Extraordinary Items,-,-,-,-
Net Income,-818,-5255.05,378.36,389.61
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,-818,-5255.05,378.36,389.61
Dilution Adjustment,-,-,-,-
Diluted Net Income,-818,-5255.05,378.36,389.61
Diluted Weighted Average Shares,10.04,9.91,9.68,9.35
Diluted EPS Excluding Extraordinary Items,-81.47,-530.41,39.08,41.67
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-11.99,-187.23,38.97,41.67
