Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,13943,10626,7272.22,12921.27
"Revenue 13943 10626 7272.22 12921.27  Other Revenue, Total - - - -","Revenue 13943 10626 7272.22 12921.27  Other Revenue, Total - - - -","Revenue 13943 10626 7272.22 12921.27  Other Revenue, Total - - - -","Revenue 13943 10626 7272.22 12921.27  Other Revenue, Total - - - -","Revenue 13943 10626 7272.22 12921.27  Other Revenue, Total - - - -"
Revenue,13943,10626,7272.22,12921.27
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",10067,7497,5067.81,9283.06
Gross Profit,3876,3129,2204.41,3638.22
Total Operating Expenses,13192,10082,7925.52,12307.94
"Selling/General/Admin. Expenses, Total 3125 2585 2792.02 2992.25  Research & Development - - - -  Depreciation / Amortization 103 93 - -  Interest Expense (Income) - Net Operating -5 -10 - -  Unusual Expense (Income) - 1.27 65.7 32.64  Other Operating Expenses, Total -98 -83 - -","Selling/General/Admin. Expenses, Total 3125 2585 2792.02 2992.25  Research & Development - - - -  Depreciation / Amortization 103 93 - -  Interest Expense (Income) - Net Operating -5 -10 - -  Unusual Expense (Income) - 1.27 65.7 32.64  Other Operating Expenses, Total -98 -83 - -","Selling/General/Admin. Expenses, Total 3125 2585 2792.02 2992.25  Research & Development - - - -  Depreciation / Amortization 103 93 - -  Interest Expense (Income) - Net Operating -5 -10 - -  Unusual Expense (Income) - 1.27 65.7 32.64  Other Operating Expenses, Total -98 -83 - -","Selling/General/Admin. Expenses, Total 3125 2585 2792.02 2992.25  Research & Development - - - -  Depreciation / Amortization 103 93 - -  Interest Expense (Income) - Net Operating -5 -10 - -  Unusual Expense (Income) - 1.27 65.7 32.64  Other Operating Expenses, Total -98 -83 - -","Selling/General/Admin. Expenses, Total 3125 2585 2792.02 2992.25  Research & Development - - - -  Depreciation / Amortization 103 93 - -  Interest Expense (Income) - Net Operating -5 -10 - -  Unusual Expense (Income) - 1.27 65.7 32.64  Other Operating Expenses, Total -98 -83 - -"
"Selling/General/Admin. Expenses, Total",3125,2585,2792.02,2992.25
Research & Development,-,-,-,-
Depreciation / Amortization,103,93,-,-
Interest Expense (Income) - Net Operating,-5,-10,-,-
Unusual Expense (Income),-,1.27,65.7,32.64
"Other Operating Expenses, Total",-98,-83,-,-
Operating Income,751,544,-653.3,613.33
"Interest Income (Expense), Net Non-Operating",-,-10.38,-12.01,-8.29
Gain (Loss) on Sale of Assets,-,421,75.64,-
"Other, Net",33,-915,287.42,11.95
Net Income Before Taxes,718,1038,-302.25,617
Provision for Income Taxes,165,278,-112.4,207.12
Net Income After Taxes,553,760,-189.85,409.87
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,553,760,-189.85,409.87
Total Extraordinary Items,-,-,-,-
Net Income,553,760,-189.85,409.87
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,553,760,-189.85,409.87
Dilution Adjustment,-,-,-,-
Diluted Net Income,553,760,-189.85,409.87
Diluted Weighted Average Shares,7.68,7.82,7.82,7.9
Diluted EPS Excluding Extraordinary Items,72.04,97.14,-24.29,51.89
DPS - Common Stock Primary Issue,20,10,-,12
Diluted Normalized EPS,58.7,49.37,-25.12,54.64
