Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,221979,218610,234152,245820
"Revenue 221979 218610 234152 245820  Other Revenue, Total - - - -","Revenue 221979 218610 234152 245820  Other Revenue, Total - - - -","Revenue 221979 218610 234152 245820  Other Revenue, Total - - - -","Revenue 221979 218610 234152 245820  Other Revenue, Total - - - -","Revenue 221979 218610 234152 245820  Other Revenue, Total - - - -"
Revenue,221979,218610,234152,245820
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",191495,186651,184688,190340
Gross Profit,30484,31959,49464,55480
Total Operating Expenses,223379,219532,233988,243482
"Selling/General/Admin. Expenses, Total 31884 32823 49121 52130  Research & Development - - 673 732  Depreciation / Amortization 7693 - - -  Interest Expense (Income) - Net Operating -223 - - -  Unusual Expense (Income) - 57 -494 279  Other Operating Expenses, Total -7470 1 - 1","Selling/General/Admin. Expenses, Total 31884 32823 49121 52130  Research & Development - - 673 732  Depreciation / Amortization 7693 - - -  Interest Expense (Income) - Net Operating -223 - - -  Unusual Expense (Income) - 57 -494 279  Other Operating Expenses, Total -7470 1 - 1","Selling/General/Admin. Expenses, Total 31884 32823 49121 52130  Research & Development - - 673 732  Depreciation / Amortization 7693 - - -  Interest Expense (Income) - Net Operating -223 - - -  Unusual Expense (Income) - 57 -494 279  Other Operating Expenses, Total -7470 1 - 1","Selling/General/Admin. Expenses, Total 31884 32823 49121 52130  Research & Development - - 673 732  Depreciation / Amortization 7693 - - -  Interest Expense (Income) - Net Operating -223 - - -  Unusual Expense (Income) - 57 -494 279  Other Operating Expenses, Total -7470 1 - 1","Selling/General/Admin. Expenses, Total 31884 32823 49121 52130  Research & Development - - 673 732  Depreciation / Amortization 7693 - - -  Interest Expense (Income) - Net Operating -223 - - -  Unusual Expense (Income) - 57 -494 279  Other Operating Expenses, Total -7470 1 - 1"
"Selling/General/Admin. Expenses, Total",31884,32823,49121,52130
Research & Development,-,-,673,732
Depreciation / Amortization,7693,-,-,-
Interest Expense (Income) - Net Operating,-223,-,-,-
Unusual Expense (Income),-,57,-494,279
"Other Operating Expenses, Total",-7470,1,-,1
Operating Income,-1400,-922,164,2338
"Interest Income (Expense), Net Non-Operating",-,587,105,139
Gain (Loss) on Sale of Assets,226,-220,56,-165
"Other, Net",1873,326,409,425
Net Income Before Taxes,-3499,-229,734,2737
Provision for Income Taxes,1460,97,249,1052
Net Income After Taxes,-4959,-326,485,1685
Minority Interest,682,-49,-70,-30
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-4987,-375,415,1655
Total Extraordinary Items,-,-,-,-
Net Income,-4987,-375,415,1655
Total Adjustments to Net Income,-,-1,-1,-2
Income Available to Common Excluding Extraordinary Items,-4987,-376,414,1653
Dilution Adjustment,-,-,-,-
Diluted Net Income,-4987,-376,414,1653
Diluted Weighted Average Shares,25.09,25.28,25.41,25.43
Diluted EPS Excluding Extraordinary Items,-198.74,-14.87,16.29,65.01
DPS - Common Stock Primary Issue,-,30,30,35
Diluted Normalized EPS,-23.51,-7.75,1.99,75.76
