Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,8834,8837,7706.93,10661.26
"Revenue 8834 8837 7706.93 10661.26  Other Revenue, Total - - - -","Revenue 8834 8837 7706.93 10661.26  Other Revenue, Total - - - -","Revenue 8834 8837 7706.93 10661.26  Other Revenue, Total - - - -","Revenue 8834 8837 7706.93 10661.26  Other Revenue, Total - - - -","Revenue 8834 8837 7706.93 10661.26  Other Revenue, Total - - - -"
Revenue,8834,8837,7706.93,10661.26
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",6526,6240,6010.83,7435.94
Gross Profit,2308,2597,1696.1,3225.33
Total Operating Expenses,8133,7721,7437.73,9085.58
"Selling/General/Admin. Expenses, Total 1607 1055 1407.98 1293.92  Research & Development - 345 312.76 343.51  Depreciation / Amortization 841 741 18.91 12.21  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -758 -659 - -","Selling/General/Admin. Expenses, Total 1607 1055 1407.98 1293.92  Research & Development - 345 312.76 343.51  Depreciation / Amortization 841 741 18.91 12.21  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -758 -659 - -","Selling/General/Admin. Expenses, Total 1607 1055 1407.98 1293.92  Research & Development - 345 312.76 343.51  Depreciation / Amortization 841 741 18.91 12.21  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -758 -659 - -","Selling/General/Admin. Expenses, Total 1607 1055 1407.98 1293.92  Research & Development - 345 312.76 343.51  Depreciation / Amortization 841 741 18.91 12.21  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -758 -659 - -","Selling/General/Admin. Expenses, Total 1607 1055 1407.98 1293.92  Research & Development - 345 312.76 343.51  Depreciation / Amortization 841 741 18.91 12.21  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -758 -659 - -"
"Selling/General/Admin. Expenses, Total",1607,1055,1407.98,1293.92
Research & Development,-,345,312.76,343.51
Depreciation / Amortization,841,741,18.91,12.21
Interest Expense (Income) - Net Operating,-,-1,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-758,-659,-,-
Operating Income,701,1116,269.2,1575.68
"Interest Income (Expense), Net Non-Operating",-,28.68,14.51,6.75
Gain (Loss) on Sale of Assets,-49,-32,-38.7,-86.85
"Other, Net",19,46,3.9,14.85
Net Income Before Taxes,731,1102,248.92,1510.43
Provision for Income Taxes,187,285,76.15,415.88
Net Income After Taxes,544,817,172.77,1094.55
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,544,817,172.77,1094.55
Total Extraordinary Items,-,-,-,-
Net Income,544,817,172.77,1094.55
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,544,817,172.77,1094.55
Dilution Adjustment,-,-,-,-
Diluted Net Income,544,817,172.77,1094.55
Diluted Weighted Average Shares,2.9,2.9,2.95,2.96
Diluted EPS Excluding Extraordinary Items,187.77,282,58.5,369.36
DPS - Common Stock Primary Issue,80,80,80,95
Diluted Normalized EPS,159.64,244.63,67.6,390.6
