Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,67135,63780,59183,63090
"Revenue 67135 63780 59183 63090  Other Revenue, Total - - - -","Revenue 67135 63780 59183 63090  Other Revenue, Total - - - -","Revenue 67135 63780 59183 63090  Other Revenue, Total - - - -","Revenue 67135 63780 59183 63090  Other Revenue, Total - - - -","Revenue 67135 63780 59183 63090  Other Revenue, Total - - - -"
Revenue,67135,63780,59183,63090
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",53209,51317,48212,51750
Gross Profit,13926,12463,10971,11340
Total Operating Expenses,64015,63674,59042,65439
"Selling/General/Admin. Expenses, Total 10806 10841 8884 9560  Research & Development - - 1196 1234  Depreciation / Amortization 2189 - 190 226  Interest Expense (Income) - Net Operating -252 - - -  Unusual Expense (Income) - 1515 559 2668  Other Operating Expenses, Total -1937 1 1 1","Selling/General/Admin. Expenses, Total 10806 10841 8884 9560  Research & Development - - 1196 1234  Depreciation / Amortization 2189 - 190 226  Interest Expense (Income) - Net Operating -252 - - -  Unusual Expense (Income) - 1515 559 2668  Other Operating Expenses, Total -1937 1 1 1","Selling/General/Admin. Expenses, Total 10806 10841 8884 9560  Research & Development - - 1196 1234  Depreciation / Amortization 2189 - 190 226  Interest Expense (Income) - Net Operating -252 - - -  Unusual Expense (Income) - 1515 559 2668  Other Operating Expenses, Total -1937 1 1 1","Selling/General/Admin. Expenses, Total 10806 10841 8884 9560  Research & Development - - 1196 1234  Depreciation / Amortization 2189 - 190 226  Interest Expense (Income) - Net Operating -252 - - -  Unusual Expense (Income) - 1515 559 2668  Other Operating Expenses, Total -1937 1 1 1","Selling/General/Admin. Expenses, Total 10806 10841 8884 9560  Research & Development - - 1196 1234  Depreciation / Amortization 2189 - 190 226  Interest Expense (Income) - Net Operating -252 - - -  Unusual Expense (Income) - 1515 559 2668  Other Operating Expenses, Total -1937 1 1 1"
"Selling/General/Admin. Expenses, Total",10806,10841,8884,9560
Research & Development,-,-,1196,1234
Depreciation / Amortization,2189,-,190,226
Interest Expense (Income) - Net Operating,-252,-,-,-
Unusual Expense (Income),-,1515,559,2668
"Other Operating Expenses, Total",-1937,1,1,1
Operating Income,3120,106,141,-2349
"Interest Income (Expense), Net Non-Operating",-,334,-102,360
Gain (Loss) on Sale of Assets,-,-,-,20
"Other, Net",-373,89,-326,-16
Net Income Before Taxes,3493,529,-287,-2005
Provision for Income Taxes,69,59,-291,647
Net Income After Taxes,3424,470,4,-2652
Minority Interest,255,836,403,218
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3783,1306,407,-2434
Total Extraordinary Items,-,-,-,-
Net Income,3783,1306,407,-2434
Total Adjustments to Net Income,-,-,1,-
Income Available to Common Excluding Extraordinary Items,3783,1306,408,-2434
Dilution Adjustment,-,-,-,-
Diluted Net Income,3783,1306,408,-2434
Diluted Weighted Average Shares,16.11,16.12,16.11,16.11
Diluted EPS Excluding Extraordinary Items,234.88,81.04,25.33,-151.05
DPS - Common Stock Primary Issue,35,20,-,-
Diluted Normalized EPS,163.34,164.56,47.88,-43.43
