Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,9374,9592,7544.67,5509.48
"Revenue 9374 9592.55 7544.67 5509.48  Other Revenue, Total - - - -","Revenue 9374 9592.55 7544.67 5509.48  Other Revenue, Total - - - -","Revenue 9374 9592.55 7544.67 5509.48  Other Revenue, Total - - - -","Revenue 9374 9592.55 7544.67 5509.48  Other Revenue, Total - - - -","Revenue 9374 9592.55 7544.67 5509.48  Other Revenue, Total - - - -"
Revenue,9374,9592.55,7544.67,5509.48
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",8036,8483.24,6738.02,4727.06
Gross Profit,1338,1109.31,806.65,782.42
Total Operating Expenses,8879,9975.19,7466.06,5428.82
"Selling/General/Admin. Expenses, Total 843 744.89 758.18 690.93  Research & Development - - - -  Depreciation / Amortization 29 4.93 4.7 4.78  Interest Expense (Income) - Net Operating -77 - - -  Unusual Expense (Income) - 742.12 -34.84 6.05  Other Operating Expenses, Total 48 - - -","Selling/General/Admin. Expenses, Total 843 744.89 758.18 690.93  Research & Development - - - -  Depreciation / Amortization 29 4.93 4.7 4.78  Interest Expense (Income) - Net Operating -77 - - -  Unusual Expense (Income) - 742.12 -34.84 6.05  Other Operating Expenses, Total 48 - - -","Selling/General/Admin. Expenses, Total 843 744.89 758.18 690.93  Research & Development - - - -  Depreciation / Amortization 29 4.93 4.7 4.78  Interest Expense (Income) - Net Operating -77 - - -  Unusual Expense (Income) - 742.12 -34.84 6.05  Other Operating Expenses, Total 48 - - -","Selling/General/Admin. Expenses, Total 843 744.89 758.18 690.93  Research & Development - - - -  Depreciation / Amortization 29 4.93 4.7 4.78  Interest Expense (Income) - Net Operating -77 - - -  Unusual Expense (Income) - 742.12 -34.84 6.05  Other Operating Expenses, Total 48 - - -","Selling/General/Admin. Expenses, Total 843 744.89 758.18 690.93  Research & Development - - - -  Depreciation / Amortization 29 4.93 4.7 4.78  Interest Expense (Income) - Net Operating -77 - - -  Unusual Expense (Income) - 742.12 -34.84 6.05  Other Operating Expenses, Total 48 - - -"
"Selling/General/Admin. Expenses, Total",843,744.89,758.18,690.93
Research & Development,-,-,-,-
Depreciation / Amortization,29,4.93,4.7,4.78
Interest Expense (Income) - Net Operating,-77,-,-,-
Unusual Expense (Income),-,742.12,-34.84,6.05
"Other Operating Expenses, Total",48,-,-,-
Operating Income,495,-382.63,78.61,80.66
"Interest Income (Expense), Net Non-Operating",-,-51.57,-45.6,-46.45
Gain (Loss) on Sale of Assets,1,-3.46,-,-
"Other, Net",57,-4.15,2.87,8.47
Net Income Before Taxes,437,-441.82,35.88,42.68
Provision for Income Taxes,-56,84.86,25.49,29.45
Net Income After Taxes,493,-526.67,10.39,13.22
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,493,-526.67,10.39,13.22
Total Extraordinary Items,-,-,-,-
Net Income,493,-526.67,10.39,13.22
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,493,-526.67,10.39,13.22
Dilution Adjustment,-,-,-,-
Diluted Net Income,493,-526.67,10.39,13.22
Diluted Weighted Average Shares,0.962,0.95,0.96,0.96
Diluted EPS Excluding Extraordinary Items,512.68,-553.41,10.8,13.72
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,226.83,-44.18,-12.75,17.81
