Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,229,100,205.97,-
"Revenue 229 100.1 205.97 -  Other Revenue, Total - - - -","Revenue 229 100.1 205.97 -  Other Revenue, Total - - - -","Revenue 229 100.1 205.97 -  Other Revenue, Total - - - -","Revenue 229 100.1 205.97 -  Other Revenue, Total - - - -","Revenue 229 100.1 205.97 -  Other Revenue, Total - - - -"
Revenue,229,100.1,205.97,-
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",22,15.24,24.19,-
Gross Profit,207,84.86,181.78,-
Total Operating Expenses,1035,842,886.53,951.41
"Selling/General/Admin. Expenses, Total 1013 826.76 538.26 494.35  Research & Development - - 307.55 441.37  Depreciation / Amortization 35 - 16.53 15.7  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -33 -0 - -","Selling/General/Admin. Expenses, Total 1013 826.76 538.26 494.35  Research & Development - - 307.55 441.37  Depreciation / Amortization 35 - 16.53 15.7  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -33 -0 - -","Selling/General/Admin. Expenses, Total 1013 826.76 538.26 494.35  Research & Development - - 307.55 441.37  Depreciation / Amortization 35 - 16.53 15.7  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -33 -0 - -","Selling/General/Admin. Expenses, Total 1013 826.76 538.26 494.35  Research & Development - - 307.55 441.37  Depreciation / Amortization 35 - 16.53 15.7  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -33 -0 - -","Selling/General/Admin. Expenses, Total 1013 826.76 538.26 494.35  Research & Development - - 307.55 441.37  Depreciation / Amortization 35 - 16.53 15.7  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -33 -0 - -"
"Selling/General/Admin. Expenses, Total",1013,826.76,538.26,494.35
Research & Development,-,-,307.55,441.37
Depreciation / Amortization,35,-,16.53,15.7
Interest Expense (Income) - Net Operating,-2,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-33,-0,-,-
Operating Income,-806,-741.9,-680.57,-951.41
"Interest Income (Expense), Net Non-Operating",-,-2.95,-3.24,-0.44
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-30,-19.23,27.41,-7.49
Net Income Before Taxes,-776,-764.09,-656.39,-959.35
Provision for Income Taxes,2,3.63,2.85,2.89
Net Income After Taxes,-778,-767.72,-659.24,-962.24
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-778,-767.72,-659.24,-962.24
Total Extraordinary Items,-,-,-,-
Net Income,-778,-767.72,-659.24,-962.24
Total Adjustments to Net Income,-,-0,-0,-
Income Available to Common Excluding Extraordinary Items,-778,-767.72,-659.24,-962.24
Dilution Adjustment,-,-,-,-
Diluted Net Income,-778,-767.72,-659.24,-962.24
Diluted Weighted Average Shares,28.88,28.08,20.03,15.6
Diluted EPS Excluding Extraordinary Items,-26.94,-27.34,-32.9,-61.68
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-16.8,-27.34,-32.9,-61.68
