Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,47695,45368,42560.2,49728.38
"Revenue 47695 45368 42560.2 49728.38  Other Revenue, Total - - - -","Revenue 47695 45368 42560.2 49728.38  Other Revenue, Total - - - -","Revenue 47695 45368 42560.2 49728.38  Other Revenue, Total - - - -","Revenue 47695 45368 42560.2 49728.38  Other Revenue, Total - - - -","Revenue 47695 45368 42560.2 49728.38  Other Revenue, Total - - - -"
Revenue,47695,45368,42560.2,49728.38
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",18954,18537,17739.88,21038.16
Gross Profit,28741,26831,24820.32,28690.22
Total Operating Expenses,42702,41601,39906.17,45405.92
"Selling/General/Admin. Expenses, Total 23748 23064 22413.27 24164.35  Research & Development - - - -  Depreciation / Amortization 1072 1036 - -  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - 178.16 -246.99 203.4  Other Operating Expenses, Total -1072 -1035 - -","Selling/General/Admin. Expenses, Total 23748 23064 22413.27 24164.35  Research & Development - - - -  Depreciation / Amortization 1072 1036 - -  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - 178.16 -246.99 203.4  Other Operating Expenses, Total -1072 -1035 - -","Selling/General/Admin. Expenses, Total 23748 23064 22413.27 24164.35  Research & Development - - - -  Depreciation / Amortization 1072 1036 - -  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - 178.16 -246.99 203.4  Other Operating Expenses, Total -1072 -1035 - -","Selling/General/Admin. Expenses, Total 23748 23064 22413.27 24164.35  Research & Development - - - -  Depreciation / Amortization 1072 1036 - -  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - 178.16 -246.99 203.4  Other Operating Expenses, Total -1072 -1035 - -","Selling/General/Admin. Expenses, Total 23748 23064 22413.27 24164.35  Research & Development - - - -  Depreciation / Amortization 1072 1036 - -  Interest Expense (Income) - Net Operating - -1 - -  Unusual Expense (Income) - 178.16 -246.99 203.4  Other Operating Expenses, Total -1072 -1035 - -"
"Selling/General/Admin. Expenses, Total",23748,23064,22413.27,24164.35
Research & Development,-,-,-,-
Depreciation / Amortization,1072,1036,-,-
Interest Expense (Income) - Net Operating,-,-1,-,-
Unusual Expense (Income),-,178.16,-246.99,203.4
"Other Operating Expenses, Total",-1072,-1035,-,-
Operating Income,4993,3767,2654.04,4322.46
"Interest Income (Expense), Net Non-Operating",-,27.92,-50.52,-91.84
Gain (Loss) on Sale of Assets,-,-,-,0.44
"Other, Net",55,48,141.19,227.12
Net Income Before Taxes,4938,3719,2744.7,4458.19
Provision for Income Taxes,1683,1316,229.03,1278.79
Net Income After Taxes,3255,2403,2515.66,3179.39
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3255,2403,2515.66,3179.39
Total Extraordinary Items,-,-,-,-
Net Income,3255,2403,2515.66,3179.39
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,3255,2403,2515.66,3179.39
Dilution Adjustment,-,-,-,-
Diluted Net Income,3255,2403,2515.66,3179.39
Diluted Weighted Average Shares,27.87,27.87,27.87,27.86
Diluted EPS Excluding Extraordinary Items,116.8,86.22,90.26,114.11
DPS - Common Stock Primary Issue,35,30,40,30
Diluted Normalized EPS,113.39,89.05,82.14,119.3
