Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,60326,53450,48826,57209
"Revenue 60326 53450 48826 57209  Other Revenue, Total - - - -","Revenue 60326 53450 48826 57209  Other Revenue, Total - - - -","Revenue 60326 53450 48826 57209  Other Revenue, Total - - - -","Revenue 60326 53450 48826 57209  Other Revenue, Total - - - -","Revenue 60326 53450 48826 57209  Other Revenue, Total - - - -"
Revenue,60326,53450,48826,57209
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",51713,44503,41135,48339
Gross Profit,8613,8947,7691,8870
Total Operating Expenses,62712,56756,54328,67371
"Selling/General/Admin. Expenses, Total 10999 10811 11208 12568  Research & Development - - - -  Depreciation / Amortization 1236 - - -  Interest Expense (Income) - Net Operating -36 - - -  Unusual Expense (Income) - 1443 1985 6464  Other Operating Expenses, Total -1200 -1 - -","Selling/General/Admin. Expenses, Total 10999 10811 11208 12568  Research & Development - - - -  Depreciation / Amortization 1236 - - -  Interest Expense (Income) - Net Operating -36 - - -  Unusual Expense (Income) - 1443 1985 6464  Other Operating Expenses, Total -1200 -1 - -","Selling/General/Admin. Expenses, Total 10999 10811 11208 12568  Research & Development - - - -  Depreciation / Amortization 1236 - - -  Interest Expense (Income) - Net Operating -36 - - -  Unusual Expense (Income) - 1443 1985 6464  Other Operating Expenses, Total -1200 -1 - -","Selling/General/Admin. Expenses, Total 10999 10811 11208 12568  Research & Development - - - -  Depreciation / Amortization 1236 - - -  Interest Expense (Income) - Net Operating -36 - - -  Unusual Expense (Income) - 1443 1985 6464  Other Operating Expenses, Total -1200 -1 - -","Selling/General/Admin. Expenses, Total 10999 10811 11208 12568  Research & Development - - - -  Depreciation / Amortization 1236 - - -  Interest Expense (Income) - Net Operating -36 - - -  Unusual Expense (Income) - 1443 1985 6464  Other Operating Expenses, Total -1200 -1 - -"
"Selling/General/Admin. Expenses, Total",10999,10811,11208,12568
Research & Development,-,-,-,-
Depreciation / Amortization,1236,-,-,-
Interest Expense (Income) - Net Operating,-36,-,-,-
Unusual Expense (Income),-,1443,1985,6464
"Other Operating Expenses, Total",-1200,-1,-,-
Operating Income,-2386,-3306,-5502,-10162
"Interest Income (Expense), Net Non-Operating",-,1026,507,338
Gain (Loss) on Sale of Assets,77,564,125,191
"Other, Net",61,337,690,208
Net Income Before Taxes,-2524,-1379,-4180,-9425
Provision for Income Taxes,779,987,895,365
Net Income After Taxes,-3303,-2366,-5075,-9790
Minority Interest,11423,-301,-354,-327
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-3499,-2667,-5429,-10117
Total Extraordinary Items,-,-,-,-
Net Income,-3499,-2667,-5429,-10117
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,-3499,-2668,-5430,-10118
Dilution Adjustment,-,-,-,-
Diluted Net Income,-3499,-2668,-5430,-10118
Diluted Weighted Average Shares,42.42,42.42,42.42,42.41
Diluted EPS Excluding Extraordinary Items,-82.49,-62.9,-128.01,-238.58
DPS - Common Stock Primary Issue,14,28,28,28
Diluted Normalized EPS,-21.34,-48.56,-98.66,-139.84
