Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1330331,1128914,995940,1043600
"Revenue 1330331 1128914 995940 1043600  Other Revenue, Total - - - -","Revenue 1330331 1128914 995940 1043600  Other Revenue, Total - - - -","Revenue 1330331 1128914 995940 1043600  Other Revenue, Total - - - -","Revenue 1330331 1128914 995940 1043600  Other Revenue, Total - - - -","Revenue 1330331 1128914 995940 1043600  Other Revenue, Total - - - -"
Revenue,1330331,1128914,995940,1043600
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",863680,710462,643563,681600
Gross Profit,466651,418452,352377,362000
Total Operating Expenses,1233285,1036868,934278,1004121
"Selling/General/Admin. Expenses, Total 371544 329644 291601 271929  Research & Development - 46083 46479 49209  Depreciation / Amortization 3 2 3 -  Interest Expense (Income) - Net Operating -2034 -1234 -1199 1941  Unusual Expense (Income) - - 8891 -219  Other Operating Expenses, Total -43787 -46595 -46169 -339","Selling/General/Admin. Expenses, Total 371544 329644 291601 271929  Research & Development - 46083 46479 49209  Depreciation / Amortization 3 2 3 -  Interest Expense (Income) - Net Operating -2034 -1234 -1199 1941  Unusual Expense (Income) - - 8891 -219  Other Operating Expenses, Total -43787 -46595 -46169 -339","Selling/General/Admin. Expenses, Total 371544 329644 291601 271929  Research & Development - 46083 46479 49209  Depreciation / Amortization 3 2 3 -  Interest Expense (Income) - Net Operating -2034 -1234 -1199 1941  Unusual Expense (Income) - - 8891 -219  Other Operating Expenses, Total -43787 -46595 -46169 -339","Selling/General/Admin. Expenses, Total 371544 329644 291601 271929  Research & Development - 46083 46479 49209  Depreciation / Amortization 3 2 3 -  Interest Expense (Income) - Net Operating -2034 -1234 -1199 1941  Unusual Expense (Income) - - 8891 -219  Other Operating Expenses, Total -43787 -46595 -46169 -339","Selling/General/Admin. Expenses, Total 371544 329644 291601 271929  Research & Development - 46083 46479 49209  Depreciation / Amortization 3 2 3 -  Interest Expense (Income) - Net Operating -2034 -1234 -1199 1941  Unusual Expense (Income) - - 8891 -219  Other Operating Expenses, Total -43787 -46595 -46169 -339"
"Selling/General/Admin. Expenses, Total",371544,329644,291601,271929
Research & Development,-,46083,46479,49209
Depreciation / Amortization,3,2,3,-
Interest Expense (Income) - Net Operating,-2034,-1234,-1199,1941
Unusual Expense (Income),-,-,8891,-219
"Other Operating Expenses, Total",-43787,-46595,-46169,-339
Operating Income,97046,92046,61662,39479
"Interest Income (Expense), Net Non-Operating",-,2683,-1613,1172
Gain (Loss) on Sale of Assets,-,-598,-383,-
"Other, Net",-6708,-4517,17113,-938
Net Income Before Taxes,103754,97161,44932,39713
Provision for Income Taxes,28703,4859,13937,31889
Net Income After Taxes,75051,92302,30995,7824
Minority Interest,125,112,2025,-90
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,75043,92288,30922,7734
Total Extraordinary Items,-,-,-,-
Net Income,75043,92288,30922,7734
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,75043,92288,30922,7733
Dilution Adjustment,-1.4,0.696,-0.069,-3.49
Diluted Net Income,75044.4,92287.3,30922.07,7733
Diluted Weighted Average Shares,340.03,346.11,346.08,347.52
Diluted EPS Excluding Extraordinary Items,220.7,266.64,89.35,22.25
DPS - Common Stock Primary Issue,62,62,62,62
Diluted Normalized EPS,190.68,181.15,100.08,21.84
