Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,14086,13555,11208.91,13274.38
"Revenue 14086 13555.72 11208.91 13274.38  Other Revenue, Total - - - -","Revenue 14086 13555.72 11208.91 13274.38  Other Revenue, Total - - - -","Revenue 14086 13555.72 11208.91 13274.38  Other Revenue, Total - - - -","Revenue 14086 13555.72 11208.91 13274.38  Other Revenue, Total - - - -","Revenue 14086 13555.72 11208.91 13274.38  Other Revenue, Total - - - -"
Revenue,14086,13555.72,11208.91,13274.38
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",10630,9844.19,8219.87,9574.56
Gross Profit,3456,3711.53,2989.05,3699.82
Total Operating Expenses,13121,12498.73,10644.93,11979.67
"Selling/General/Admin. Expenses, Total 2343 2316.89 2240.05 2288.95  Research & Development 170 218.44 73.09 43.56  Depreciation / Amortization 402 119.21 105.3 72.6  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 6.63 -0  Other Operating Expenses, Total -420 - - -","Selling/General/Admin. Expenses, Total 2343 2316.89 2240.05 2288.95  Research & Development 170 218.44 73.09 43.56  Depreciation / Amortization 402 119.21 105.3 72.6  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 6.63 -0  Other Operating Expenses, Total -420 - - -","Selling/General/Admin. Expenses, Total 2343 2316.89 2240.05 2288.95  Research & Development 170 218.44 73.09 43.56  Depreciation / Amortization 402 119.21 105.3 72.6  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 6.63 -0  Other Operating Expenses, Total -420 - - -","Selling/General/Admin. Expenses, Total 2343 2316.89 2240.05 2288.95  Research & Development 170 218.44 73.09 43.56  Depreciation / Amortization 402 119.21 105.3 72.6  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 6.63 -0  Other Operating Expenses, Total -420 - - -","Selling/General/Admin. Expenses, Total 2343 2316.89 2240.05 2288.95  Research & Development 170 218.44 73.09 43.56  Depreciation / Amortization 402 119.21 105.3 72.6  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - - 6.63 -0  Other Operating Expenses, Total -420 - - -"
"Selling/General/Admin. Expenses, Total",2343,2316.89,2240.05,2288.95
Research & Development,170,218.44,73.09,43.56
Depreciation / Amortization,402,119.21,105.3,72.6
Interest Expense (Income) - Net Operating,-4,-,-,-
Unusual Expense (Income),-,-,6.63,-0
"Other Operating Expenses, Total",-420,-,-,-
Operating Income,965,1056.99,563.98,1294.7
"Interest Income (Expense), Net Non-Operating",-,41.39,-29.57,26.22
Gain (Loss) on Sale of Assets,19,16.82,15.95,11.28
"Other, Net",-171,149.45,117.16,33.6
Net Income Before Taxes,1117,1264.65,667.52,1365.8
Provision for Income Taxes,316,338.94,216.18,354.69
Net Income After Taxes,801,925.71,451.34,1011.11
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,801,925.71,451.34,1011.11
Total Extraordinary Items,-,-,-,-
Net Income,801,925.71,451.34,1011.11
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,801,925.71,451.34,1011.11
Dilution Adjustment,-,-,-,-
Diluted Net Income,801,925.71,451.34,1011.11
Diluted Weighted Average Shares,5.68,5.86,5.88,5.86
Diluted EPS Excluding Extraordinary Items,141.15,158,76.77,172.46
DPS - Common Stock Primary Issue,15,15,15,15
Diluted Normalized EPS,120.93,155.9,75.7,171.03
