Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,66916,60754,53497,55381
"Revenue 66916 60754 53497 55381  Other Revenue, Total - - - -","Revenue 66916 60754 53497 55381  Other Revenue, Total - - - -","Revenue 66916 60754 53497 55381  Other Revenue, Total - - - -","Revenue 66916 60754 53497 55381  Other Revenue, Total - - - -","Revenue 66916 60754 53497 55381  Other Revenue, Total - - - -"
Revenue,66916,60754,53497,55381
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",44330,39190,34139,35305
Gross Profit,22586,21564,19358,20076
Total Operating Expenses,61402,54362,48730,49446
"Selling/General/Admin. Expenses, Total 16184 14313 13701 13240  Research & Development 888 880 865 917  Depreciation / Amortization 1728 - - -  Interest Expense (Income) - Net Operating -39 - - -  Unusual Expense (Income) - -22 24 -17  Other Operating Expenses, Total -1689 1 1 1","Selling/General/Admin. Expenses, Total 16184 14313 13701 13240  Research & Development 888 880 865 917  Depreciation / Amortization 1728 - - -  Interest Expense (Income) - Net Operating -39 - - -  Unusual Expense (Income) - -22 24 -17  Other Operating Expenses, Total -1689 1 1 1","Selling/General/Admin. Expenses, Total 16184 14313 13701 13240  Research & Development 888 880 865 917  Depreciation / Amortization 1728 - - -  Interest Expense (Income) - Net Operating -39 - - -  Unusual Expense (Income) - -22 24 -17  Other Operating Expenses, Total -1689 1 1 1","Selling/General/Admin. Expenses, Total 16184 14313 13701 13240  Research & Development 888 880 865 917  Depreciation / Amortization 1728 - - -  Interest Expense (Income) - Net Operating -39 - - -  Unusual Expense (Income) - -22 24 -17  Other Operating Expenses, Total -1689 1 1 1","Selling/General/Admin. Expenses, Total 16184 14313 13701 13240  Research & Development 888 880 865 917  Depreciation / Amortization 1728 - - -  Interest Expense (Income) - Net Operating -39 - - -  Unusual Expense (Income) - -22 24 -17  Other Operating Expenses, Total -1689 1 1 1"
"Selling/General/Admin. Expenses, Total",16184,14313,13701,13240
Research & Development,888,880,865,917
Depreciation / Amortization,1728,-,-,-
Interest Expense (Income) - Net Operating,-39,-,-,-
Unusual Expense (Income),-,-22,24,-17
"Other Operating Expenses, Total",-1689,1,1,1
Operating Income,5514,6392,4767,5935
"Interest Income (Expense), Net Non-Operating",-,107,117,100
Gain (Loss) on Sale of Assets,28,-3,-57,-15
"Other, Net",-314,61,58,21
Net Income Before Taxes,5800,6557,4885,6041
Provision for Income Taxes,1793,1859,1565,1859
Net Income After Taxes,4007,4698,3320,4182
Minority Interest,-,1,-2,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4007,4699,3318,4182
Total Extraordinary Items,-,-,-,-
Net Income,4007,4699,3318,4182
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,4007,4699,3317,4182
Dilution Adjustment,0.048,-,-,-
Diluted Net Income,4006.95,4699,3317,4182
Diluted Weighted Average Shares,16.26,16.25,16.24,16.26
Diluted EPS Excluding Extraordinary Items,246.43,289.13,204.2,257.16
DPS - Common Stock Primary Issue,75,67.5,55,55
Diluted Normalized EPS,222.86,289.53,208.51,259.72
