Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,72327,72916,62218,72810
"Revenue 72327 72916 62218 72810  Other Revenue, Total - - - -","Revenue 72327 72916 62218 72810  Other Revenue, Total - - - -","Revenue 72327 72916 62218 72810  Other Revenue, Total - - - -","Revenue 72327 72916 62218 72810  Other Revenue, Total - - - -","Revenue 72327 72916 62218 72810  Other Revenue, Total - - - -"
Revenue,72327,72916,62218,72810
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",57644,57547,48804,57174
Gross Profit,14683,15369,13414,15636
Total Operating Expenses,-,57126,72233,70112
"Selling/General/Admin. Expenses, Total - 11240 11781 12156  Research & Development - - - -  Depreciation / Amortization 1917 462 418 435  Interest Expense (Income) - Net Operating -137 - - -  Unusual Expense (Income) - -12124 11229 346  Other Operating Expenses, Total -8037 1 1 1","Selling/General/Admin. Expenses, Total - 11240 11781 12156  Research & Development - - - -  Depreciation / Amortization 1917 462 418 435  Interest Expense (Income) - Net Operating -137 - - -  Unusual Expense (Income) - -12124 11229 346  Other Operating Expenses, Total -8037 1 1 1","Selling/General/Admin. Expenses, Total - 11240 11781 12156  Research & Development - - - -  Depreciation / Amortization 1917 462 418 435  Interest Expense (Income) - Net Operating -137 - - -  Unusual Expense (Income) - -12124 11229 346  Other Operating Expenses, Total -8037 1 1 1","Selling/General/Admin. Expenses, Total - 11240 11781 12156  Research & Development - - - -  Depreciation / Amortization 1917 462 418 435  Interest Expense (Income) - Net Operating -137 - - -  Unusual Expense (Income) - -12124 11229 346  Other Operating Expenses, Total -8037 1 1 1","Selling/General/Admin. Expenses, Total - 11240 11781 12156  Research & Development - - - -  Depreciation / Amortization 1917 462 418 435  Interest Expense (Income) - Net Operating -137 - - -  Unusual Expense (Income) - -12124 11229 346  Other Operating Expenses, Total -8037 1 1 1"
"Selling/General/Admin. Expenses, Total",-,11240,11781,12156
Research & Development,-,-,-,-
Depreciation / Amortization,1917,462,418,435
Interest Expense (Income) - Net Operating,-137,-,-,-
Unusual Expense (Income),-,-12124,11229,346
"Other Operating Expenses, Total",-8037,1,1,1
Operating Income,2208,15790,-10015,2698
"Interest Income (Expense), Net Non-Operating",-,1169,537,93
Gain (Loss) on Sale of Assets,121,3,-200,-19
"Other, Net",-717,211,88,206
Net Income Before Taxes,2804,17173,-9590,2978
Provision for Income Taxes,734,4840,-1668,1003
Net Income After Taxes,2070,12333,-7922,1975
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2070,12333,-7922,1975
Total Extraordinary Items,-,-,-,-
Net Income,2070,12333,-7922,1975
Total Adjustments to Net Income,-,-,1,-1
Income Available to Common Excluding Extraordinary Items,2070,12333,-7921,1974
Dilution Adjustment,-,-,-,-
Diluted Net Income,2070,12333,-7921,1974
Diluted Weighted Average Shares,62.72,62.72,62.72,62.72
Diluted EPS Excluding Extraordinary Items,33.01,196.64,-126.3,31.47
DPS - Common Stock Primary Issue,18,18,15,17
Diluted Normalized EPS,26.74,57.78,-7.85,35.33
