Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,13668,12054.38,11903.83,5644.14
"Revenue 13668 12054.38 11903.83 5644.14  Other Revenue, Total - - - -","Revenue 13668 12054.38 11903.83 5644.14  Other Revenue, Total - - - -","Revenue 13668 12054.38 11903.83 5644.14  Other Revenue, Total - - - -","Revenue 13668 12054.38 11903.83 5644.14  Other Revenue, Total - - - -","Revenue 13668 12054.38 11903.83 5644.14  Other Revenue, Total - - - -"
Revenue,13668,12054.38,11903.83,5644.14
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",6155,4553.08,4165.8,2488.88
Gross Profit,7513,7501.3,7738.03,3155.26
Total Operating Expenses,13268,10613.29,10229.85,6821.06
"Selling/General/Admin. Expenses, Total 7113 6006.45 6063.12 3999.33  Research & Development 1334 0.73 0.21 8.08  Depreciation / Amortization 59 3.77 0.73 19.2  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 49.27 - 305.58  Other Operating Expenses, Total -1393 - - -","Selling/General/Admin. Expenses, Total 7113 6006.45 6063.12 3999.33  Research & Development 1334 0.73 0.21 8.08  Depreciation / Amortization 59 3.77 0.73 19.2  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 49.27 - 305.58  Other Operating Expenses, Total -1393 - - -","Selling/General/Admin. Expenses, Total 7113 6006.45 6063.12 3999.33  Research & Development 1334 0.73 0.21 8.08  Depreciation / Amortization 59 3.77 0.73 19.2  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 49.27 - 305.58  Other Operating Expenses, Total -1393 - - -","Selling/General/Admin. Expenses, Total 7113 6006.45 6063.12 3999.33  Research & Development 1334 0.73 0.21 8.08  Depreciation / Amortization 59 3.77 0.73 19.2  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 49.27 - 305.58  Other Operating Expenses, Total -1393 - - -","Selling/General/Admin. Expenses, Total 7113 6006.45 6063.12 3999.33  Research & Development 1334 0.73 0.21 8.08  Depreciation / Amortization 59 3.77 0.73 19.2  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 49.27 - 305.58  Other Operating Expenses, Total -1393 - - -"
"Selling/General/Admin. Expenses, Total",7113,6006.45,6063.12,3999.33
Research & Development,1334,0.73,0.21,8.08
Depreciation / Amortization,59,3.77,0.73,19.2
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,49.27,-,305.58
"Other Operating Expenses, Total",-1393,-,-,-
Operating Income,400,1441.09,1673.97,-1176.93
"Interest Income (Expense), Net Non-Operating",-,-2.64,-17.27,-12.3
Gain (Loss) on Sale of Assets,-,-,-,0.01
"Other, Net",85,0.13,-3.35,8.64
Net Income Before Taxes,315,1438.58,1653.35,-1180.57
Provision for Income Taxes,137,268.29,-40,20.77
Net Income After Taxes,178,1170.29,1693.35,-1201.35
Minority Interest,93,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,601,1170.29,1693.35,-1201.35
Total Extraordinary Items,-,-,-,-
Net Income,601,1170.29,1693.35,-1201.35
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,601,1170.29,1693.35,-1201.35
Dilution Adjustment,-0.501,-,-,-
Diluted Net Income,601.5,1170.29,1693.35,-1201.35
Diluted Weighted Average Shares,40.02,39.87,38.54,35.26
Diluted EPS Excluding Extraordinary Items,15.03,29.35,43.94,-34.07
DPS - Common Stock Primary Issue,2,3.5,-,-
Diluted Normalized EPS,15.49,30.35,43.94,-28.43
