Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,19650,18843,17953.25,17052.28
"Revenue 19650 18843 17953.25 17052.28  Other Revenue, Total - - - -","Revenue 19650 18843 17953.25 17052.28  Other Revenue, Total - - - -","Revenue 19650 18843 17953.25 17052.28  Other Revenue, Total - - - -","Revenue 19650 18843 17953.25 17052.28  Other Revenue, Total - - - -","Revenue 19650 18843 17953.25 17052.28  Other Revenue, Total - - - -"
Revenue,19650,18843,17953.25,17052.28
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",11472,11410,11311.78,10948.3
Gross Profit,8178,7433,6641.47,6103.98
Total Operating Expenses,16746,16398,15677.49,15055.06
"Selling/General/Admin. Expenses, Total 5274 4988 4360.56 4058.11  Research & Development 534 599 - -  Depreciation / Amortization 871 843 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 49.52 5.15 48.66  Other Operating Expenses, Total -1405 -1442 - -","Selling/General/Admin. Expenses, Total 5274 4988 4360.56 4058.11  Research & Development 534 599 - -  Depreciation / Amortization 871 843 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 49.52 5.15 48.66  Other Operating Expenses, Total -1405 -1442 - -","Selling/General/Admin. Expenses, Total 5274 4988 4360.56 4058.11  Research & Development 534 599 - -  Depreciation / Amortization 871 843 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 49.52 5.15 48.66  Other Operating Expenses, Total -1405 -1442 - -","Selling/General/Admin. Expenses, Total 5274 4988 4360.56 4058.11  Research & Development 534 599 - -  Depreciation / Amortization 871 843 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 49.52 5.15 48.66  Other Operating Expenses, Total -1405 -1442 - -","Selling/General/Admin. Expenses, Total 5274 4988 4360.56 4058.11  Research & Development 534 599 - -  Depreciation / Amortization 871 843 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 49.52 5.15 48.66  Other Operating Expenses, Total -1405 -1442 - -"
"Selling/General/Admin. Expenses, Total",5274,4988,4360.56,4058.11
Research & Development,534,599,-,-
Depreciation / Amortization,871,843,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,49.52,5.15,48.66
"Other Operating Expenses, Total",-1405,-1442,-,-
Operating Income,2904,2445,2275.76,1997.22
"Interest Income (Expense), Net Non-Operating",-,10.03,-132.97,-101.47
Gain (Loss) on Sale of Assets,-52,-24,-,-0.6
"Other, Net",25,-35,40.47,-13.21
Net Income Before Taxes,2931,2504,2183.26,1881.93
Provision for Income Taxes,774,643,554.08,510.97
Net Income After Taxes,2157,1861,1629.18,1370.96
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2157,1861,1629.18,1370.96
Total Extraordinary Items,-,-,-,-
Net Income,2157,1861,1629.18,1370.96
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,2157,1861,1629.18,1370.96
Dilution Adjustment,-0.107,-0.733,-,-
Diluted Net Income,2157.11,1861.73,1629.18,1370.96
Diluted Weighted Average Shares,11.02,10.99,10.96,10.94
Diluted EPS Excluding Extraordinary Items,195.73,169.36,148.6,125.29
DPS - Common Stock Primary Issue,100,100,100,100
Diluted Normalized EPS,173.71,145.15,148.95,128.57
