Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,820209,703303,613842,628897
"Revenue 820209 703303 613842 628897  Other Revenue, Total - - - -","Revenue 820209 703303 613842 628897  Other Revenue, Total - - - -","Revenue 820209 703303 613842 628897  Other Revenue, Total - - - -","Revenue 820209 703303 613842 628897  Other Revenue, Total - - - -","Revenue 820209 703303 613842 628897  Other Revenue, Total - - - -"
Revenue,820209,703303,613842,628897
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",402839,333962,287219,284964
Gross Profit,417370,369341,326623,343933
Total Operating Expenses,697537,586639,515456,518286
"Selling/General/Admin. Expenses, Total 299861 178788 160375 165638  Research & Development - 51837 49096 50618  Depreciation / Amortization 70238 58882 19458 18888  Interest Expense (Income) - Net Operating -4016 -1638 - -  Unusual Expense (Income) - - -943 -2026  Other Operating Expenses, Total -71385 -35192 251 204","Selling/General/Admin. Expenses, Total 299861 178788 160375 165638  Research & Development - 51837 49096 50618  Depreciation / Amortization 70238 58882 19458 18888  Interest Expense (Income) - Net Operating -4016 -1638 - -  Unusual Expense (Income) - - -943 -2026  Other Operating Expenses, Total -71385 -35192 251 204","Selling/General/Admin. Expenses, Total 299861 178788 160375 165638  Research & Development - 51837 49096 50618  Depreciation / Amortization 70238 58882 19458 18888  Interest Expense (Income) - Net Operating -4016 -1638 - -  Unusual Expense (Income) - - -943 -2026  Other Operating Expenses, Total -71385 -35192 251 204","Selling/General/Admin. Expenses, Total 299861 178788 160375 165638  Research & Development - 51837 49096 50618  Depreciation / Amortization 70238 58882 19458 18888  Interest Expense (Income) - Net Operating -4016 -1638 - -  Unusual Expense (Income) - - -943 -2026  Other Operating Expenses, Total -71385 -35192 251 204","Selling/General/Admin. Expenses, Total 299861 178788 160375 165638  Research & Development - 51837 49096 50618  Depreciation / Amortization 70238 58882 19458 18888  Interest Expense (Income) - Net Operating -4016 -1638 - -  Unusual Expense (Income) - - -943 -2026  Other Operating Expenses, Total -71385 -35192 251 204"
"Selling/General/Admin. Expenses, Total",299861,178788,160375,165638
Research & Development,-,51837,49096,50618
Depreciation / Amortization,70238,58882,19458,18888
Interest Expense (Income) - Net Operating,-4016,-1638,-,-
Unusual Expense (Income),-,-,-943,-2026
"Other Operating Expenses, Total",-71385,-35192,251,204
Operating Income,122672,116664,98386,110611
"Interest Income (Expense), Net Non-Operating",-,-1459,-2170,-4796
Gain (Loss) on Sale of Assets,-,-473,-,-
"Other, Net",6536,2637,844,651
Net Income Before Taxes,116136,114500,97060,106466
Provision for Income Taxes,26811,25687,19859,21428
Net Income After Taxes,89325,88813,77201,85038
Minority Interest,-,-,67,173
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,89325,88813,77268,85211
Total Extraordinary Items,-,-,-,-
Net Income,89325,88813,77268,85211
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,89325,88813,77268,85211
Dilution Adjustment,1.22,-3.86,4,39
Diluted Net Income,89323.78,88816.86,77272,85250
Diluted Weighted Average Shares,750.94,756.66,756.76,757.02
Diluted EPS Excluding Extraordinary Items,118.95,117.38,102.11,112.61
DPS - Common Stock Primary Issue,40,34,29,28
Diluted Normalized EPS,101.1,96.29,101.12,110.47
