Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,55225,47351,37273.54,36821.52
"Revenue 55225 47351 37273.54 36821.52  Other Revenue, Total - - - -","Revenue 55225 47351 37273.54 36821.52  Other Revenue, Total - - - -","Revenue 55225 47351 37273.54 36821.52  Other Revenue, Total - - - -","Revenue 55225 47351 37273.54 36821.52  Other Revenue, Total - - - -","Revenue 55225 47351 37273.54 36821.52  Other Revenue, Total - - - -"
Revenue,55225,47351,37273.54,36821.52
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",20078,17681,12824.57,13613.78
Gross Profit,35147,29670,24448.97,23207.74
Total Operating Expenses,48949,42121,36106.85,36453.87
"Selling/General/Admin. Expenses, Total 28843 24337 22099.74 20316.45  Research & Development 126 21 34.52 -  Depreciation / Amortization 546 624 - -  Interest Expense (Income) - Net Operating -40 -49 - -  Unusual Expense (Income) - 871 1148.02 2523.64  Other Operating Expenses, Total -604 -493 - -","Selling/General/Admin. Expenses, Total 28843 24337 22099.74 20316.45  Research & Development 126 21 34.52 -  Depreciation / Amortization 546 624 - -  Interest Expense (Income) - Net Operating -40 -49 - -  Unusual Expense (Income) - 871 1148.02 2523.64  Other Operating Expenses, Total -604 -493 - -","Selling/General/Admin. Expenses, Total 28843 24337 22099.74 20316.45  Research & Development 126 21 34.52 -  Depreciation / Amortization 546 624 - -  Interest Expense (Income) - Net Operating -40 -49 - -  Unusual Expense (Income) - 871 1148.02 2523.64  Other Operating Expenses, Total -604 -493 - -","Selling/General/Admin. Expenses, Total 28843 24337 22099.74 20316.45  Research & Development 126 21 34.52 -  Depreciation / Amortization 546 624 - -  Interest Expense (Income) - Net Operating -40 -49 - -  Unusual Expense (Income) - 871 1148.02 2523.64  Other Operating Expenses, Total -604 -493 - -","Selling/General/Admin. Expenses, Total 28843 24337 22099.74 20316.45  Research & Development 126 21 34.52 -  Depreciation / Amortization 546 624 - -  Interest Expense (Income) - Net Operating -40 -49 - -  Unusual Expense (Income) - 871 1148.02 2523.64  Other Operating Expenses, Total -604 -493 - -"
"Selling/General/Admin. Expenses, Total",28843,24337,22099.74,20316.45
Research & Development,126,21,34.52,-
Depreciation / Amortization,546,624,-,-
Interest Expense (Income) - Net Operating,-40,-49,-,-
Unusual Expense (Income),-,871,1148.02,2523.64
"Other Operating Expenses, Total",-604,-493,-,-
Operating Income,6276,5230,1166.69,367.65
"Interest Income (Expense), Net Non-Operating",-,584,1359.24,1682.72
Gain (Loss) on Sale of Assets,-10,-117,52.38,132.81
"Other, Net",575,232,177.89,27.48
Net Income Before Taxes,5711,5115,2756.21,2210.66
Provision for Income Taxes,2121,1914,1602.41,2050.58
Net Income After Taxes,3590,3201,1153.8,160.08
Minority Interest,2812,3807,-666.84,-359.27
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3172,2071,486.96,-199.19
Total Extraordinary Items,-,-,-,-
Net Income,3172,2071,486.96,-199.19
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,3172,2071,486.96,-199.19
Dilution Adjustment,-,-,-,-
Diluted Net Income,3172,2071,486.96,-199.19
Diluted Weighted Average Shares,47.67,47.67,47.67,47.41
Diluted EPS Excluding Extraordinary Items,66.54,43.44,10.21,-4.2
DPS - Common Stock Primary Issue,-,13,2,-
Diluted Normalized EPS,78.05,46.11,25.09,39.4
