Period Ending:,202331/03,202231/03,202130/06,202030/06
Total Revenue,44574,30395,40205,37739
"Revenue 44574 30395 40205 37739  Other Revenue, Total - - - -","Revenue 44574 30395 40205 37739  Other Revenue, Total - - - -","Revenue 44574 30395 40205 37739  Other Revenue, Total - - - -","Revenue 44574 30395 40205 37739  Other Revenue, Total - - - -","Revenue 44574 30395 40205 37739  Other Revenue, Total - - - -"
Revenue,44574,30395,40205,37739
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",31436,21282,24449,23496
Gross Profit,13138,9113,15756,14243
Total Operating Expenses,42800,29304,38567,36760
"Selling/General/Admin. Expenses, Total 11364 8022 13542 12774  Research & Development - 960 549 456  Depreciation / Amortization 1232 921 - -  Interest Expense (Income) - Net Operating -7 -7 - -  Unusual Expense (Income) - - 27 33  Other Operating Expenses, Total -1728 -3504 - 1","Selling/General/Admin. Expenses, Total 11364 8022 13542 12774  Research & Development - 960 549 456  Depreciation / Amortization 1232 921 - -  Interest Expense (Income) - Net Operating -7 -7 - -  Unusual Expense (Income) - - 27 33  Other Operating Expenses, Total -1728 -3504 - 1","Selling/General/Admin. Expenses, Total 11364 8022 13542 12774  Research & Development - 960 549 456  Depreciation / Amortization 1232 921 - -  Interest Expense (Income) - Net Operating -7 -7 - -  Unusual Expense (Income) - - 27 33  Other Operating Expenses, Total -1728 -3504 - 1","Selling/General/Admin. Expenses, Total 11364 8022 13542 12774  Research & Development - 960 549 456  Depreciation / Amortization 1232 921 - -  Interest Expense (Income) - Net Operating -7 -7 - -  Unusual Expense (Income) - - 27 33  Other Operating Expenses, Total -1728 -3504 - 1","Selling/General/Admin. Expenses, Total 11364 8022 13542 12774  Research & Development - 960 549 456  Depreciation / Amortization 1232 921 - -  Interest Expense (Income) - Net Operating -7 -7 - -  Unusual Expense (Income) - - 27 33  Other Operating Expenses, Total -1728 -3504 - 1"
"Selling/General/Admin. Expenses, Total",11364,8022,13542,12774
Research & Development,-,960,549,456
Depreciation / Amortization,1232,921,-,-
Interest Expense (Income) - Net Operating,-7,-7,-,-
Unusual Expense (Income),-,-,27,33
"Other Operating Expenses, Total",-1728,-3504,-,1
Operating Income,1774,1091,1638,979
"Interest Income (Expense), Net Non-Operating",-,13,41,61
Gain (Loss) on Sale of Assets,-13,-8,-15,-
"Other, Net",40,-124,-9,66
Net Income Before Taxes,1747,1141,1670,1106
Provision for Income Taxes,586,307,498,415
Net Income After Taxes,1161,834,1172,691
Minority Interest,145,198,-11,-46
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1164,758,1161,645
Total Extraordinary Items,-,-,-,-
Net Income,1164,758,1161,645
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,1164,758,1161,643
Dilution Adjustment,-,-,-,-
Diluted Net Income,1164,758,1161,643
Diluted Weighted Average Shares,5.33,5.33,5.33,5.33
Diluted EPS Excluding Extraordinary Items,218.22,183.72,217.66,120.54
DPS - Common Stock Primary Issue,-,45,60,45
Diluted Normalized EPS,213.7,149.09,221.21,124.41
