Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,4444,3500,5056.41,6141.62
"Revenue 4444 3500 5056.41 6141.62  Other Revenue, Total - - - -","Revenue 4444 3500 5056.41 6141.62  Other Revenue, Total - - - -","Revenue 4444 3500 5056.41 6141.62  Other Revenue, Total - - - -","Revenue 4444 3500 5056.41 6141.62  Other Revenue, Total - - - -","Revenue 4444 3500 5056.41 6141.62  Other Revenue, Total - - - -"
Revenue,4444,3500,5056.41,6141.62
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3138,2576,3583.63,4283.19
Gross Profit,1306,924,1472.78,1858.44
Total Operating Expenses,4070,3397,4538.75,5273.52
"Selling/General/Admin. Expenses, Total 923 821 939.91 1015.31  Research & Development - - - -  Depreciation / Amortization 214 216 - -  Interest Expense (Income) - Net Operating -12 -12 - -  Unusual Expense (Income) - 2.64 15.2 -24.97  Other Operating Expenses, Total -193 -204 - -","Selling/General/Admin. Expenses, Total 923 821 939.91 1015.31  Research & Development - - - -  Depreciation / Amortization 214 216 - -  Interest Expense (Income) - Net Operating -12 -12 - -  Unusual Expense (Income) - 2.64 15.2 -24.97  Other Operating Expenses, Total -193 -204 - -","Selling/General/Admin. Expenses, Total 923 821 939.91 1015.31  Research & Development - - - -  Depreciation / Amortization 214 216 - -  Interest Expense (Income) - Net Operating -12 -12 - -  Unusual Expense (Income) - 2.64 15.2 -24.97  Other Operating Expenses, Total -193 -204 - -","Selling/General/Admin. Expenses, Total 923 821 939.91 1015.31  Research & Development - - - -  Depreciation / Amortization 214 216 - -  Interest Expense (Income) - Net Operating -12 -12 - -  Unusual Expense (Income) - 2.64 15.2 -24.97  Other Operating Expenses, Total -193 -204 - -","Selling/General/Admin. Expenses, Total 923 821 939.91 1015.31  Research & Development - - - -  Depreciation / Amortization 214 216 - -  Interest Expense (Income) - Net Operating -12 -12 - -  Unusual Expense (Income) - 2.64 15.2 -24.97  Other Operating Expenses, Total -193 -204 - -"
"Selling/General/Admin. Expenses, Total",923,821,939.91,1015.31
Research & Development,-,-,-,-
Depreciation / Amortization,214,216,-,-
Interest Expense (Income) - Net Operating,-12,-12,-,-
Unusual Expense (Income),-,2.64,15.2,-24.97
"Other Operating Expenses, Total",-193,-204,-,-
Operating Income,374,103,517.66,868.1
"Interest Income (Expense), Net Non-Operating",-,-3.52,-10.32,-12.3
Gain (Loss) on Sale of Assets,-,8,1.5,24.41
"Other, Net",-33,-88,19.54,30.3
Net Income Before Taxes,407,183,528.38,910.5
Provision for Income Taxes,147,65,177.44,270.28
Net Income After Taxes,260,118,350.95,640.22
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,260,118,350.95,640.22
Total Extraordinary Items,-,-,-,-
Net Income,260,118,350.95,640.22
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,260,118,350.95,640.22
Dilution Adjustment,-,-,-,-
Diluted Net Income,260,118,350.95,640.22
Diluted Weighted Average Shares,0.92,0.92,0.92,0.92
Diluted EPS Excluding Extraordinary Items,282.72,128.3,381.5,695.89
DPS - Common Stock Primary Issue,50,30,80,80
Diluted Normalized EPS,276.6,119.6,391.4,658.14
