Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,169309,206184,190673,222469
"Revenue 169309 206184 190673 222469  Other Revenue, Total - - - -","Revenue 169309 206184 190673 222469  Other Revenue, Total - - - -","Revenue 169309 206184 190673 222469  Other Revenue, Total - - - -","Revenue 169309 206184 190673 222469  Other Revenue, Total - - - -","Revenue 169309 206184 190673 222469  Other Revenue, Total - - - -"
Revenue,169309,206184,190673,222469
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",126342,163616,152072,176307
Gross Profit,42967,42568,38601,46162
Total Operating Expenses,152550,254150,190701,216527
"Selling/General/Admin. Expenses, Total 26208 35304 29113 32700  Research & Development - - 5423 5486  Depreciation / Amortization 9029 - - -  Interest Expense (Income) - Net Operating -326 - - -  Unusual Expense (Income) - 55228 4092 2033  Other Operating Expenses, Total -8703 2 1 1","Selling/General/Admin. Expenses, Total 26208 35304 29113 32700  Research & Development - - 5423 5486  Depreciation / Amortization 9029 - - -  Interest Expense (Income) - Net Operating -326 - - -  Unusual Expense (Income) - 55228 4092 2033  Other Operating Expenses, Total -8703 2 1 1","Selling/General/Admin. Expenses, Total 26208 35304 29113 32700  Research & Development - - 5423 5486  Depreciation / Amortization 9029 - - -  Interest Expense (Income) - Net Operating -326 - - -  Unusual Expense (Income) - 55228 4092 2033  Other Operating Expenses, Total -8703 2 1 1","Selling/General/Admin. Expenses, Total 26208 35304 29113 32700  Research & Development - - 5423 5486  Depreciation / Amortization 9029 - - -  Interest Expense (Income) - Net Operating -326 - - -  Unusual Expense (Income) - 55228 4092 2033  Other Operating Expenses, Total -8703 2 1 1","Selling/General/Admin. Expenses, Total 26208 35304 29113 32700  Research & Development - - 5423 5486  Depreciation / Amortization 9029 - - -  Interest Expense (Income) - Net Operating -326 - - -  Unusual Expense (Income) - 55228 4092 2033  Other Operating Expenses, Total -8703 2 1 1"
"Selling/General/Admin. Expenses, Total",26208,35304,29113,32700
Research & Development,-,-,5423,5486
Depreciation / Amortization,9029,-,-,-
Interest Expense (Income) - Net Operating,-326,-,-,-
Unusual Expense (Income),-,55228,4092,2033
"Other Operating Expenses, Total",-8703,2,1,1
Operating Income,16759,-47966,-28,5942
"Interest Income (Expense), Net Non-Operating",-,4711,1554,1991
Gain (Loss) on Sale of Assets,24802,1490,2246,361
"Other, Net",-52659,3135,1086,682
Net Income Before Taxes,44616,-38630,4858,8976
Provision for Income Taxes,1216,494,2949,2005
Net Income After Taxes,43400,-39124,1909,6971
Minority Interest,4378,-719,-677,-551
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,42494,-39843,1232,6420
Total Extraordinary Items,-,-,-,-
Net Income,42494,-39843,1232,6420
Total Adjustments to Net Income,-,-1,-2,-2
Income Available to Common Excluding Extraordinary Items,42494,-39844,1230,6418
Dilution Adjustment,-,-,-,-
Diluted Net Income,42494,-39844,1230,6418
Diluted Weighted Average Shares,34.77,40.47,40.47,40.47
Diluted EPS Excluding Extraordinary Items,1222.2,-984.57,30.39,158.59
DPS - Common Stock Primary Issue,115,75,75,75
Diluted Normalized EPS,339.47,-121.44,60.04,190.82
