Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Revenue,1875,1716,1671.79,1706.61
"Revenue 1875 1716 1671.79 1706.61  Other Revenue, Total - - - -","Revenue 1875 1716 1671.79 1706.61  Other Revenue, Total - - - -","Revenue 1875 1716 1671.79 1706.61  Other Revenue, Total - - - -","Revenue 1875 1716 1671.79 1706.61  Other Revenue, Total - - - -","Revenue 1875 1716 1671.79 1706.61  Other Revenue, Total - - - -"
Revenue,1875,1716,1671.79,1706.61
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,-,-,-
Gross Profit,1875,1716,-,-
Total Operating Expenses,862,907,804.01,843.4
"Selling/General/Admin. Expenses, Total 817 845 496.93 504.12  Research & Development - - - -  Depreciation / Amortization 45 62 19.27 16.7  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 48 - 2.59  Other Operating Expenses, Total - - 287.82 320","Selling/General/Admin. Expenses, Total 817 845 496.93 504.12  Research & Development - - - -  Depreciation / Amortization 45 62 19.27 16.7  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 48 - 2.59  Other Operating Expenses, Total - - 287.82 320","Selling/General/Admin. Expenses, Total 817 845 496.93 504.12  Research & Development - - - -  Depreciation / Amortization 45 62 19.27 16.7  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 48 - 2.59  Other Operating Expenses, Total - - 287.82 320","Selling/General/Admin. Expenses, Total 817 845 496.93 504.12  Research & Development - - - -  Depreciation / Amortization 45 62 19.27 16.7  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 48 - 2.59  Other Operating Expenses, Total - - 287.82 320","Selling/General/Admin. Expenses, Total 817 845 496.93 504.12  Research & Development - - - -  Depreciation / Amortization 45 62 19.27 16.7  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 48 - 2.59  Other Operating Expenses, Total - - 287.82 320"
"Selling/General/Admin. Expenses, Total",817,845,496.93,504.12
Research & Development,-,-,-,-
Depreciation / Amortization,45,62,19.27,16.7
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,48,-,2.59
"Other Operating Expenses, Total",-,-,287.82,320
Operating Income,1013,809,867.78,863.21
"Interest Income (Expense), Net Non-Operating",-,0.03,0.03,0.02
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",2,49,-0.09,-0.08
Net Income Before Taxes,1011,760,867.72,863.15
Provision for Income Taxes,325,263,298.52,298.37
Net Income After Taxes,686,497,569.2,564.78
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,686,497,569.2,564.78
Total Extraordinary Items,-,-,-,-
Net Income,686,497,569.2,564.78
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,686,497,569.2,564.78
Dilution Adjustment,-,-,-,-
Diluted Net Income,686,497,569.2,564.78
Diluted Weighted Average Shares,11.02,11.23,11.49,11.76
Diluted EPS Excluding Extraordinary Items,62.24,44.27,49.52,48.03
DPS - Common Stock Primary Issue,-,10,-,-
Diluted Normalized EPS,57.45,44.98,49.52,48.18
