Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,535641,525087,519941,631482
"Revenue 535641 525087 519941 631482  Other Revenue, Total - - - -","Revenue 535641 525087 519941 631482  Other Revenue, Total - - - -","Revenue 535641 525087 519941 631482  Other Revenue, Total - - - -","Revenue 535641 525087 519941 631482  Other Revenue, Total - - - -","Revenue 535641 525087 519941 631482  Other Revenue, Total - - - -"
Revenue,535641,525087,519941,631482
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",376901,364680,361548,445767
Gross Profit,158740,160407,158393,185715
Total Operating Expenses,504239,491747,503666,591698
"Selling/General/Admin. Expenses, Total 127338 126964 142015 158971  Research & Development - 166 148 170  Depreciation / Amortization 17755 18152 17691 -340  Interest Expense (Income) - Net Operating -1478 -1477 -1438 -  Unusual Expense (Income) - 11309 11140 -12870  Other Operating Expenses, Total -16277 -16738 -16298 -","Selling/General/Admin. Expenses, Total 127338 126964 142015 158971  Research & Development - 166 148 170  Depreciation / Amortization 17755 18152 17691 -340  Interest Expense (Income) - Net Operating -1478 -1477 -1438 -  Unusual Expense (Income) - 11309 11140 -12870  Other Operating Expenses, Total -16277 -16738 -16298 -","Selling/General/Admin. Expenses, Total 127338 126964 142015 158971  Research & Development - 166 148 170  Depreciation / Amortization 17755 18152 17691 -340  Interest Expense (Income) - Net Operating -1478 -1477 -1438 -  Unusual Expense (Income) - 11309 11140 -12870  Other Operating Expenses, Total -16277 -16738 -16298 -","Selling/General/Admin. Expenses, Total 127338 126964 142015 158971  Research & Development - 166 148 170  Depreciation / Amortization 17755 18152 17691 -340  Interest Expense (Income) - Net Operating -1478 -1477 -1438 -  Unusual Expense (Income) - 11309 11140 -12870  Other Operating Expenses, Total -16277 -16738 -16298 -","Selling/General/Admin. Expenses, Total 127338 126964 142015 158971  Research & Development - 166 148 170  Depreciation / Amortization 17755 18152 17691 -340  Interest Expense (Income) - Net Operating -1478 -1477 -1438 -  Unusual Expense (Income) - 11309 11140 -12870  Other Operating Expenses, Total -16277 -16738 -16298 -"
"Selling/General/Admin. Expenses, Total",127338,126964,142015,158971
Research & Development,-,166,148,170
Depreciation / Amortization,17755,18152,17691,-340
Interest Expense (Income) - Net Operating,-1478,-1477,-1438,-
Unusual Expense (Income),-,11309,11140,-12870
"Other Operating Expenses, Total",-16277,-16738,-16298,-
Operating Income,31402,33340,16275,39784
"Interest Income (Expense), Net Non-Operating",-,8138,13850,16574
Gain (Loss) on Sale of Assets,15877,406,10113,-
"Other, Net",-49216,-1695,-15104,475
Net Income Before Taxes,64741,34629,21266,56833
Provision for Income Taxes,17506,9322,10329,15221
Net Income After Taxes,47235,25307,10937,41612
Minority Interest,11089,10719,10418,-304
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,46855,24879,10112,41308
Total Extraordinary Items,-,-,-,-
Net Income,46855,24879,10112,41308
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,46855,24879,10112,41307
Dilution Adjustment,-,-,-,-
Diluted Net Income,46855,24879,10112,41307
Diluted Weighted Average Shares,222.39,222.42,228.22,231.49
Diluted EPS Excluding Extraordinary Items,210.69,111.85,44.31,178.44
DPS - Common Stock Primary Issue,40,38,36,44
Diluted Normalized EPS,108.04,126.02,57.44,136.27
