Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,2020,1640,1117.36,597.55
"Revenue - 1640 1117.36 597.55  Other Revenue, Total - - - -","Revenue - 1640 1117.36 597.55  Other Revenue, Total - - - -","Revenue - 1640 1117.36 597.55  Other Revenue, Total - - - -","Revenue - 1640 1117.36 597.55  Other Revenue, Total - - - -","Revenue - 1640 1117.36 597.55  Other Revenue, Total - - - -"
Revenue,-,1640,1117.36,597.55
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,1073,681.58,492.74
Gross Profit,-,567,435.78,104.81
Total Operating Expenses,-,1928,1767.82,1034.39
"Selling/General/Admin. Expenses, Total - 855 950.77 545.84  Research & Development - - - -  Depreciation / Amortization 39 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 135.47 -4.19  Other Operating Expenses, Total -39 -85 - -","Selling/General/Admin. Expenses, Total - 855 950.77 545.84  Research & Development - - - -  Depreciation / Amortization 39 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 135.47 -4.19  Other Operating Expenses, Total -39 -85 - -","Selling/General/Admin. Expenses, Total - 855 950.77 545.84  Research & Development - - - -  Depreciation / Amortization 39 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 135.47 -4.19  Other Operating Expenses, Total -39 -85 - -","Selling/General/Admin. Expenses, Total - 855 950.77 545.84  Research & Development - - - -  Depreciation / Amortization 39 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 135.47 -4.19  Other Operating Expenses, Total -39 -85 - -","Selling/General/Admin. Expenses, Total - 855 950.77 545.84  Research & Development - - - -  Depreciation / Amortization 39 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 135.47 -4.19  Other Operating Expenses, Total -39 -85 - -"
"Selling/General/Admin. Expenses, Total",-,855,950.77,545.84
Research & Development,-,-,-,-
Depreciation / Amortization,39,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,135.47,-4.19
"Other Operating Expenses, Total",-39,-85,-,-
Operating Income,-,-288,-650.46,-436.84
"Interest Income (Expense), Net Non-Operating",-,0.29,-0.54,-1.02
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-,-,4.77,1.1
Net Income Before Taxes,-,-288,-646.22,-436.75
Provision for Income Taxes,-,24,-135.3,1.25
Net Income After Taxes,-,-312,-510.93,-438.01
Minority Interest,-,24,-3.58,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,-315,-514.51,-438.01
Total Extraordinary Items,-,-,-,-
Net Income,-,-315,-514.51,-438.01
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,-,-315,-514.51,-438.01
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,-315,-514.51,-438.01
Diluted Weighted Average Shares,-,42.36,42.34,42.34
Diluted EPS Excluding Extraordinary Items,-,-7.44,-12.15,-10.35
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-,-4.32,-9.94,-10.41
