Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,320802,310334,339109,303616
"Revenue 320802 310334 339109 303616  Other Revenue, Total - - - -","Revenue 320802 310334 339109 303616  Other Revenue, Total - - - -","Revenue 320802 310334 339109 303616  Other Revenue, Total - - - -","Revenue 320802 310334 339109 303616  Other Revenue, Total - - - -","Revenue 320802 310334 339109 303616  Other Revenue, Total - - - -"
Revenue,320802,310334,339109,303616
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",254257,246861,275179,249242
Gross Profit,66545,63473,63930,54374
Total Operating Expenses,298051,287153,314713,291086
"Selling/General/Admin. Expenses, Total 43794 40292 37404 37408  Research & Development - 1311 962 720  Depreciation / Amortization 4170 3279 - -  Interest Expense (Income) - Net Operating -219 -101 - -  Unusual Expense (Income) - 444 1167 3715  Other Operating Expenses, Total -5019 -4489 1 1","Selling/General/Admin. Expenses, Total 43794 40292 37404 37408  Research & Development - 1311 962 720  Depreciation / Amortization 4170 3279 - -  Interest Expense (Income) - Net Operating -219 -101 - -  Unusual Expense (Income) - 444 1167 3715  Other Operating Expenses, Total -5019 -4489 1 1","Selling/General/Admin. Expenses, Total 43794 40292 37404 37408  Research & Development - 1311 962 720  Depreciation / Amortization 4170 3279 - -  Interest Expense (Income) - Net Operating -219 -101 - -  Unusual Expense (Income) - 444 1167 3715  Other Operating Expenses, Total -5019 -4489 1 1","Selling/General/Admin. Expenses, Total 43794 40292 37404 37408  Research & Development - 1311 962 720  Depreciation / Amortization 4170 3279 - -  Interest Expense (Income) - Net Operating -219 -101 - -  Unusual Expense (Income) - 444 1167 3715  Other Operating Expenses, Total -5019 -4489 1 1","Selling/General/Admin. Expenses, Total 43794 40292 37404 37408  Research & Development - 1311 962 720  Depreciation / Amortization 4170 3279 - -  Interest Expense (Income) - Net Operating -219 -101 - -  Unusual Expense (Income) - 444 1167 3715  Other Operating Expenses, Total -5019 -4489 1 1"
"Selling/General/Admin. Expenses, Total",43794,40292,37404,37408
Research & Development,-,1311,962,720
Depreciation / Amortization,4170,3279,-,-
Interest Expense (Income) - Net Operating,-219,-101,-,-
Unusual Expense (Income),-,444,1167,3715
"Other Operating Expenses, Total",-5019,-4489,1,1
Operating Income,22751,23181,24396,12530
"Interest Income (Expense), Net Non-Operating",-,69,67,-52
Gain (Loss) on Sale of Assets,-147,21,228,-
"Other, Net",754,-206,54,44
Net Income Before Taxes,22144,23366,24745,12522
Provision for Income Taxes,7264,8310,8360,2763
Net Income After Taxes,14880,15056,16385,9759
Minority Interest,4471,3407,-639,-336
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,13813,15021,15746,9423
Total Extraordinary Items,-,-,-,-
Net Income,13813,15021,15746,9423
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,13813,15021,15745,9422
Dilution Adjustment,-,-,-,-
Diluted Net Income,13813,15021,15745,9422
Diluted Weighted Average Shares,148.95,148.94,148.93,148.91
Diluted EPS Excluding Extraordinary Items,92.74,100.85,105.72,63.27
DPS - Common Stock Primary Issue,46,43,35,27.33
Diluted Normalized EPS,89.21,99.09,111.5,84.37
