Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,36668,34334,30394,26172
"Revenue 36668 34334 30394 26172  Other Revenue, Total - - - -","Revenue 36668 34334 30394 26172  Other Revenue, Total - - - -","Revenue 36668 34334 30394 26172  Other Revenue, Total - - - -","Revenue 36668 34334 30394 26172  Other Revenue, Total - - - -","Revenue 36668 34334 30394 26172  Other Revenue, Total - - - -"
Revenue,36668,34334,30394,26172
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",24465,22933,20470,18369
Gross Profit,12203,11401,9924,7803
Total Operating Expenses,32176,30494,27500,24765
"Selling/General/Admin. Expenses, Total 7455 7176 6611 5989  Research & Development 100 63 61 -  Depreciation / Amortization 468 304 266 102  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - 17 90 304  Other Operating Expenses, Total -301 1 2 1","Selling/General/Admin. Expenses, Total 7455 7176 6611 5989  Research & Development 100 63 61 -  Depreciation / Amortization 468 304 266 102  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - 17 90 304  Other Operating Expenses, Total -301 1 2 1","Selling/General/Admin. Expenses, Total 7455 7176 6611 5989  Research & Development 100 63 61 -  Depreciation / Amortization 468 304 266 102  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - 17 90 304  Other Operating Expenses, Total -301 1 2 1","Selling/General/Admin. Expenses, Total 7455 7176 6611 5989  Research & Development 100 63 61 -  Depreciation / Amortization 468 304 266 102  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - 17 90 304  Other Operating Expenses, Total -301 1 2 1","Selling/General/Admin. Expenses, Total 7455 7176 6611 5989  Research & Development 100 63 61 -  Depreciation / Amortization 468 304 266 102  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - 17 90 304  Other Operating Expenses, Total -301 1 2 1"
"Selling/General/Admin. Expenses, Total",7455,7176,6611,5989
Research & Development,100,63,61,-
Depreciation / Amortization,468,304,266,102
Interest Expense (Income) - Net Operating,-11,-,-,-
Unusual Expense (Income),-,17,90,304
"Other Operating Expenses, Total",-301,1,2,1
Operating Income,4492,3840,2894,1407
"Interest Income (Expense), Net Non-Operating",-,173,197,-4
Gain (Loss) on Sale of Assets,-9,-,-,11
"Other, Net",-192,20,52,2
Net Income Before Taxes,4693,4033,3143,1416
Provision for Income Taxes,1572,1249,1114,154
Net Income After Taxes,3121,2784,2029,1262
Minority Interest,7,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3121,2784,2029,1262
Total Extraordinary Items,-,-,-,-
Net Income,3121,2784,2029,1262
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,3121,2784,2029,1261
Dilution Adjustment,-,-,-,-
Diluted Net Income,3121,2784,2029,1261
Diluted Weighted Average Shares,15.81,14.85,13.6,13.32
Diluted EPS Excluding Extraordinary Items,197.43,187.42,149.15,94.67
DPS - Common Stock Primary Issue,43,35,25,16.5
Diluted Normalized EPS,186.02,196.63,160.55,114.65
