Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,483071,415116,385706,406004
"Revenue 483071 415116 385706 406004  Other Revenue, Total - - - -","Revenue 483071 415116 385706 406004  Other Revenue, Total - - - -","Revenue 483071 415116 385706 406004  Other Revenue, Total - - - -","Revenue 483071 415116 385706 406004  Other Revenue, Total - - - -","Revenue 483071 415116 385706 406004  Other Revenue, Total - - - -"
Revenue,483071,415116,385706,406004
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",194593,166699,158885,171378
Gross Profit,288478,248417,226821,234626
Total Operating Expenses,417002,361912,342012,362708
"Selling/General/Admin. Expenses, Total 222409 182033 170153 175053  Research & Development - 8617 8449 8931  Depreciation / Amortization 25333 23769 22113 4966  Interest Expense (Income) - Net Operating -666 -680 -758 -  Unusual Expense (Income) - 400 2235 2379  Other Operating Expenses, Total -20078 -18526 -16830 1","Selling/General/Admin. Expenses, Total 222409 182033 170153 175053  Research & Development - 8617 8449 8931  Depreciation / Amortization 25333 23769 22113 4966  Interest Expense (Income) - Net Operating -666 -680 -758 -  Unusual Expense (Income) - 400 2235 2379  Other Operating Expenses, Total -20078 -18526 -16830 1","Selling/General/Admin. Expenses, Total 222409 182033 170153 175053  Research & Development - 8617 8449 8931  Depreciation / Amortization 25333 23769 22113 4966  Interest Expense (Income) - Net Operating -666 -680 -758 -  Unusual Expense (Income) - 400 2235 2379  Other Operating Expenses, Total -20078 -18526 -16830 1","Selling/General/Admin. Expenses, Total 222409 182033 170153 175053  Research & Development - 8617 8449 8931  Depreciation / Amortization 25333 23769 22113 4966  Interest Expense (Income) - Net Operating -666 -680 -758 -  Unusual Expense (Income) - 400 2235 2379  Other Operating Expenses, Total -20078 -18526 -16830 1","Selling/General/Admin. Expenses, Total 222409 182033 170153 175053  Research & Development - 8617 8449 8931  Depreciation / Amortization 25333 23769 22113 4966  Interest Expense (Income) - Net Operating -666 -680 -758 -  Unusual Expense (Income) - 400 2235 2379  Other Operating Expenses, Total -20078 -18526 -16830 1"
"Selling/General/Admin. Expenses, Total",222409,182033,170153,175053
Research & Development,-,8617,8449,8931
Depreciation / Amortization,25333,23769,22113,4966
Interest Expense (Income) - Net Operating,-666,-680,-758,-
Unusual Expense (Income),-,400,2235,2379
"Other Operating Expenses, Total",-20078,-18526,-16830,1
Operating Income,66069,53204,43694,43296
"Interest Income (Expense), Net Non-Operating",-,15791,15249,13941
Gain (Loss) on Sale of Assets,714,2508,3298,128
"Other, Net",-13173,-18782,-18938,1363
Net Income Before Taxes,78528,69478,59334,58728
Provision for Income Taxes,22636,20197,15844,13889
Net Income After Taxes,55892,49281,43490,44839
Minority Interest,46837,38867,34810,-5103
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,50641,44917,39267,39736
Total Extraordinary Items,-,-,-,-
Net Income,50641,44917,39267,39736
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,50641,44917,39267,39735
Dilution Adjustment,-,-,-,-
Diluted Net Income,50641,44917,39267,39735
Diluted Weighted Average Shares,156.21,160.22,160.37,160.2
Diluted EPS Excluding Extraordinary Items,324.18,280.35,244.85,248.04
DPS - Common Stock Primary Issue,90,72,52,46
Diluted Normalized EPS,278.34,240.17,198.14,258.77
