Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,9469,8681,7957,6260
"Revenue 9469 8681 7957 6260  Other Revenue, Total - - - -","Revenue 9469 8681 7957 6260  Other Revenue, Total - - - -","Revenue 9469 8681 7957 6260  Other Revenue, Total - - - -","Revenue 9469 8681 7957 6260  Other Revenue, Total - - - -","Revenue 9469 8681 7957 6260  Other Revenue, Total - - - -"
Revenue,9469,8681,7957,6260
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7862,7136,6659,5046
Gross Profit,1607,1545,1298,1214
Total Operating Expenses,8559,7844,7261,5602
"Selling/General/Admin. Expenses, Total 688 707 601 555  Research & Development - - - -  Depreciation / Amortization 119 - - -  Interest Expense (Income) - Net Operating -46 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -64 1 1 1","Selling/General/Admin. Expenses, Total 688 707 601 555  Research & Development - - - -  Depreciation / Amortization 119 - - -  Interest Expense (Income) - Net Operating -46 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -64 1 1 1","Selling/General/Admin. Expenses, Total 688 707 601 555  Research & Development - - - -  Depreciation / Amortization 119 - - -  Interest Expense (Income) - Net Operating -46 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -64 1 1 1","Selling/General/Admin. Expenses, Total 688 707 601 555  Research & Development - - - -  Depreciation / Amortization 119 - - -  Interest Expense (Income) - Net Operating -46 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -64 1 1 1","Selling/General/Admin. Expenses, Total 688 707 601 555  Research & Development - - - -  Depreciation / Amortization 119 - - -  Interest Expense (Income) - Net Operating -46 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -64 1 1 1"
"Selling/General/Admin. Expenses, Total",688,707,601,555
Research & Development,-,-,-,-
Depreciation / Amortization,119,-,-,-
Interest Expense (Income) - Net Operating,-46,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-64,1,1,1
Operating Income,910,837,696,658
"Interest Income (Expense), Net Non-Operating",-,-41,-35,-32
Gain (Loss) on Sale of Assets,-,73,-,-
"Other, Net",44,7,9,7
Net Income Before Taxes,866,876,670,633
Provision for Income Taxes,272,298,207,193
Net Income After Taxes,594,578,463,440
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,594,578,463,440
Total Extraordinary Items,-,-,-,-
Net Income,594,578,463,440
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,594,577,463,439
Dilution Adjustment,-,-,-,-
Diluted Net Income,594,577,463,439
Diluted Weighted Average Shares,11.36,11.38,11.35,11.36
Diluted EPS Excluding Extraordinary Items,52.28,50.72,40.8,38.65
DPS - Common Stock Primary Issue,-,15.5,13.5,13.5
Diluted Normalized EPS,47.64,46.48,40.8,38.65
