Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1604036,1421451,1272140,1372616
"Revenue 1604036 1421451 1272140 1372616  Other Revenue, Total - - - -","Revenue 1604036 1421451 1272140 1372616  Other Revenue, Total - - - -","Revenue 1604036 1421451 1272140 1372616  Other Revenue, Total - - - -","Revenue 1604036 1421451 1272140 1372616  Other Revenue, Total - - - -","Revenue 1604036 1421451 1272140 1372616  Other Revenue, Total - - - -"
Revenue,1604036,1421451,1272140,1372616
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1449619,1270778,1138717,1238561
Gross Profit,154417,150673,133423,134055
Total Operating Expenses,1556363,1360511,1214222,1324831
"Selling/General/Admin. Expenses, Total 106942 69737 62339 70204  Research & Development - 11971 9360 8185  Depreciation / Amortization 47040 42566 39947 6470  Interest Expense (Income) - Net Operating -2781 -750 -1120 -  Unusual Expense (Income) - - 1564 3958  Other Operating Expenses, Total -29956 -33791 -35021 -2547","Selling/General/Admin. Expenses, Total 106942 69737 62339 70204  Research & Development - 11971 9360 8185  Depreciation / Amortization 47040 42566 39947 6470  Interest Expense (Income) - Net Operating -2781 -750 -1120 -  Unusual Expense (Income) - - 1564 3958  Other Operating Expenses, Total -29956 -33791 -35021 -2547","Selling/General/Admin. Expenses, Total 106942 69737 62339 70204  Research & Development - 11971 9360 8185  Depreciation / Amortization 47040 42566 39947 6470  Interest Expense (Income) - Net Operating -2781 -750 -1120 -  Unusual Expense (Income) - - 1564 3958  Other Operating Expenses, Total -29956 -33791 -35021 -2547","Selling/General/Admin. Expenses, Total 106942 69737 62339 70204  Research & Development - 11971 9360 8185  Depreciation / Amortization 47040 42566 39947 6470  Interest Expense (Income) - Net Operating -2781 -750 -1120 -  Unusual Expense (Income) - - 1564 3958  Other Operating Expenses, Total -29956 -33791 -35021 -2547","Selling/General/Admin. Expenses, Total 106942 69737 62339 70204  Research & Development - 11971 9360 8185  Depreciation / Amortization 47040 42566 39947 6470  Interest Expense (Income) - Net Operating -2781 -750 -1120 -  Unusual Expense (Income) - - 1564 3958  Other Operating Expenses, Total -29956 -33791 -35021 -2547"
"Selling/General/Admin. Expenses, Total",106942,69737,62339,70204
Research & Development,-,11971,9360,8185
Depreciation / Amortization,47040,42566,39947,6470
Interest Expense (Income) - Net Operating,-2781,-750,-1120,-
Unusual Expense (Income),-,-,1564,3958
"Other Operating Expenses, Total",-29956,-33791,-35021,-2547
Operating Income,47673,60940,57918,47785
"Interest Income (Expense), Net Non-Operating",-,4240,-19,262
Gain (Loss) on Sale of Assets,-,-438,-614,-
"Other, Net",-4617,-3150,1188,27
Net Income Before Taxes,52290,64528,57344,48074
Provision for Income Taxes,31465,18563,19748,16446
Net Income After Taxes,20825,45965,37596,31628
Minority Interest,36153,37672,34715,-6841
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,14679,39260,31188,24787
Total Extraordinary Items,-,-,-,-
Net Income,14679,39260,31188,24787
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,14679,39260,31188,24786
Dilution Adjustment,-0.722,-1.74,-,-
Diluted Net Income,14679.72,39261.74,31188,24786
Diluted Weighted Average Shares,186.86,186.84,186.84,186.54
Diluted EPS Excluding Extraordinary Items,78.56,210.13,166.92,132.87
DPS - Common Stock Primary Issue,70,64,42,54
Diluted Normalized EPS,142.01,187.83,161.41,146.83
