Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,22174,19633,18734.27,18999.76
"Revenue 22174 19633 18734.27 18999.76  Other Revenue, Total - - - -","Revenue 22174 19633 18734.27 18999.76  Other Revenue, Total - - - -","Revenue 22174 19633 18734.27 18999.76  Other Revenue, Total - - - -","Revenue 22174 19633 18734.27 18999.76  Other Revenue, Total - - - -","Revenue 22174 19633 18734.27 18999.76  Other Revenue, Total - - - -"
Revenue,22174,19633,18734.27,18999.76
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",14946,12672.32,12421.27,12257.8
Gross Profit,7228,6960.68,6312.99,6741.96
Total Operating Expenses,19421,17039.59,16699.52,16502.81
"Selling/General/Admin. Expenses, Total 4475 4225.15 4205.46 4179.61  Research & Development 90 120.28 142.22 219.41  Depreciation / Amortization 858 - - -  Interest Expense (Income) - Net Operating -22 - - -  Unusual Expense (Income) - 21.84 -69.44 -154  Other Operating Expenses, Total -926 - - -","Selling/General/Admin. Expenses, Total 4475 4225.15 4205.46 4179.61  Research & Development 90 120.28 142.22 219.41  Depreciation / Amortization 858 - - -  Interest Expense (Income) - Net Operating -22 - - -  Unusual Expense (Income) - 21.84 -69.44 -154  Other Operating Expenses, Total -926 - - -","Selling/General/Admin. Expenses, Total 4475 4225.15 4205.46 4179.61  Research & Development 90 120.28 142.22 219.41  Depreciation / Amortization 858 - - -  Interest Expense (Income) - Net Operating -22 - - -  Unusual Expense (Income) - 21.84 -69.44 -154  Other Operating Expenses, Total -926 - - -","Selling/General/Admin. Expenses, Total 4475 4225.15 4205.46 4179.61  Research & Development 90 120.28 142.22 219.41  Depreciation / Amortization 858 - - -  Interest Expense (Income) - Net Operating -22 - - -  Unusual Expense (Income) - 21.84 -69.44 -154  Other Operating Expenses, Total -926 - - -","Selling/General/Admin. Expenses, Total 4475 4225.15 4205.46 4179.61  Research & Development 90 120.28 142.22 219.41  Depreciation / Amortization 858 - - -  Interest Expense (Income) - Net Operating -22 - - -  Unusual Expense (Income) - 21.84 -69.44 -154  Other Operating Expenses, Total -926 - - -"
"Selling/General/Admin. Expenses, Total",4475,4225.15,4205.46,4179.61
Research & Development,90,120.28,142.22,219.41
Depreciation / Amortization,858,-,-,-
Interest Expense (Income) - Net Operating,-22,-,-,-
Unusual Expense (Income),-,21.84,-69.44,-154
"Other Operating Expenses, Total",-926,-,-,-
Operating Income,2753,2593.42,2034.75,2496.95
"Interest Income (Expense), Net Non-Operating",-,117.12,-33.32,85.54
Gain (Loss) on Sale of Assets,-14,-18.02,-5.48,-
"Other, Net",-54,62.54,31.76,41.06
Net Income Before Taxes,2821,2755.06,2027.7,2623.55
Provision for Income Taxes,376,1026.33,821.25,915.79
Net Income After Taxes,2445,1728.73,1206.46,1707.76
Minority Interest,316,-9.89,-0.94,-10.76
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2413,1718.84,1205.52,1697
Total Extraordinary Items,-,-,-,-
Net Income,2413,1718.84,1205.52,1697
Total Adjustments to Net Income,-,-0,-0,-0
Income Available to Common Excluding Extraordinary Items,2413,1718.84,1205.52,1697
Dilution Adjustment,-0.348,-,-,-
Diluted Net Income,-,1718.84,1205.52,1697
Diluted Weighted Average Shares,18.3,18.29,18.29,18.04
Diluted EPS Excluding Extraordinary Items,131.85,93.98,65.91,94.09
DPS - Common Stock Primary Issue,54,41,41,24
Diluted Normalized EPS,102.7,98.15,66.63,91.38
