Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,3774,3987,3662.37,4602.98
"Revenue 3774 3987 3662.37 4602.98  Other Revenue, Total - - - -","Revenue 3774 3987 3662.37 4602.98  Other Revenue, Total - - - -","Revenue 3774 3987 3662.37 4602.98  Other Revenue, Total - - - -","Revenue 3774 3987 3662.37 4602.98  Other Revenue, Total - - - -","Revenue 3774 3987 3662.37 4602.98  Other Revenue, Total - - - -"
Revenue,3774,3987,3662.37,4602.98
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",272,340,349.55,440.35
Gross Profit,3502,3647,3312.82,4162.63
Total Operating Expenses,3707,4061,4096.19,4513.1
"Selling/General/Admin. Expenses, Total 3236 3468 3372.32 3742.3  Research & Development - - - -  Depreciation / Amortization 199 269 211.18 244.39  Interest Expense (Income) - Net Operating -52 -78 - -  Unusual Expense (Income) - 171.12 163.15 86.06  Other Operating Expenses, Total 52 62 - -","Selling/General/Admin. Expenses, Total 3236 3468 3372.32 3742.3  Research & Development - - - -  Depreciation / Amortization 199 269 211.18 244.39  Interest Expense (Income) - Net Operating -52 -78 - -  Unusual Expense (Income) - 171.12 163.15 86.06  Other Operating Expenses, Total 52 62 - -","Selling/General/Admin. Expenses, Total 3236 3468 3372.32 3742.3  Research & Development - - - -  Depreciation / Amortization 199 269 211.18 244.39  Interest Expense (Income) - Net Operating -52 -78 - -  Unusual Expense (Income) - 171.12 163.15 86.06  Other Operating Expenses, Total 52 62 - -","Selling/General/Admin. Expenses, Total 3236 3468 3372.32 3742.3  Research & Development - - - -  Depreciation / Amortization 199 269 211.18 244.39  Interest Expense (Income) - Net Operating -52 -78 - -  Unusual Expense (Income) - 171.12 163.15 86.06  Other Operating Expenses, Total 52 62 - -","Selling/General/Admin. Expenses, Total 3236 3468 3372.32 3742.3  Research & Development - - - -  Depreciation / Amortization 199 269 211.18 244.39  Interest Expense (Income) - Net Operating -52 -78 - -  Unusual Expense (Income) - 171.12 163.15 86.06  Other Operating Expenses, Total 52 62 - -"
"Selling/General/Admin. Expenses, Total",3236,3468,3372.32,3742.3
Research & Development,-,-,-,-
Depreciation / Amortization,199,269,211.18,244.39
Interest Expense (Income) - Net Operating,-52,-78,-,-
Unusual Expense (Income),-,171.12,163.15,86.06
"Other Operating Expenses, Total",52,62,-,-
Operating Income,67,-74,-433.82,89.88
"Interest Income (Expense), Net Non-Operating",-,-79.11,-65.6,-65.74
Gain (Loss) on Sale of Assets,1,512,-0.08,7.09
"Other, Net",162,-765,1.14,4.93
Net Income Before Taxes,-96,179,-498.37,36.16
Provision for Income Taxes,109,115,92.14,-45.33
Net Income After Taxes,-205,64,-590.51,81.49
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-205,64,-590.51,81.49
Total Extraordinary Items,-,-,-,-
Net Income,-205,64,-590.51,81.49
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-205,64,-590.51,81.49
Dilution Adjustment,-,-,-,-
Diluted Net Income,-205,64,-590.51,81.49
Diluted Weighted Average Shares,8.95,8.95,8.95,8.95
Diluted EPS Excluding Extraordinary Items,-22.89,7.15,-65.95,9.1
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,0.907,-11.31,-51.61,17.33
