Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,8070,8149,6284,8761
"Revenue 8070 8149 6284 8761  Other Revenue, Total - - - -","Revenue 8070 8149 6284 8761  Other Revenue, Total - - - -","Revenue 8070 8149 6284 8761  Other Revenue, Total - - - -","Revenue 8070 8149 6284 8761  Other Revenue, Total - - - -","Revenue 8070 8149 6284 8761  Other Revenue, Total - - - -"
Revenue,8070,8149,6284,8761
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",6620,6675,5296,7083
Gross Profit,1450,1474,988,1678
Total Operating Expenses,7684,7776,6348,8248
"Selling/General/Admin. Expenses, Total 1064 806 744 848  Research & Development - 295 308 314  Depreciation / Amortization 857 853 - -  Interest Expense (Income) - Net Operating -43 -46 - -  Unusual Expense (Income) - - 7 1  Other Operating Expenses, Total -814 -807 - 2","Selling/General/Admin. Expenses, Total 1064 806 744 848  Research & Development - 295 308 314  Depreciation / Amortization 857 853 - -  Interest Expense (Income) - Net Operating -43 -46 - -  Unusual Expense (Income) - - 7 1  Other Operating Expenses, Total -814 -807 - 2","Selling/General/Admin. Expenses, Total 1064 806 744 848  Research & Development - 295 308 314  Depreciation / Amortization 857 853 - -  Interest Expense (Income) - Net Operating -43 -46 - -  Unusual Expense (Income) - - 7 1  Other Operating Expenses, Total -814 -807 - 2","Selling/General/Admin. Expenses, Total 1064 806 744 848  Research & Development - 295 308 314  Depreciation / Amortization 857 853 - -  Interest Expense (Income) - Net Operating -43 -46 - -  Unusual Expense (Income) - - 7 1  Other Operating Expenses, Total -814 -807 - 2","Selling/General/Admin. Expenses, Total 1064 806 744 848  Research & Development - 295 308 314  Depreciation / Amortization 857 853 - -  Interest Expense (Income) - Net Operating -43 -46 - -  Unusual Expense (Income) - - 7 1  Other Operating Expenses, Total -814 -807 - 2"
"Selling/General/Admin. Expenses, Total",1064,806,744,848
Research & Development,-,295,308,314
Depreciation / Amortization,857,853,-,-
Interest Expense (Income) - Net Operating,-43,-46,-,-
Unusual Expense (Income),-,-,7,1
"Other Operating Expenses, Total",-814,-807,-,2
Operating Income,386,373,-64,513
"Interest Income (Expense), Net Non-Operating",-,-25,-14,-15
Gain (Loss) on Sale of Assets,4,2,-7,-15
"Other, Net",144,88,-72,13
Net Income Before Taxes,238,283,-157,496
Provision for Income Taxes,-103,-2,3,73
Net Income After Taxes,341,285,-160,423
Minority Interest,422,402,-16,-21
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,322,265,-176,402
Total Extraordinary Items,-,-,-,-
Net Income,322,265,-176,402
Total Adjustments to Net Income,-,-,-2,-1
Income Available to Common Excluding Extraordinary Items,322,265,-178,401
Dilution Adjustment,-,-,-,-
Diluted Net Income,322,265,-178,401
Diluted Weighted Average Shares,2.96,3.01,3.01,3.01
Diluted EPS Excluding Extraordinary Items,108.73,88.01,-59.14,133.33
DPS - Common Stock Primary Issue,20,18,10,30
Diluted Normalized EPS,65.34,52.93,-57.62,137.86
