Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,278406,256551,246821,259411
"Revenue 278406 256551 246821 259411  Other Revenue, Total - - - -","Revenue 278406 256551 246821 259411  Other Revenue, Total - - - -","Revenue 278406 256551 246821 259411  Other Revenue, Total - - - -","Revenue 278406 256551 246821 259411  Other Revenue, Total - - - -","Revenue 278406 256551 246821 259411  Other Revenue, Total - - - -"
Revenue,278406,256551,246821,259411
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",166467,150845,147451,155769
Gross Profit,111939,105706,99370,103642
Total Operating Expenses,247251,228319,221111,232463
"Selling/General/Admin. Expenses, Total 80784 65366 62467 64598  Research & Development - 12108 11181 11788  Depreciation / Amortization 4954 4847 - -  Interest Expense (Income) - Net Operating -147 -123 - -  Unusual Expense (Income) - 218 10 307  Other Operating Expenses, Total -4807 -4724 2 1","Selling/General/Admin. Expenses, Total 80784 65366 62467 64598  Research & Development - 12108 11181 11788  Depreciation / Amortization 4954 4847 - -  Interest Expense (Income) - Net Operating -147 -123 - -  Unusual Expense (Income) - 218 10 307  Other Operating Expenses, Total -4807 -4724 2 1","Selling/General/Admin. Expenses, Total 80784 65366 62467 64598  Research & Development - 12108 11181 11788  Depreciation / Amortization 4954 4847 - -  Interest Expense (Income) - Net Operating -147 -123 - -  Unusual Expense (Income) - 218 10 307  Other Operating Expenses, Total -4807 -4724 2 1","Selling/General/Admin. Expenses, Total 80784 65366 62467 64598  Research & Development - 12108 11181 11788  Depreciation / Amortization 4954 4847 - -  Interest Expense (Income) - Net Operating -147 -123 - -  Unusual Expense (Income) - 218 10 307  Other Operating Expenses, Total -4807 -4724 2 1","Selling/General/Admin. Expenses, Total 80784 65366 62467 64598  Research & Development - 12108 11181 11788  Depreciation / Amortization 4954 4847 - -  Interest Expense (Income) - Net Operating -147 -123 - -  Unusual Expense (Income) - 218 10 307  Other Operating Expenses, Total -4807 -4724 2 1"
"Selling/General/Admin. Expenses, Total",80784,65366,62467,64598
Research & Development,-,12108,11181,11788
Depreciation / Amortization,4954,4847,-,-
Interest Expense (Income) - Net Operating,-147,-123,-,-
Unusual Expense (Income),-,218,10,307
"Other Operating Expenses, Total",-4807,-4724,2,1
Operating Income,31155,28232,25710,26948
"Interest Income (Expense), Net Non-Operating",-,2168,2119,1273
Gain (Loss) on Sale of Assets,2474,743,195,-47
"Other, Net",-3437,-2555,-15,-40
Net Income Before Taxes,32118,30044,28009,28134
Provision for Income Taxes,8813,8623,7612,7932
Net Income After Taxes,23305,21421,20397,20202
Minority Interest,3060,2827,-478,-409
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,22602,20784,19919,19793
Total Extraordinary Items,-,-,-,-
Net Income,22602,20784,19919,19793
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,22602,20784,19918,19793
Dilution Adjustment,-,-,-,-
Diluted Net Income,22602,20784,19918,19793
Diluted Weighted Average Shares,134.33,137.84,139.51,140.58
Diluted EPS Excluding Extraordinary Items,168.26,150.79,142.77,140.8
DPS - Common Stock Primary Issue,66,60,55,50
Diluted Normalized EPS,145.46,129.23,141.8,142.6
