Period Ending:,202230/04,202130/04,202030/04,201930/04
Total Revenue,1762.33,1273.82,2348.21,2847.4
"Revenue 1762.33 1273.82 2348.21 2847.4  Other Revenue, Total - - - -","Revenue 1762.33 1273.82 2348.21 2847.4  Other Revenue, Total - - - -","Revenue 1762.33 1273.82 2348.21 2847.4  Other Revenue, Total - - - -","Revenue 1762.33 1273.82 2348.21 2847.4  Other Revenue, Total - - - -","Revenue 1762.33 1273.82 2348.21 2847.4  Other Revenue, Total - - - -"
Revenue,1762.33,1273.82,2348.21,2847.4
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1099.65,816.66,1416.68,1663.04
Gross Profit,662.68,457.16,931.53,1184.36
Total Operating Expenses,1740.44,2430.89,2303.45,2546.01
"Selling/General/Admin. Expenses, Total 405.58 543.51 724.91 739.36  Research & Development 227.14 179.54 161.85 128.99  Depreciation / Amortization 11.06 11.89 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) -2.99 879.29 0.01 14.62  Other Operating Expenses, Total - -0 - -","Selling/General/Admin. Expenses, Total 405.58 543.51 724.91 739.36  Research & Development 227.14 179.54 161.85 128.99  Depreciation / Amortization 11.06 11.89 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) -2.99 879.29 0.01 14.62  Other Operating Expenses, Total - -0 - -","Selling/General/Admin. Expenses, Total 405.58 543.51 724.91 739.36  Research & Development 227.14 179.54 161.85 128.99  Depreciation / Amortization 11.06 11.89 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) -2.99 879.29 0.01 14.62  Other Operating Expenses, Total - -0 - -","Selling/General/Admin. Expenses, Total 405.58 543.51 724.91 739.36  Research & Development 227.14 179.54 161.85 128.99  Depreciation / Amortization 11.06 11.89 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) -2.99 879.29 0.01 14.62  Other Operating Expenses, Total - -0 - -","Selling/General/Admin. Expenses, Total 405.58 543.51 724.91 739.36  Research & Development 227.14 179.54 161.85 128.99  Depreciation / Amortization 11.06 11.89 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) -2.99 879.29 0.01 14.62  Other Operating Expenses, Total - -0 - -"
"Selling/General/Admin. Expenses, Total",405.58,543.51,724.91,739.36
Research & Development,227.14,179.54,161.85,128.99
Depreciation / Amortization,11.06,11.89,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-2.99,879.29,0.01,14.62
"Other Operating Expenses, Total",-,-0,-,-
Operating Income,21.89,-1157.08,44.76,301.39
"Interest Income (Expense), Net Non-Operating",-16.05,-15.87,-15.81,-31.03
Gain (Loss) on Sale of Assets,-0,-0.9,0.1,4.54
"Other, Net",126.51,-18.93,70.08,2.54
Net Income Before Taxes,132.35,-1192.78,99.13,277.45
Provision for Income Taxes,-23.05,3.19,37.48,55.58
Net Income After Taxes,155.4,-1195.97,61.65,221.87
Minority Interest,-,-,9.29,0.15
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,155.4,-1195.97,70.94,222.02
Total Extraordinary Items,-,-,-,-
Net Income,155.4,-1195.97,70.94,222.02
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,155.4,-1195.97,70.94,222.02
Dilution Adjustment,-,-,-,-
Diluted Net Income,155.4,-1195.97,70.94,222.02
Diluted Weighted Average Shares,3.86,3.79,3.59,3.33
Diluted EPS Excluding Extraordinary Items,40.26,-315.95,19.77,66.61
DPS - Common Stock Primary Issue,3,-,3,-
Diluted Normalized EPS,39.75,-164.8,27.37,77.36
