Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,951247,729969,544737,590593
"Revenue 951247 729969 544737 590593  Other Revenue, Total - - - -","Revenue 951247 729969 544737 590593  Other Revenue, Total - - - -","Revenue 951247 729969 544737 590593  Other Revenue, Total - - - -","Revenue 951247 729969 544737 590593  Other Revenue, Total - - - -","Revenue 951247 729969 544737 590593  Other Revenue, Total - - - -"
Revenue,951247,729969,544737,590593
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",621927,489674,373496,401154
Gross Profit,329320,240295,171241,189439
Total Operating Expenses,888970,688561,515000,553951
"Selling/General/Admin. Expenses, Total 246244 184015 131080 143472  Research & Development - - - -  Depreciation / Amortization 14265 11052 8578 8403  Interest Expense (Income) - Net Operating -53 -60 - -  Unusual Expense (Income) - -4735 1845 921  Other Operating Expenses, Total 6587 3880 1 1","Selling/General/Admin. Expenses, Total 246244 184015 131080 143472  Research & Development - - - -  Depreciation / Amortization 14265 11052 8578 8403  Interest Expense (Income) - Net Operating -53 -60 - -  Unusual Expense (Income) - -4735 1845 921  Other Operating Expenses, Total 6587 3880 1 1","Selling/General/Admin. Expenses, Total 246244 184015 131080 143472  Research & Development - - - -  Depreciation / Amortization 14265 11052 8578 8403  Interest Expense (Income) - Net Operating -53 -60 - -  Unusual Expense (Income) - -4735 1845 921  Other Operating Expenses, Total 6587 3880 1 1","Selling/General/Admin. Expenses, Total 246244 184015 131080 143472  Research & Development - - - -  Depreciation / Amortization 14265 11052 8578 8403  Interest Expense (Income) - Net Operating -53 -60 - -  Unusual Expense (Income) - -4735 1845 921  Other Operating Expenses, Total 6587 3880 1 1","Selling/General/Admin. Expenses, Total 246244 184015 131080 143472  Research & Development - - - -  Depreciation / Amortization 14265 11052 8578 8403  Interest Expense (Income) - Net Operating -53 -60 - -  Unusual Expense (Income) - -4735 1845 921  Other Operating Expenses, Total 6587 3880 1 1"
"Selling/General/Admin. Expenses, Total",246244,184015,131080,143472
Research & Development,-,-,-,-
Depreciation / Amortization,14265,11052,8578,8403
Interest Expense (Income) - Net Operating,-53,-60,-,-
Unusual Expense (Income),-,-4735,1845,921
"Other Operating Expenses, Total",6587,3880,1,1
Operating Income,62277,41408,29737,36642
"Interest Income (Expense), Net Non-Operating",-,204,807,448
Gain (Loss) on Sale of Assets,578,10448,17,7
"Other, Net",-3207,-18668,2105,1981
Net Income Before Taxes,64906,49628,32666,39078
Provision for Income Taxes,24141,15016,11064,12902
Net Income After Taxes,40765,34612,21602,26176
Minority Interest,245,24,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,40545,34588,21602,26176
Total Extraordinary Items,-,-,-,-
Net Income,40545,34588,21602,26176
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,40545,34588,21602,26176
Dilution Adjustment,-0.28,0.422,-0.02,-
Diluted Net Income,40545.28,34587.58,21602,26176
Diluted Weighted Average Shares,140.79,122.2,102.69,102.68
Diluted EPS Excluding Extraordinary Items,287.98,283.05,210.36,254.94
DPS - Common Stock Primary Issue,70,70,70,70
Diluted Normalized EPS,294.61,229.35,230.31,269.7
