Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,94992,85163,103305,103808
"Revenue 94992 85163 103305 103808  Other Revenue, Total - - - -","Revenue 94992 85163 103305 103808  Other Revenue, Total - - - -","Revenue 94992 85163 103305 103808  Other Revenue, Total - - - -","Revenue 94992 85163 103305 103808  Other Revenue, Total - - - -","Revenue 94992 85163 103305 103808  Other Revenue, Total - - - -"
Revenue,94992,85163,103305,103808
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",70458,61286,58670,58764
Gross Profit,24534,23877,44635,45044
Total Operating Expenses,91426,80319,98070,99007
"Selling/General/Admin. Expenses, Total 19877 19013 37875 38112  Research & Development 1091 1056 1139 1117  Depreciation / Amortization 5922 5023 - -  Interest Expense (Income) - Net Operating -95 -52 - -  Unusual Expense (Income) - -284 385 1012  Other Operating Expenses, Total -6918 -6007 1 2","Selling/General/Admin. Expenses, Total 19877 19013 37875 38112  Research & Development 1091 1056 1139 1117  Depreciation / Amortization 5922 5023 - -  Interest Expense (Income) - Net Operating -95 -52 - -  Unusual Expense (Income) - -284 385 1012  Other Operating Expenses, Total -6918 -6007 1 2","Selling/General/Admin. Expenses, Total 19877 19013 37875 38112  Research & Development 1091 1056 1139 1117  Depreciation / Amortization 5922 5023 - -  Interest Expense (Income) - Net Operating -95 -52 - -  Unusual Expense (Income) - -284 385 1012  Other Operating Expenses, Total -6918 -6007 1 2","Selling/General/Admin. Expenses, Total 19877 19013 37875 38112  Research & Development 1091 1056 1139 1117  Depreciation / Amortization 5922 5023 - -  Interest Expense (Income) - Net Operating -95 -52 - -  Unusual Expense (Income) - -284 385 1012  Other Operating Expenses, Total -6918 -6007 1 2","Selling/General/Admin. Expenses, Total 19877 19013 37875 38112  Research & Development 1091 1056 1139 1117  Depreciation / Amortization 5922 5023 - -  Interest Expense (Income) - Net Operating -95 -52 - -  Unusual Expense (Income) - -284 385 1012  Other Operating Expenses, Total -6918 -6007 1 2"
"Selling/General/Admin. Expenses, Total",19877,19013,37875,38112
Research & Development,1091,1056,1139,1117
Depreciation / Amortization,5922,5023,-,-
Interest Expense (Income) - Net Operating,-95,-52,-,-
Unusual Expense (Income),-,-284,385,1012
"Other Operating Expenses, Total",-6918,-6007,1,2
Operating Income,3566,4844,5235,4801
"Interest Income (Expense), Net Non-Operating",-,1115,896,1072
Gain (Loss) on Sale of Assets,-483,528,-174,-227
"Other, Net",1150,-1863,373,23
Net Income Before Taxes,2899,6179,6330,5669
Provision for Income Taxes,741,1658,1635,1236
Net Income After Taxes,2158,4521,4695,4433
Minority Interest,3141,2297,62,30
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1892,4428,4757,4463
Total Extraordinary Items,-,-,-,-
Net Income,1892,4428,4757,4463
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1892,4428,4757,4463
Dilution Adjustment,-,-,-,-
Diluted Net Income,1892,4428,4757,4463
Diluted Weighted Average Shares,21.08,21.08,21.08,21.08
Diluted EPS Excluding Extraordinary Items,89.74,210.03,225.62,211.68
DPS - Common Stock Primary Issue,55,54,53,52
Diluted Normalized EPS,141.92,176.33,248.8,262.37
