Period Ending:,202331/01,202231/07,202231/01,202131/07
Total Revenue,32830,17194,31094,29242.23
"Revenue 32826 16335 - 29242.23  Other Revenue, Total 4 1717 4 -","Revenue 32826 16335 - 29242.23  Other Revenue, Total 4 1717 4 -","Revenue 32826 16335 - 29242.23  Other Revenue, Total 4 1717 4 -","Revenue 32826 16335 - 29242.23  Other Revenue, Total 4 1717 4 -","Revenue 32826 16335 - 29242.23  Other Revenue, Total 4 1717 4 -"
Revenue,32826,16335,-,29242.23
"Other Revenue, Total",4,1717,4,-
"Cost of Revenue, Total",20345,9534,-,10184.95
Gross Profit,12485,7660,-,19057.29
Total Operating Expenses,20731,9731,-,13985.76
"Selling/General/Admin. Expenses, Total 92 54 - 90.09  Research & Development - - - -  Depreciation / Amortization 2794 2210 - 3710.72  Interest Expense (Income) - Net Operating -1456 -920 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 1750 -3307 - 0.01","Selling/General/Admin. Expenses, Total 92 54 - 90.09  Research & Development - - - -  Depreciation / Amortization 2794 2210 - 3710.72  Interest Expense (Income) - Net Operating -1456 -920 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 1750 -3307 - 0.01","Selling/General/Admin. Expenses, Total 92 54 - 90.09  Research & Development - - - -  Depreciation / Amortization 2794 2210 - 3710.72  Interest Expense (Income) - Net Operating -1456 -920 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 1750 -3307 - 0.01","Selling/General/Admin. Expenses, Total 92 54 - 90.09  Research & Development - - - -  Depreciation / Amortization 2794 2210 - 3710.72  Interest Expense (Income) - Net Operating -1456 -920 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 1750 -3307 - 0.01","Selling/General/Admin. Expenses, Total 92 54 - 90.09  Research & Development - - - -  Depreciation / Amortization 2794 2210 - 3710.72  Interest Expense (Income) - Net Operating -1456 -920 - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total 1750 -3307 - 0.01"
"Selling/General/Admin. Expenses, Total",92,54,-,90.09
Research & Development,-,-,-,-
Depreciation / Amortization,2794,2210,-,3710.72
Interest Expense (Income) - Net Operating,-1456,-920,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",1750,-3307,-,0.01
Operating Income,12099,7463,-,15256.48
"Interest Income (Expense), Net Non-Operating",-,-,-,-1844.04
Gain (Loss) on Sale of Assets,4616,570,-,-
"Other, Net",-4951,2087,-,-128.15
Net Income Before Taxes,12434,6493,-,13284.3
Provision for Income Taxes,2,1,-,2.84
Net Income After Taxes,12432,6492,-,13281.46
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,12432,6492,-,13281.46
Total Extraordinary Items,-,-,-,-
Net Income,12432,6492,-,13281.46
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,12432,6492,-,13281.46
Dilution Adjustment,-,-,-,-
Diluted Net Income,12432,6492,-,13281.46
Diluted Weighted Average Shares,2.07,2.07,-,2.06
Diluted EPS Excluding Extraordinary Items,6005.75,5931.36,-,6434.29
DPS - Common Stock Primary Issue,6222,-,-,6467
Diluted Normalized EPS,3057.34,3634.33,-,6434.29
