Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,14704,20067,21081,17500.65
"Revenue 14704 20067 21081 17500.65  Other Revenue, Total - - - -","Revenue 14704 20067 21081 17500.65  Other Revenue, Total - - - -","Revenue 14704 20067 21081 17500.65  Other Revenue, Total - - - -","Revenue 14704 20067 21081 17500.65  Other Revenue, Total - - - -","Revenue 14704 20067 21081 17500.65  Other Revenue, Total - - - -"
Revenue,14704,20067,21081,17500.65
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",11515,15670,17174,14841.07
Gross Profit,3189,4397,3907,2659.58
Total Operating Expenses,13315,17693,19423,16741.18
"Selling/General/Admin. Expenses, Total 1774 1627 1697 1898.24  Research & Development - 14 - -  Depreciation / Amortization 111 82 99 33.33  Interest Expense (Income) - Net Operating -41 -58 -77 -  Unusual Expense (Income) - 5.2 74.9 -31.46  Other Operating Expenses, Total -44 358 530 -","Selling/General/Admin. Expenses, Total 1774 1627 1697 1898.24  Research & Development - 14 - -  Depreciation / Amortization 111 82 99 33.33  Interest Expense (Income) - Net Operating -41 -58 -77 -  Unusual Expense (Income) - 5.2 74.9 -31.46  Other Operating Expenses, Total -44 358 530 -","Selling/General/Admin. Expenses, Total 1774 1627 1697 1898.24  Research & Development - 14 - -  Depreciation / Amortization 111 82 99 33.33  Interest Expense (Income) - Net Operating -41 -58 -77 -  Unusual Expense (Income) - 5.2 74.9 -31.46  Other Operating Expenses, Total -44 358 530 -","Selling/General/Admin. Expenses, Total 1774 1627 1697 1898.24  Research & Development - 14 - -  Depreciation / Amortization 111 82 99 33.33  Interest Expense (Income) - Net Operating -41 -58 -77 -  Unusual Expense (Income) - 5.2 74.9 -31.46  Other Operating Expenses, Total -44 358 530 -","Selling/General/Admin. Expenses, Total 1774 1627 1697 1898.24  Research & Development - 14 - -  Depreciation / Amortization 111 82 99 33.33  Interest Expense (Income) - Net Operating -41 -58 -77 -  Unusual Expense (Income) - 5.2 74.9 -31.46  Other Operating Expenses, Total -44 358 530 -"
"Selling/General/Admin. Expenses, Total",1774,1627,1697,1898.24
Research & Development,-,14,-,-
Depreciation / Amortization,111,82,99,33.33
Interest Expense (Income) - Net Operating,-41,-58,-77,-
Unusual Expense (Income),-,5.2,74.9,-31.46
"Other Operating Expenses, Total",-44,358,530,-
Operating Income,1389,2374,1658,759.47
"Interest Income (Expense), Net Non-Operating",-,141.28,630.05,401.69
Gain (Loss) on Sale of Assets,208,7,31,422.84
"Other, Net",-720,-253,-749,67.94
Net Income Before Taxes,1901,2620,2376,1651.94
Provision for Income Taxes,700,920,905,596.17
Net Income After Taxes,1201,1700,1471,1055.77
Minority Interest,175,144,31,-16.25
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1166,1643,1460,1039.52
Total Extraordinary Items,-,-,-,-
Net Income,1166,1643,1460,1039.52
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1166,1643,1460,1039.51
Dilution Adjustment,-,-,-,-
Diluted Net Income,1166,1643,1460,1039.51
Diluted Weighted Average Shares,7.16,7.34,7.44,7.28
Diluted EPS Excluding Extraordinary Items,162.89,223.9,196.34,142.87
DPS - Common Stock Primary Issue,50,48.5,47,45
Diluted Normalized EPS,144.68,215.22,201.92,102.96
