Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,31392.1,23252,19311,15489.68
"Revenue 31392.1 23252 19311 15489.68  Other Revenue, Total - - - -","Revenue 31392.1 23252 19311 15489.68  Other Revenue, Total - - - -","Revenue 31392.1 23252 19311 15489.68  Other Revenue, Total - - - -","Revenue 31392.1 23252 19311 15489.68  Other Revenue, Total - - - -","Revenue 31392.1 23252 19311 15489.68  Other Revenue, Total - - - -"
Revenue,31392.1,23252,19311,15489.68
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",23883.36,17135,13979,9722.32
Gross Profit,7508.74,6117,5332,5767.36
Total Operating Expenses,27791.35,20801,17661,13385.08
"Selling/General/Admin. Expenses, Total 3907.99 3666 3682 3660.83  Research & Development - - - -  Depreciation / Amortization 124.18 111 112 -  Interest Expense (Income) - Net Operating -8.52 -5 -4 -  Unusual Expense (Income) - -336.67 7.45 1.93  Other Operating Expenses, Total -115.66 -106 -108 -","Selling/General/Admin. Expenses, Total 3907.99 3666 3682 3660.83  Research & Development - - - -  Depreciation / Amortization 124.18 111 112 -  Interest Expense (Income) - Net Operating -8.52 -5 -4 -  Unusual Expense (Income) - -336.67 7.45 1.93  Other Operating Expenses, Total -115.66 -106 -108 -","Selling/General/Admin. Expenses, Total 3907.99 3666 3682 3660.83  Research & Development - - - -  Depreciation / Amortization 124.18 111 112 -  Interest Expense (Income) - Net Operating -8.52 -5 -4 -  Unusual Expense (Income) - -336.67 7.45 1.93  Other Operating Expenses, Total -115.66 -106 -108 -","Selling/General/Admin. Expenses, Total 3907.99 3666 3682 3660.83  Research & Development - - - -  Depreciation / Amortization 124.18 111 112 -  Interest Expense (Income) - Net Operating -8.52 -5 -4 -  Unusual Expense (Income) - -336.67 7.45 1.93  Other Operating Expenses, Total -115.66 -106 -108 -","Selling/General/Admin. Expenses, Total 3907.99 3666 3682 3660.83  Research & Development - - - -  Depreciation / Amortization 124.18 111 112 -  Interest Expense (Income) - Net Operating -8.52 -5 -4 -  Unusual Expense (Income) - -336.67 7.45 1.93  Other Operating Expenses, Total -115.66 -106 -108 -"
"Selling/General/Admin. Expenses, Total",3907.99,3666,3682,3660.83
Research & Development,-,-,-,-
Depreciation / Amortization,124.18,111,112,-
Interest Expense (Income) - Net Operating,-8.52,-5,-4,-
Unusual Expense (Income),-,-336.67,7.45,1.93
"Other Operating Expenses, Total",-115.66,-106,-108,-
Operating Income,3600.75,2451,1650,2104.6
"Interest Income (Expense), Net Non-Operating",-,376.89,19.84,3.07
Gain (Loss) on Sale of Assets,-0.299,366,-6,-1.11
"Other, Net",-80.48,-1132,-81,58.68
Net Income Before Taxes,3681.52,3217,1737,2165.24
Provision for Income Taxes,1216.27,1059,617,681.67
Net Income After Taxes,2465.25,2158,1120,1483.57
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2465.25,2158,1120,1483.57
Total Extraordinary Items,-,-,-,-
Net Income,2465.25,2158,1120,1483.57
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,2465.25,2158,1120,1483.57
Dilution Adjustment,0.063,-0.904,-0.585,-
Diluted Net Income,2465.19,2158.9,1120.58,1483.57
Diluted Weighted Average Shares,23.03,23.05,22.99,22.89
Diluted EPS Excluding Extraordinary Items,107.04,93.66,48.74,64.83
DPS - Common Stock Primary Issue,22,19,12,12
Diluted Normalized EPS,100.07,68.17,47.41,64.92
