Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Revenue,9453,8051,7947.1,7101.91
"Revenue 9453 8051 7947.1 7101.91  Other Revenue, Total - - - -","Revenue 9453 8051 7947.1 7101.91  Other Revenue, Total - - - -","Revenue 9453 8051 7947.1 7101.91  Other Revenue, Total - - - -","Revenue 9453 8051 7947.1 7101.91  Other Revenue, Total - - - -","Revenue 9453 8051 7947.1 7101.91  Other Revenue, Total - - - -"
Revenue,9453,8051,7947.1,7101.91
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7573,6482,6409.81,5997.61
Gross Profit,1880,1569,1537.29,1104.3
Total Operating Expenses,8952,7788,7785.01,7624.41
"Selling/General/Admin. Expenses, Total 1334 1275 1261.12 1327.4  Research & Development 50 74 66.23 86.02  Depreciation / Amortization 476 490 30.79 35.87  Interest Expense (Income) - Net Operating -46 -41 - -  Unusual Expense (Income) - 5.9 17.05 177.52  Other Operating Expenses, Total -435 -492 - -0","Selling/General/Admin. Expenses, Total 1334 1275 1261.12 1327.4  Research & Development 50 74 66.23 86.02  Depreciation / Amortization 476 490 30.79 35.87  Interest Expense (Income) - Net Operating -46 -41 - -  Unusual Expense (Income) - 5.9 17.05 177.52  Other Operating Expenses, Total -435 -492 - -0","Selling/General/Admin. Expenses, Total 1334 1275 1261.12 1327.4  Research & Development 50 74 66.23 86.02  Depreciation / Amortization 476 490 30.79 35.87  Interest Expense (Income) - Net Operating -46 -41 - -  Unusual Expense (Income) - 5.9 17.05 177.52  Other Operating Expenses, Total -435 -492 - -0","Selling/General/Admin. Expenses, Total 1334 1275 1261.12 1327.4  Research & Development 50 74 66.23 86.02  Depreciation / Amortization 476 490 30.79 35.87  Interest Expense (Income) - Net Operating -46 -41 - -  Unusual Expense (Income) - 5.9 17.05 177.52  Other Operating Expenses, Total -435 -492 - -0","Selling/General/Admin. Expenses, Total 1334 1275 1261.12 1327.4  Research & Development 50 74 66.23 86.02  Depreciation / Amortization 476 490 30.79 35.87  Interest Expense (Income) - Net Operating -46 -41 - -  Unusual Expense (Income) - 5.9 17.05 177.52  Other Operating Expenses, Total -435 -492 - -0"
"Selling/General/Admin. Expenses, Total",1334,1275,1261.12,1327.4
Research & Development,50,74,66.23,86.02
Depreciation / Amortization,476,490,30.79,35.87
Interest Expense (Income) - Net Operating,-46,-41,-,-
Unusual Expense (Income),-,5.9,17.05,177.52
"Other Operating Expenses, Total",-435,-492,-,-0
Operating Income,501,263,162.09,-522.51
"Interest Income (Expense), Net Non-Operating",-,745.25,94.89,-40.84
Gain (Loss) on Sale of Assets,56,753,-,-0.61
"Other, Net",84,-1481,-40.01,-24.61
Net Income Before Taxes,361,991,216.97,-588.57
Provision for Income Taxes,6,25,45.53,36.94
Net Income After Taxes,355,966,171.44,-625.5
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,355,966,171.44,-625.5
Total Extraordinary Items,-,-,-,-
Net Income,355,966,171.44,-625.5
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,355,966,171.44,-625.51
Dilution Adjustment,-,-,-,-
Diluted Net Income,355,966,171.44,-625.51
Diluted Weighted Average Shares,4.62,4.62,4.62,4.62
Diluted EPS Excluding Extraordinary Items,76.92,209.32,37.15,-135.54
DPS - Common Stock Primary Issue,10,8,5,-
Diluted Normalized EPS,68.53,32.91,40.07,-110.45
