Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,6998,7341,6207.98,6066.26
"Revenue 6998 7341 6207.98 6066.26  Other Revenue, Total - - - -","Revenue 6998 7341 6207.98 6066.26  Other Revenue, Total - - - -","Revenue 6998 7341 6207.98 6066.26  Other Revenue, Total - - - -","Revenue 6998 7341 6207.98 6066.26  Other Revenue, Total - - - -","Revenue 6998 7341 6207.98 6066.26  Other Revenue, Total - - - -"
Revenue,6998,7341,6207.98,6066.26
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",4346,4806,4157.84,4102.71
Gross Profit,2652,2535,2050.14,1963.55
Total Operating Expenses,6464,6855,5756.32,5645
"Selling/General/Admin. Expenses, Total 1942 1896 1590.38 1425.68  Research & Development - - - -  Depreciation / Amortization 271 274 71.89 50.83  Interest Expense (Income) - Net Operating -3 -4 - -  Unusual Expense (Income) - 146.49 -63.78 65.78  Other Operating Expenses, Total -92 -117 - -","Selling/General/Admin. Expenses, Total 1942 1896 1590.38 1425.68  Research & Development - - - -  Depreciation / Amortization 271 274 71.89 50.83  Interest Expense (Income) - Net Operating -3 -4 - -  Unusual Expense (Income) - 146.49 -63.78 65.78  Other Operating Expenses, Total -92 -117 - -","Selling/General/Admin. Expenses, Total 1942 1896 1590.38 1425.68  Research & Development - - - -  Depreciation / Amortization 271 274 71.89 50.83  Interest Expense (Income) - Net Operating -3 -4 - -  Unusual Expense (Income) - 146.49 -63.78 65.78  Other Operating Expenses, Total -92 -117 - -","Selling/General/Admin. Expenses, Total 1942 1896 1590.38 1425.68  Research & Development - - - -  Depreciation / Amortization 271 274 71.89 50.83  Interest Expense (Income) - Net Operating -3 -4 - -  Unusual Expense (Income) - 146.49 -63.78 65.78  Other Operating Expenses, Total -92 -117 - -","Selling/General/Admin. Expenses, Total 1942 1896 1590.38 1425.68  Research & Development - - - -  Depreciation / Amortization 271 274 71.89 50.83  Interest Expense (Income) - Net Operating -3 -4 - -  Unusual Expense (Income) - 146.49 -63.78 65.78  Other Operating Expenses, Total -92 -117 - -"
"Selling/General/Admin. Expenses, Total",1942,1896,1590.38,1425.68
Research & Development,-,-,-,-
Depreciation / Amortization,271,274,71.89,50.83
Interest Expense (Income) - Net Operating,-3,-4,-,-
Unusual Expense (Income),-,146.49,-63.78,65.78
"Other Operating Expenses, Total",-92,-117,-,-
Operating Income,534,486,451.66,421.27
"Interest Income (Expense), Net Non-Operating",-,19.24,20.86,29.39
Gain (Loss) on Sale of Assets,-8,-23,-,-
"Other, Net",-13,65,4.21,9.36
Net Income Before Taxes,555,444,476.72,460.02
Provision for Income Taxes,206,231,183.68,154.33
Net Income After Taxes,349,213,293.05,305.69
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,349,213,293.05,305.69
Total Extraordinary Items,-,-,-,-
Net Income,349,213,293.05,305.69
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,349,213,293.04,305.69
Dilution Adjustment,-0.816,-,-,-
Diluted Net Income,349.82,213,293.04,305.69
Diluted Weighted Average Shares,14.22,14.34,14.54,14.46
Diluted EPS Excluding Extraordinary Items,24.56,14.86,20.16,21.14
DPS - Common Stock Primary Issue,11,9.5,9,8.5
Diluted Normalized EPS,24.74,25.72,18.96,24.53
