Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,18259,17760,16421,13390.68
"Revenue 18259 17760 16421 13390.68  Other Revenue, Total - - - -","Revenue 18259 17760 16421 13390.68  Other Revenue, Total - - - -","Revenue 18259 17760 16421 13390.68  Other Revenue, Total - - - -","Revenue 18259 17760 16421 13390.68  Other Revenue, Total - - - -","Revenue 18259 17760 16421 13390.68  Other Revenue, Total - - - -"
Revenue,18259,17760,16421,13390.68
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",16182,15617,14274,11401.05
Gross Profit,2077,2143,2147,1989.63
Total Operating Expenses,18030,17618,16117,13177.84
"Selling/General/Admin. Expenses, Total 1848 2001 1843 1755.49  Research & Development 40 177 72 -  Depreciation / Amortization 637 619 590 -  Interest Expense (Income) - Net Operating -53 -56 -56 -  Unusual Expense (Income) - 31.36 21.1 21.3  Other Operating Expenses, Total -624 -740 -606 -","Selling/General/Admin. Expenses, Total 1848 2001 1843 1755.49  Research & Development 40 177 72 -  Depreciation / Amortization 637 619 590 -  Interest Expense (Income) - Net Operating -53 -56 -56 -  Unusual Expense (Income) - 31.36 21.1 21.3  Other Operating Expenses, Total -624 -740 -606 -","Selling/General/Admin. Expenses, Total 1848 2001 1843 1755.49  Research & Development 40 177 72 -  Depreciation / Amortization 637 619 590 -  Interest Expense (Income) - Net Operating -53 -56 -56 -  Unusual Expense (Income) - 31.36 21.1 21.3  Other Operating Expenses, Total -624 -740 -606 -","Selling/General/Admin. Expenses, Total 1848 2001 1843 1755.49  Research & Development 40 177 72 -  Depreciation / Amortization 637 619 590 -  Interest Expense (Income) - Net Operating -53 -56 -56 -  Unusual Expense (Income) - 31.36 21.1 21.3  Other Operating Expenses, Total -624 -740 -606 -","Selling/General/Admin. Expenses, Total 1848 2001 1843 1755.49  Research & Development 40 177 72 -  Depreciation / Amortization 637 619 590 -  Interest Expense (Income) - Net Operating -53 -56 -56 -  Unusual Expense (Income) - 31.36 21.1 21.3  Other Operating Expenses, Total -624 -740 -606 -"
"Selling/General/Admin. Expenses, Total",1848,2001,1843,1755.49
Research & Development,40,177,72,-
Depreciation / Amortization,637,619,590,-
Interest Expense (Income) - Net Operating,-53,-56,-56,-
Unusual Expense (Income),-,31.36,21.1,21.3
"Other Operating Expenses, Total",-624,-740,-606,-
Operating Income,229,142,304,212.84
"Interest Income (Expense), Net Non-Operating",-,-26.57,-44.14,-56.44
Gain (Loss) on Sale of Assets,-338,59,-21,-
"Other, Net",646,-124,51,40.23
Net Income Before Taxes,-79,207,274,196.63
Provision for Income Taxes,109,93,114,100.3
Net Income After Taxes,-188,114,160,96.33
Minority Interest,-,72,70,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-191,114,160,96.34
Total Extraordinary Items,-,-,-,-
Net Income,-191,114,160,96.34
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-191,114,160,96.34
Dilution Adjustment,-,-,-,-
Diluted Net Income,-191,114,160,96.34
Diluted Weighted Average Shares,1.3,1.3,1.3,1.29
Diluted EPS Excluding Extraordinary Items,-147.42,87.99,123.48,74.83
DPS - Common Stock Primary Issue,50,50,50,75
Diluted Normalized EPS,97.06,85.86,142.3,84.07
