Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,182768,172627,148649,162398
"Revenue 182768 172627 148649 162398  Other Revenue, Total - - - -","Revenue 182768 172627 148649 162398  Other Revenue, Total - - - -","Revenue 182768 172627 148649 162398  Other Revenue, Total - - - -","Revenue 182768 172627 148649 162398  Other Revenue, Total - - - -","Revenue 182768 172627 148649 162398  Other Revenue, Total - - - -"
Revenue,182768,172627,148649,162398
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",161089,152411,132527,145333
Gross Profit,21679,20216,16122,17065
Total Operating Expenses,179305,169885,147444,160927
"Selling/General/Admin. Expenses, Total 18216 17314 14897 15523  Research & Development - - - -  Depreciation / Amortization 358 - - -  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - 159 19 70  Other Operating Expenses, Total -338 1 1 1","Selling/General/Admin. Expenses, Total 18216 17314 14897 15523  Research & Development - - - -  Depreciation / Amortization 358 - - -  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - 159 19 70  Other Operating Expenses, Total -338 1 1 1","Selling/General/Admin. Expenses, Total 18216 17314 14897 15523  Research & Development - - - -  Depreciation / Amortization 358 - - -  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - 159 19 70  Other Operating Expenses, Total -338 1 1 1","Selling/General/Admin. Expenses, Total 18216 17314 14897 15523  Research & Development - - - -  Depreciation / Amortization 358 - - -  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - 159 19 70  Other Operating Expenses, Total -338 1 1 1","Selling/General/Admin. Expenses, Total 18216 17314 14897 15523  Research & Development - - - -  Depreciation / Amortization 358 - - -  Interest Expense (Income) - Net Operating -20 - - -  Unusual Expense (Income) - 159 19 70  Other Operating Expenses, Total -338 1 1 1"
"Selling/General/Admin. Expenses, Total",18216,17314,14897,15523
Research & Development,-,-,-,-
Depreciation / Amortization,358,-,-,-
Interest Expense (Income) - Net Operating,-20,-,-,-
Unusual Expense (Income),-,159,19,70
"Other Operating Expenses, Total",-338,1,1,1
Operating Income,3463,2742,1205,1471
"Interest Income (Expense), Net Non-Operating",-,62,121,44
Gain (Loss) on Sale of Assets,-20,-40,55,8
"Other, Net",-785,824,690,499
Net Income Before Taxes,4268,3588,2071,2022
Provision for Income Taxes,1290,1292,676,740
Net Income After Taxes,2978,2296,1395,1282
Minority Interest,-,-3,-1,-2
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2978,2293,1394,1280
Total Extraordinary Items,-,-,-,-
Net Income,2978,2293,1394,1280
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,2978,2293,1394,1279
Dilution Adjustment,-,-,-,-
Diluted Net Income,2978,2293,1394,1279
Diluted Weighted Average Shares,13.27,13.27,13.27,13.27
Diluted EPS Excluding Extraordinary Items,224.38,172.76,105.03,96.36
DPS - Common Stock Primary Issue,44,35,21,20
Diluted Normalized EPS,204.09,182.36,103.21,99.32
