Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,100,139,209,72.01
"Revenue 100 139 209 72.01  Other Revenue, Total - - - -","Revenue 100 139 209 72.01  Other Revenue, Total - - - -","Revenue 100 139 209 72.01  Other Revenue, Total - - - -","Revenue 100 139 209 72.01  Other Revenue, Total - - - -","Revenue 100 139 209 72.01  Other Revenue, Total - - - -"
Revenue,100,139,209,72.01
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,59,29,20
Gross Profit,100,80,180,52.01
Total Operating Expenses,434,350,294,255.15
"Selling/General/Admin. Expenses, Total 434 193 265 206.1  Research & Development - 82 81.43 26  Depreciation / Amortization 1 3 2.87 3.04  Interest Expense (Income) - Net Operating - -5 -7 -  Unusual Expense (Income) - 11.32 9.03 -  Other Operating Expenses, Total -1 18 7 -0","Selling/General/Admin. Expenses, Total 434 193 265 206.1  Research & Development - 82 81.43 26  Depreciation / Amortization 1 3 2.87 3.04  Interest Expense (Income) - Net Operating - -5 -7 -  Unusual Expense (Income) - 11.32 9.03 -  Other Operating Expenses, Total -1 18 7 -0","Selling/General/Admin. Expenses, Total 434 193 265 206.1  Research & Development - 82 81.43 26  Depreciation / Amortization 1 3 2.87 3.04  Interest Expense (Income) - Net Operating - -5 -7 -  Unusual Expense (Income) - 11.32 9.03 -  Other Operating Expenses, Total -1 18 7 -0","Selling/General/Admin. Expenses, Total 434 193 265 206.1  Research & Development - 82 81.43 26  Depreciation / Amortization 1 3 2.87 3.04  Interest Expense (Income) - Net Operating - -5 -7 -  Unusual Expense (Income) - 11.32 9.03 -  Other Operating Expenses, Total -1 18 7 -0","Selling/General/Admin. Expenses, Total 434 193 265 206.1  Research & Development - 82 81.43 26  Depreciation / Amortization 1 3 2.87 3.04  Interest Expense (Income) - Net Operating - -5 -7 -  Unusual Expense (Income) - 11.32 9.03 -  Other Operating Expenses, Total -1 18 7 -0"
"Selling/General/Admin. Expenses, Total",434,193,265,206.1
Research & Development,-,82,81.43,26
Depreciation / Amortization,1,3,2.87,3.04
Interest Expense (Income) - Net Operating,-,-5,-7,-
Unusual Expense (Income),-,11.32,9.03,-
"Other Operating Expenses, Total",-1,18,7,-0
Operating Income,-334,-211,-85,-183.13
"Interest Income (Expense), Net Non-Operating",-,-5.44,-6.36,-0.66
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-,42,15,-0.01
Net Income Before Taxes,-334,-253,-100,-183.8
Provision for Income Taxes,1,1,0.3,0.29
Net Income After Taxes,-335,-254,-100,-184.09
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-335,-254,-100,-184.09
Total Extraordinary Items,-,-,-,-
Net Income,-335,-254,-100,-184.09
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,-335,-254,-100,-184.09
Dilution Adjustment,-,-,-,-
Diluted Net Income,-335,-254,-100,-184.09
Diluted Weighted Average Shares,12.71,11.39,9.82,12.27
Diluted EPS Excluding Extraordinary Items,-26.35,-22.3,-10.18,-15
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-16.42,-13.28,-5.79,-15
