Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1725609,1500879,1488486,1641335
"Revenue 1725609 1500879 1488486 1641335  Other Revenue, Total - - - -","Revenue 1725609 1500879 1488486 1641335  Other Revenue, Total - - - -","Revenue 1725609 1500879 1488486 1641335  Other Revenue, Total - - - -","Revenue 1725609 1500879 1488486 1641335  Other Revenue, Total - - - -","Revenue 1725609 1500879 1488486 1641335  Other Revenue, Total - - - -"
Revenue,1725609,1500879,1488486,1641335
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1391787,1244300,1297324,1370809
Gross Profit,333822,256579,191162,270526
Total Operating Expenses,1646568,1456740,1513326,1581655
"Selling/General/Admin. Expenses, Total 252311 163674 151519 155855  Research & Development - 47098 44949 52608  Depreciation / Amortization 77374 - - -  Interest Expense (Income) - Net Operating -14297 - - -  Unusual Expense (Income) - 1666 19535 2383  Other Operating Expenses, Total -60607 2 -1 -","Selling/General/Admin. Expenses, Total 252311 163674 151519 155855  Research & Development - 47098 44949 52608  Depreciation / Amortization 77374 - - -  Interest Expense (Income) - Net Operating -14297 - - -  Unusual Expense (Income) - 1666 19535 2383  Other Operating Expenses, Total -60607 2 -1 -","Selling/General/Admin. Expenses, Total 252311 163674 151519 155855  Research & Development - 47098 44949 52608  Depreciation / Amortization 77374 - - -  Interest Expense (Income) - Net Operating -14297 - - -  Unusual Expense (Income) - 1666 19535 2383  Other Operating Expenses, Total -60607 2 -1 -","Selling/General/Admin. Expenses, Total 252311 163674 151519 155855  Research & Development - 47098 44949 52608  Depreciation / Amortization 77374 - - -  Interest Expense (Income) - Net Operating -14297 - - -  Unusual Expense (Income) - 1666 19535 2383  Other Operating Expenses, Total -60607 2 -1 -","Selling/General/Admin. Expenses, Total 252311 163674 151519 155855  Research & Development - 47098 44949 52608  Depreciation / Amortization 77374 - - -  Interest Expense (Income) - Net Operating -14297 - - -  Unusual Expense (Income) - 1666 19535 2383  Other Operating Expenses, Total -60607 2 -1 -"
"Selling/General/Admin. Expenses, Total",252311,163674,151519,155855
Research & Development,-,47098,44949,52608
Depreciation / Amortization,77374,-,-,-
Interest Expense (Income) - Net Operating,-14297,-,-,-
Unusual Expense (Income),-,1666,19535,2383
"Other Operating Expenses, Total",-60607,2,-1,-
Operating Income,79041,44139,-24840,59680
"Interest Income (Expense), Net Non-Operating",-,-13150,3533,-9856
Gain (Loss) on Sale of Assets,-,1633,4817,1277
"Other, Net",8693,-1769,1802,-11778
Net Income Before Taxes,70348,30853,-14688,39323
Provision for Income Taxes,15058,6867,2798,19046
Net Income After Taxes,55290,23986,-17486,20277
Minority Interest,20670,-2183,-1846,-1614
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,53029,21803,-19332,18663
Total Extraordinary Items,-,-,-,-
Net Income,53029,21803,-19332,18663
Total Adjustments to Net Income,-,-2,-,-1
Income Available to Common Excluding Extraordinary Items,53029,21801,-19332,18662
Dilution Adjustment,-,-,-,-
Diluted Net Income,53029,21801,-19332,18662
Diluted Weighted Average Shares,167.48,167.36,167.04,167.04
Diluted EPS Excluding Extraordinary Items,316.63,130.26,-115.73,111.72
DPS - Common Stock Primary Issue,-,40,-,35
Diluted Normalized EPS,249.03,130.42,-58.46,115.13
