Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,2213,1933,1308,2528.35
"Revenue 2213 1933 1308 2528.35  Other Revenue, Total - - - -","Revenue 2213 1933 1308 2528.35  Other Revenue, Total - - - -","Revenue 2213 1933 1308 2528.35  Other Revenue, Total - - - -","Revenue 2213 1933 1308 2528.35  Other Revenue, Total - - - -","Revenue 2213 1933 1308 2528.35  Other Revenue, Total - - - -"
Revenue,2213,1933,1308,2528.35
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1329,1179,1085,1505.61
Gross Profit,884,754,223,1022.74
Total Operating Expenses,1888,1732,1731,2207.55
"Selling/General/Admin. Expenses, Total 639 541 621 686.14  Research & Development - - - -  Depreciation / Amortization 81 70 76 21.26  Interest Expense (Income) - Net Operating -1 -3 -2 0.63  Unusual Expense (Income) - -114.37 -118.75 -5.22  Other Operating Expenses, Total -160 -55 -49 -0.88","Selling/General/Admin. Expenses, Total 639 541 621 686.14  Research & Development - - - -  Depreciation / Amortization 81 70 76 21.26  Interest Expense (Income) - Net Operating -1 -3 -2 0.63  Unusual Expense (Income) - -114.37 -118.75 -5.22  Other Operating Expenses, Total -160 -55 -49 -0.88","Selling/General/Admin. Expenses, Total 639 541 621 686.14  Research & Development - - - -  Depreciation / Amortization 81 70 76 21.26  Interest Expense (Income) - Net Operating -1 -3 -2 0.63  Unusual Expense (Income) - -114.37 -118.75 -5.22  Other Operating Expenses, Total -160 -55 -49 -0.88","Selling/General/Admin. Expenses, Total 639 541 621 686.14  Research & Development - - - -  Depreciation / Amortization 81 70 76 21.26  Interest Expense (Income) - Net Operating -1 -3 -2 0.63  Unusual Expense (Income) - -114.37 -118.75 -5.22  Other Operating Expenses, Total -160 -55 -49 -0.88","Selling/General/Admin. Expenses, Total 639 541 621 686.14  Research & Development - - - -  Depreciation / Amortization 81 70 76 21.26  Interest Expense (Income) - Net Operating -1 -3 -2 0.63  Unusual Expense (Income) - -114.37 -118.75 -5.22  Other Operating Expenses, Total -160 -55 -49 -0.88"
"Selling/General/Admin. Expenses, Total",639,541,621,686.14
Research & Development,-,-,-,-
Depreciation / Amortization,81,70,76,21.26
Interest Expense (Income) - Net Operating,-1,-3,-2,0.63
Unusual Expense (Income),-,-114.37,-118.75,-5.22
"Other Operating Expenses, Total",-160,-55,-49,-0.88
Operating Income,325,201,-423,320.8
"Interest Income (Expense), Net Non-Operating",-,-3.53,-2.65,-1.36
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",2,-111,-117,-
Net Income Before Taxes,323,312,-306,319.44
Provision for Income Taxes,104,107,-59,98.94
Net Income After Taxes,219,205,-247,220.5
Minority Interest,-31,-28,-26,2.68
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,219,206,-244,223.18
Total Extraordinary Items,-,-,-,-
Net Income,219,206,-244,223.18
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,219,206,-244,223.18
Dilution Adjustment,-0.654,-0.491,0.54,-
Diluted Net Income,219.65,206.49,-244.54,223.18
Diluted Weighted Average Shares,4.36,4.44,4.4,4.57
Diluted EPS Excluding Extraordinary Items,50.36,46.53,-55.62,48.85
DPS - Common Stock Primary Issue,17,8,9.25,18.5
Diluted Normalized EPS,46.28,44.17,-42.82,48.06
