Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,447,632,667,847
"Revenue 447 632.9 667 847  Other Revenue, Total - - - -","Revenue 447 632.9 667 847  Other Revenue, Total - - - -","Revenue 447 632.9 667 847  Other Revenue, Total - - - -","Revenue 447 632.9 667 847  Other Revenue, Total - - - -","Revenue 447 632.9 667 847  Other Revenue, Total - - - -"
Revenue,447,632.9,667,847
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",177,228.49,351,372
Gross Profit,270,404.42,316,475
Total Operating Expenses,670,1381.68,931,985
"Selling/General/Admin. Expenses, Total 493 510.58 580 613  Research & Development - - - -  Depreciation / Amortization - - 49 43  Interest Expense (Income) - Net Operating -7 - -3 -  Unusual Expense (Income) - 642.61 153.01 213.05  Other Operating Expenses, Total 7 - -46 -43","Selling/General/Admin. Expenses, Total 493 510.58 580 613  Research & Development - - - -  Depreciation / Amortization - - 49 43  Interest Expense (Income) - Net Operating -7 - -3 -  Unusual Expense (Income) - 642.61 153.01 213.05  Other Operating Expenses, Total 7 - -46 -43","Selling/General/Admin. Expenses, Total 493 510.58 580 613  Research & Development - - - -  Depreciation / Amortization - - 49 43  Interest Expense (Income) - Net Operating -7 - -3 -  Unusual Expense (Income) - 642.61 153.01 213.05  Other Operating Expenses, Total 7 - -46 -43","Selling/General/Admin. Expenses, Total 493 510.58 580 613  Research & Development - - - -  Depreciation / Amortization - - 49 43  Interest Expense (Income) - Net Operating -7 - -3 -  Unusual Expense (Income) - 642.61 153.01 213.05  Other Operating Expenses, Total 7 - -46 -43","Selling/General/Admin. Expenses, Total 493 510.58 580 613  Research & Development - - - -  Depreciation / Amortization - - 49 43  Interest Expense (Income) - Net Operating -7 - -3 -  Unusual Expense (Income) - 642.61 153.01 213.05  Other Operating Expenses, Total 7 - -46 -43"
"Selling/General/Admin. Expenses, Total",493,510.58,580,613
Research & Development,-,-,-,-
Depreciation / Amortization,-,-,49,43
Interest Expense (Income) - Net Operating,-7,-,-3,-
Unusual Expense (Income),-,642.61,153.01,213.05
"Other Operating Expenses, Total",7,-,-46,-43
Operating Income,-223,-748.78,-264,-138
"Interest Income (Expense), Net Non-Operating",-,-3.15,-3.37,-0.57
Gain (Loss) on Sale of Assets,-17,-,-,-
"Other, Net",22,12.7,37,26
Net Income Before Taxes,-228,-739.23,-301,-164
Provision for Income Taxes,3,1.54,6.57,28
Net Income After Taxes,-231,-740.77,-307,-192
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-231,-740.77,-307,-192
Total Extraordinary Items,-,-,-,-
Net Income,-231,-740.77,-307,-192
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,-231,-740.77,-307,-192
Dilution Adjustment,-,-,-,-
Diluted Net Income,-231,-740.77,-307,-192
Diluted Weighted Average Shares,3.01,2.49,2.28,2.08
Diluted EPS Excluding Extraordinary Items,-76.73,-297.75,-134.66,-92.51
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-46.71,-125.73,-69.36,-43.37
