Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,-,108.94,110,115.55
"Revenue - 108.94 110 115.55  Other Revenue, Total - - - -","Revenue - 108.94 110 115.55  Other Revenue, Total - - - -","Revenue - 108.94 110 115.55  Other Revenue, Total - - - -","Revenue - 108.94 110 115.55  Other Revenue, Total - - - -","Revenue - 108.94 110 115.55  Other Revenue, Total - - - -"
Revenue,-,108.94,110,115.55
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",608,-,-,-
Gross Profit,-608,-,-,-
Total Operating Expenses,846,631.29,674.65,568.63
"Selling/General/Admin. Expenses, Total 175 226.38 234.59 204.55  Research & Development 607 430.24 442.2 444.07  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - -25.33 -2.15 -80  Other Operating Expenses, Total -539 - - -","Selling/General/Admin. Expenses, Total 175 226.38 234.59 204.55  Research & Development 607 430.24 442.2 444.07  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - -25.33 -2.15 -80  Other Operating Expenses, Total -539 - - -","Selling/General/Admin. Expenses, Total 175 226.38 234.59 204.55  Research & Development 607 430.24 442.2 444.07  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - -25.33 -2.15 -80  Other Operating Expenses, Total -539 - - -","Selling/General/Admin. Expenses, Total 175 226.38 234.59 204.55  Research & Development 607 430.24 442.2 444.07  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - -25.33 -2.15 -80  Other Operating Expenses, Total -539 - - -","Selling/General/Admin. Expenses, Total 175 226.38 234.59 204.55  Research & Development 607 430.24 442.2 444.07  Depreciation / Amortization - - - -  Interest Expense (Income) - Net Operating -5 - - -  Unusual Expense (Income) - -25.33 -2.15 -80  Other Operating Expenses, Total -539 - - -"
"Selling/General/Admin. Expenses, Total",175,226.38,234.59,204.55
Research & Development,607,430.24,442.2,444.07
Depreciation / Amortization,-,-,-,-
Interest Expense (Income) - Net Operating,-5,-,-,-
Unusual Expense (Income),-,-25.33,-2.15,-80
"Other Operating Expenses, Total",-539,-,-,-
Operating Income,-846,-522.34,-564.65,-453.08
"Interest Income (Expense), Net Non-Operating",-,-4.15,-5.78,0.09
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",8,-3.29,-1.1,-1.97
Net Income Before Taxes,-854,-529.78,-571.54,-454.96
Provision for Income Taxes,1,1.25,1.25,1.25
Net Income After Taxes,-855,-531.03,-572.79,-456.21
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-855,-531.03,-572.79,-456.21
Total Extraordinary Items,-,-,-,-
Net Income,-855,-531.03,-572.79,-456.21
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-855,-531.03,-572.79,-456.21
Dilution Adjustment,-,-,-,-
Diluted Net Income,-855,-531.03,-572.79,-456.21
Diluted Weighted Average Shares,9.69,7.58,6.85,5.92
Diluted EPS Excluding Extraordinary Items,-88.26,-70.02,-83.64,-77.06
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-55.1,-72.19,-83.84,-85.85
