Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,19214,18763,15728,18412
"Revenue 19214 18763 15728 18412  Other Revenue, Total - - - -","Revenue 19214 18763 15728 18412  Other Revenue, Total - - - -","Revenue 19214 18763 15728 18412  Other Revenue, Total - - - -","Revenue 19214 18763 15728 18412  Other Revenue, Total - - - -","Revenue 19214 18763 15728 18412  Other Revenue, Total - - - -"
Revenue,19214,18763,15728,18412
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",10324,10023,8147,9134
Gross Profit,8890,8740,7581,9278
Total Operating Expenses,18830,19149,17609,16550
"Selling/General/Admin. Expenses, Total 8924 8473 8341 6917  Research & Development - - - -  Depreciation / Amortization 127 88 75 75  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 35 254 202  Other Operating Expenses, Total -516 530 792 222","Selling/General/Admin. Expenses, Total 8924 8473 8341 6917  Research & Development - - - -  Depreciation / Amortization 127 88 75 75  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 35 254 202  Other Operating Expenses, Total -516 530 792 222","Selling/General/Admin. Expenses, Total 8924 8473 8341 6917  Research & Development - - - -  Depreciation / Amortization 127 88 75 75  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 35 254 202  Other Operating Expenses, Total -516 530 792 222","Selling/General/Admin. Expenses, Total 8924 8473 8341 6917  Research & Development - - - -  Depreciation / Amortization 127 88 75 75  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 35 254 202  Other Operating Expenses, Total -516 530 792 222","Selling/General/Admin. Expenses, Total 8924 8473 8341 6917  Research & Development - - - -  Depreciation / Amortization 127 88 75 75  Interest Expense (Income) - Net Operating -29 - - -  Unusual Expense (Income) - 35 254 202  Other Operating Expenses, Total -516 530 792 222"
"Selling/General/Admin. Expenses, Total",8924,8473,8341,6917
Research & Development,-,-,-,-
Depreciation / Amortization,127,88,75,75
Interest Expense (Income) - Net Operating,-29,-,-,-
Unusual Expense (Income),-,35,254,202
"Other Operating Expenses, Total",-516,530,792,222
Operating Income,384,-386,-1881,1862
"Interest Income (Expense), Net Non-Operating",-,-36,-52,151
Gain (Loss) on Sale of Assets,99,-,-,-
"Other, Net",-182,34,9,-56
Net Income Before Taxes,467,-388,-1924,1957
Provision for Income Taxes,191,662,172,-29
Net Income After Taxes,276,-1050,-2096,1986
Minority Interest,1672,-102,-39,-470
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,185,-1152,-2135,1516
Total Extraordinary Items,-,-,-,-
Net Income,185,-1152,-2135,1516
Total Adjustments to Net Income,-,-1,-1,-
Income Available to Common Excluding Extraordinary Items,185,-1153,-2136,1516
Dilution Adjustment,-,-,-,-5
Diluted Net Income,185,-1153,-2136,1511
Diluted Weighted Average Shares,13.01,12.96,12.93,13.35
Diluted EPS Excluding Extraordinary Items,14.22,-88.99,-165.25,113.21
DPS - Common Stock Primary Issue,20,40,40,40
Diluted Normalized EPS,11.07,-86.7,-149.07,126.35
