Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,273033,236056,139194,159079
"Revenue 273033 236056 139194 159079  Other Revenue, Total - - - -","Revenue 273033 236056 139194 159079  Other Revenue, Total - - - -","Revenue 273033 236056 139194 159079  Other Revenue, Total - - - -","Revenue 273033 236056 139194 159079  Other Revenue, Total - - - -","Revenue 273033 236056 139194 159079  Other Revenue, Total - - - -"
Revenue,273033,236056,139194,159079
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",250035,206795,123063,144376
Gross Profit,22998,29261,16131,14703
Total Operating Expenses,259282,215679,129949,151332
"Selling/General/Admin. Expenses, Total 6214 8662 6600 6726  Research & Development - 109 93 83  Depreciation / Amortization 3493 3196 192 175  Interest Expense (Income) - Net Operating -855 -627 - -  Unusual Expense (Income) - - - -28  Other Operating Expenses, Total -2484 -2456 1 -","Selling/General/Admin. Expenses, Total 6214 8662 6600 6726  Research & Development - 109 93 83  Depreciation / Amortization 3493 3196 192 175  Interest Expense (Income) - Net Operating -855 -627 - -  Unusual Expense (Income) - - - -28  Other Operating Expenses, Total -2484 -2456 1 -","Selling/General/Admin. Expenses, Total 6214 8662 6600 6726  Research & Development - 109 93 83  Depreciation / Amortization 3493 3196 192 175  Interest Expense (Income) - Net Operating -855 -627 - -  Unusual Expense (Income) - - - -28  Other Operating Expenses, Total -2484 -2456 1 -","Selling/General/Admin. Expenses, Total 6214 8662 6600 6726  Research & Development - 109 93 83  Depreciation / Amortization 3493 3196 192 175  Interest Expense (Income) - Net Operating -855 -627 - -  Unusual Expense (Income) - - - -28  Other Operating Expenses, Total -2484 -2456 1 -","Selling/General/Admin. Expenses, Total 6214 8662 6600 6726  Research & Development - 109 93 83  Depreciation / Amortization 3493 3196 192 175  Interest Expense (Income) - Net Operating -855 -627 - -  Unusual Expense (Income) - - - -28  Other Operating Expenses, Total -2484 -2456 1 -"
"Selling/General/Admin. Expenses, Total",6214,8662,6600,6726
Research & Development,-,109,93,83
Depreciation / Amortization,3493,3196,192,175
Interest Expense (Income) - Net Operating,-855,-627,-,-
Unusual Expense (Income),-,-,-,-28
"Other Operating Expenses, Total",-2484,-2456,1,-
Operating Income,13751,20377,9245,7747
"Interest Income (Expense), Net Non-Operating",-,50,-416,-151
Gain (Loss) on Sale of Assets,-124,70,-23,2
"Other, Net",156,-281,152,95
Net Income Before Taxes,13719,20588,8958,7693
Provision for Income Taxes,3897,5504,2774,2046
Net Income After Taxes,9822,15084,6184,5647
Minority Interest,741,781,-40,-60
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,9726,14880,6144,5587
Total Extraordinary Items,-,-,-,-
Net Income,9726,14880,6144,5587
Total Adjustments to Net Income,-,-,-2,-1
Income Available to Common Excluding Extraordinary Items,9726,14880,6142,5586
Dilution Adjustment,-0.256,-0.406,-,-
Diluted Net Income,9726.26,14880.41,6142,5586
Diluted Weighted Average Shares,41.13,41.13,41.13,41.15
Diluted EPS Excluding Extraordinary Items,236.49,361.81,149.34,135.76
DPS - Common Stock Primary Issue,60,60,28,25
Diluted Normalized EPS,209.04,306.84,149.73,135.23
